[0. 0. 0.], [1.2189412117004395]
[ 0.  0. 58.], [2.533188581466675]
[ 0.  0. 58.], [2.681762456893921]
[ 0.  0. 58.], [2.817209005355835]
[ 0.  0. 58.], [2.9538352489471436]
[ 0.  0. 58.], [3.0875730514526367]
[ 0.  0. 58.], [3.2076504230499268]
[ 0.  0. 58.], [3.3246257305145264]
[ 0.    0.   58.01], [3.442373275756836]
[ 0.    0.   58.01], [3.565065860748291]
[ 0.  0. 58.], [3.686321973800659]
[ 0.  0. 58.], [3.805821657180786]
[ 0.    0.   58.01], [3.927446126937866]
[3.000e-02 4.000e-02 5.801e+01], [4.0453996658325195]
[ 0.33  0.29 58.06], [4.164109945297241]
[ 0.87  0.19 58.18], [4.284719467163086]
[1.050e+00 4.000e-02 5.822e+01], [4.426955223083496]
[ 1.17  0.15 58.24], [4.547420024871826]
[ 1.21  0.17 58.25], [4.6660284996032715]
[ 1.37  0.28 58.27], [4.785768508911133]
[ 1.56  0.15 58.32], [4.925832033157349]
[ 1.73  0.1  58.35], [5.044501781463623]
[1.820e+00 3.000e-02 5.837e+01], [5.166518688201904]
[ 2.    0.08 58.4 ], [5.284313201904297]
[2.240e+00 5.000e-02 5.844e+01], [5.407709121704102]
[ 2.43  0.07 58.47], [5.528345584869385]
[ 2.59  0.08 58.5 ], [5.6503236293792725]
[ 2.850e+00 -3.000e-02  5.855e+01], [5.767333745956421]
[ 3.16 -0.09 58.59], [5.884820222854614]
[ 3.47 -0.07 58.63], [6.023425102233887]
[ 3.740e+00 -4.000e-02  5.866e+01], [6.141444683074951]
[ 3.91 -0.11 58.69], [6.255751132965088]
[ 4.21 -0.11 58.72], [6.372724533081055]
[ 4.56 -0.23 58.76], [6.488985061645508]
[ 4.97 -0.19 58.79], [6.606511116027832]
[ 5.34 -0.3  58.83], [6.723243474960327]
[ 5.71 -0.23 58.85], [6.84178352355957]
[ 5.99 -0.34 58.87], [6.963386297225952]
[ 6.34 -0.31 58.89], [7.083297967910767]
[ 6.73 -0.36 58.9 ], [7.202794551849365]
[ 7.15 -0.3  58.91], [7.320694446563721]
[ 7.54 -0.3  58.91], [7.439266920089722]
[ 8.01 -0.29 58.91], [7.557555675506592]
[ 8.24 -0.34 58.91], [7.685049057006836]
[ 8.66 -0.33 58.91], [7.8256237506866455]
[ 9.08 -0.44 58.9 ], [7.959677696228027]
[ 9.46 -0.4  58.88], [8.076745986938477]
[ 9.86 -0.37 58.87], [8.196835994720459]
[10.35 -0.48 58.84], [8.317564249038696]
[10.6  -0.47 58.82], [8.43998122215271]
[11.04 -0.36 58.78], [8.562376976013184]
