[0. 0. 0.], [1.2151710987091064]
[-26.69 -29.19  70.77], [2.1610825061798096]
[-26.75 -29.27  70.74], [2.280012369155884]
[-26.79 -29.32  70.73], [2.3908920288085938]
[-26.79 -29.33  70.73], [2.502772808074951]
[-25.5  -27.09  70.76], [2.626680374145508]
[-23.41 -23.63  70.51], [2.7408077716827393]
[-20.26 -20.41  70.06], [2.8593130111694336]
[-15.43 -15.41  68.34], [2.978837251663208]
[-9.77 -8.6  64.07], [3.108752965927124]
[-4.08 -1.33 56.05], [3.222315549850464]
[-3.25 -0.74 54.88], [3.3482003211975098]
[-3.58  0.47 53.72], [3.45682430267334]
[-4.02  1.23 53.05], [3.5643014907836914]
