[2.22044605e-14 0.00000000e+00 1.00000000e+02], [5.216357231140137]
[-4.58683994e-06  2.13130448e-06  1.00000001e+02], [6.097283601760864]
[-5.43223896e-06  2.61687270e-06  1.00000002e+02], [6.225523948669434]
[-5.28715966e-06  2.61335753e-06  1.00000001e+02], [6.346817493438721]
[-4.87451184e-06  2.45340588e-06  1.00000001e+02], [6.48061990737915]
[-4.73652435e-06  2.37533798e-06  1.00000001e+02], [6.603494167327881]
[-4.75100460e-06  2.39977083e-06  1.00000001e+02], [6.722497224807739]
[-4.76943596e-06  2.43118582e-06  1.00000001e+02], [6.835519313812256]
[-4.78208441e-06  2.45311514e-06  1.00000001e+02], [6.954643487930298]
[-4.79112600e-06  2.46878850e-06  1.00000001e+02], [7.0850372314453125]
[-4.79778868e-06  2.48033801e-06  1.00000000e+02], [7.216173410415649]
[-4.80271639e-06  2.48888024e-06  1.00000000e+02], [7.351045846939087]
[-4.80635775e-06  2.49519264e-06  1.00000000e+02], [7.48161506652832]
