[0. 0. 0.], [31.510998249053955]
[1.000e-02 1.000e-02 5.501e+01], [32.13694906234741]
[2.000e-02 2.000e-02 5.502e+01], [32.249191761016846]
[ 0.08  0.08 54.96], [32.36156606674194]
[ 0.41 -0.06 55.06], [32.473674297332764]
[ 0.38  0.08 55.07], [32.58699178695679]
[ 0.33  0.06 55.06], [32.69938254356384]
[ 0.35  0.07 55.06], [32.813591957092285]
[ 0.37  0.07 55.06], [32.926496744155884]
[ 0.39  0.13 55.07], [33.03907322883606]
[ 0.43  0.16 55.1 ], [33.151636838912964]
[ 0.45  0.11 55.1 ], [33.264057874679565]
[ 0.51  0.07 55.06], [33.37558555603027]
[ 0.56  0.06 55.07], [33.48814249038696]
[ 0.68  0.08 55.11], [33.60039782524109]
[ 0.74  0.1  55.14], [33.7127320766449]
[ 0.83  0.09 55.17], [33.824629068374634]
[8.800e-01 3.000e-02 5.516e+01], [33.938180923461914]
[ 1.1   0.28 55.17], [34.05160474777222]
[ 1.16  0.15 55.19], [34.16403865814209]
[ 1.18  0.17 55.21], [34.27741479873657]
[ 1.24  0.1  55.21], [34.38990521430969]
[1.34e+00 3.00e-02 5.52e+01], [34.503857135772705]
[ 1.44  0.1  55.21], [34.61717772483826]
[ 1.5   0.15 55.23], [34.72985482215881]
[ 1.55  0.1  55.23], [34.84404230117798]
[ 1.6   0.07 55.24], [34.95672678947449]
[ 1.69  0.07 55.25], [35.06970548629761]
[ 1.77  0.07 55.26], [35.18311285972595]
[ 1.79  0.1  55.27], [35.29574990272522]
[ 1.84  0.07 55.27], [35.40768814086914]
[ 1.9   0.07 55.27], [35.52037310600281]
[ 1.98  0.07 55.26], [35.63262987136841]
[ 2.09  0.13 55.28], [35.744969606399536]
[ 2.19  0.17 55.32], [35.85671353340149]
[ 2.23  0.14 55.32], [35.969518423080444]
[ 2.39  0.16 55.3 ], [36.08211326599121]
[ 2.55  0.22 55.37], [36.192771673202515]
[ 2.59  0.22 55.36], [36.306198596954346]
[ 2.65  0.16 55.36], [36.419147968292236]
[ 2.73  0.12 55.37], [36.53150296211243]
[ 2.77  0.13 55.36], [36.643840312957764]
[ 2.8   0.15 55.37], [36.75490999221802]
[ 2.83  0.14 55.38], [36.867286920547485]
[ 2.89  0.15 55.4 ], [36.980286598205566]
[ 3.11  0.19 55.41], [37.093180656433105]
[ 3.3   0.12 55.35], [37.20560359954834]
[ 3.42  0.13 55.41], [37.31751012802124]
[ 3.67  0.23 55.39], [37.42939758300781]
[ 4.03  0.08 55.47], [37.54151439666748]
[ 4.11  0.17 55.46], [37.654269218444824]
[ 4.4   0.11 55.43], [37.766692876815796]
[ 4.48  0.06 55.46], [37.87807655334473]
[ 4.82  0.32 55.42], [37.99048089981079]
[ 4.88  0.18 55.54], [38.10285139083862]
[ 5.16  0.22 55.44], [38.2159538269043]
[ 5.21  0.21 55.5 ], [38.328221797943115]
[ 5.43  0.12 55.43], [38.44042778015137]
[ 5.5   0.23 55.43], [38.552605867385864]
[ 5.86  0.38 55.42], [38.66598701477051]
[ 6.02  0.19 55.47], [38.77811026573181]
[ 6.04  0.23 55.49], [38.89078426361084]
[ 6.4   0.5  55.46], [39.004212856292725]
[ 6.49  0.25 55.52], [39.11699652671814]
[ 6.69  0.25 55.45], [39.22896194458008]
[ 6.75  0.38 55.56], [39.341503858566284]
[ 7.05  0.13 55.27], [39.4546799659729]
[ 7.23  0.53 55.48], [39.567426681518555]
[ 7.27  0.47 55.52], [39.680280447006226]
[ 7.5   0.19 55.41], [39.79303026199341]
[ 7.48  0.26 55.46], [39.90502572059631]
[ 7.95  0.52 55.41], [40.01681733131409]
[ 7.97  0.42 55.49], [40.12915086746216]
[ 7.97  0.31 55.47], [40.24264359474182]
[ 8.28  0.44 55.34], [40.35542917251587]
[ 8.41  0.47 55.49], [40.468509674072266]
[ 8.59  0.44 55.4 ], [40.58167099952698]
[ 8.63  0.45 55.42], [40.69411611557007]
[ 8.63  0.58 55.54], [40.807199478149414]
[ 8.41  0.71 55.41], [40.91995334625244]
[ 8.44  0.66 55.39], [41.032004594802856]
[ 8.44  0.69 55.38], [41.144723892211914]
[ 8.49  0.75 55.29], [41.25593185424805]
[ 8.44  1.04 55.26], [41.368581771850586]
[ 8.41  1.23 55.31], [41.478981018066406]
[ 8.38  1.27 55.37], [41.592265367507935]
[ 8.38  1.28 55.37], [41.7049081325531]
[ 8.36  1.3  55.35], [41.81809878349304]
[ 8.33  1.35 55.34], [41.930872440338135]
[ 8.31  1.72 55.19], [42.04305720329285]
[ 8.35  1.74 55.38], [42.155503273010254]
[ 8.37  1.72 55.26], [42.26772379875183]
[ 8.35  1.79 55.28], [42.3817412853241]
[ 8.45  2.24 55.24], [42.49405288696289]
[ 8.41  2.25 55.29], [42.60586595535278]
[ 8.42  2.15 55.24], [42.71922731399536]
[ 8.55  2.26 55.3 ], [42.83182764053345]
