[0. 0. 0.], [1.0264317989349365]
[ 0.0e+00 -1.0e-02  5.8e+01], [2.377523899078369]
[ 0.0e+00 -1.0e-02  5.8e+01], [2.504750967025757]
[-1.000e-02 -2.000e-02  5.799e+01], [2.636363983154297]
[-1.000e-02 -2.000e-02  5.799e+01], [2.7592885494232178]
[-1.000e-02 -2.000e-02  5.799e+01], [2.8897109031677246]
[ 0.11  0.18 58.  ], [3.011430263519287]
[ 0.6   0.79 58.06], [3.136003255844116]
[ 1.38  0.12 58.29], [3.2591917514801025]
[ 1.68  0.33 58.34], [3.3809192180633545]
[ 2.07  0.29 58.41], [3.5033042430877686]
[ 2.55  0.14 58.5 ], [3.624908208847046]
[ 3.04  0.41 58.55], [3.745619535446167]
[ 3.44  0.28 58.63], [3.8674604892730713]
[ 4.06  0.12 58.72], [3.9903764724731445]
[ 4.69  0.12 58.8 ], [4.1204633712768555]
[ 5.48  0.18 58.85], [4.243809700012207]
[ 6.23  0.32 58.89], [4.37125825881958]
[ 7.03  0.17 58.94], [4.494772434234619]
[ 7.82  0.13 58.97], [4.621122598648071]
[ 8.48  0.15 58.98], [4.743823289871216]
[ 9.49  0.18 58.97], [4.861455917358398]
[10.26 -0.14 58.97], [4.983930587768555]
[1.12e+01 3.00e-02 5.89e+01], [5.108221530914307]
[12.2  -0.12 58.81], [5.226741313934326]
[13.01 -0.13 58.73], [5.352948188781738]
[13.94 -0.08 58.59], [5.471262693405151]
[14.54 -0.12 58.51], [5.592868089675903]
[15.3  -0.13 58.38], [5.715203762054443]
[16.2  -0.38 58.2 ], [5.840468645095825]
[16.93 -0.43 58.04], [5.962987422943115]
[17.55 -0.2  57.88], [6.084004640579224]
[18.33 -0.17 57.67], [6.20377516746521]
[ 1.886e+01 -2.000e-02  5.751e+01], [6.322872877120972]
[ 1.958e+01 -4.000e-02  5.728e+01], [6.443909645080566]
[20.29  0.07 57.04], [6.563316106796265]
[20.76 -0.15 56.88], [6.680456161499023]
[21.31 -0.08 56.69], [6.798846244812012]
[21.77 -0.23 56.51], [6.92354679107666]
[22.25 -0.09 56.32], [7.04077410697937]
