[2.84217094e-14 0.00000000e+00 1.10000000e+02], [32.17230153083801]
[-4.52450389e-06  2.02012564e-06  1.10000002e+02], [33.39039063453674]
[7.13571815e-01 4.51475512e-04 1.10269646e+02], [33.559359312057495]
[1.55755259e+00 9.43077356e-04 1.10370300e+02], [33.725590467453]
[2.31248807e+00 2.30860677e-03 1.10348936e+02], [33.89095687866211]
[ 2.99448660e+00 -6.09755997e-02  1.10311205e+02], [34.05612540245056]
[ 3.87214487e+00 -7.28125226e-02  1.10370594e+02], [34.23375344276428]
[  4.76660332  -0.12172829 110.39228077], [34.41131544113159]
[  5.65013329  -0.15723967 110.39824487], [34.58908128738403]
[  6.60756875  -0.1953443  110.42798313], [34.76568412780762]
[  7.50631087  -0.25953496 110.42065177], [34.933688163757324]
[  8.50126071  -0.28663398 110.44885649], [35.1007399559021]
[  9.45608133  -0.35327114 110.43827083], [35.26792287826538]
[ 10.47353632  -0.41155515 110.43452712], [35.43445181846619]
[ 11.45835071  -0.50818785 110.38364   ], [35.60002589225769]
[ 12.52266669  -0.57753358 110.32622578], [35.764427185058594]
[ 13.57720778  -0.6665112  110.23469683], [35.92910933494568]
[ 14.67757397  -0.70234836 110.14898366], [36.0972375869751]
[ 15.72102002  -0.67375864 110.06680373], [36.261537313461304]
[ 16.75581525  -0.68074509 110.01522453], [36.4281702041626]
[ 17.7631464   -0.67170916 109.97114268], [36.59519290924072]
[ 18.84452343  -0.60782229 109.92031079], [36.76110100746155]
[ 19.92697512  -0.58938859 109.8888764 ], [36.92737412452698]
[ 21.03577924  -0.59437093 109.87403897], [37.09178400039673]
[ 22.08000484  -0.59951682 109.86865777], [37.25725340843201]
[ 23.13160276  -0.6376387  109.85854863], [37.42241144180298]
[ 24.11161677  -0.72736992 109.85657747], [37.58974003791809]
[ 25.10881806  -0.72782819 109.85232916], [37.756648540496826]
[ 26.09547696  -0.7410643  109.84670382], [37.92163634300232]
[ 27.09053501  -0.74812067 109.83963834], [38.08887839317322]
[ 28.02262282  -0.74396529 109.84042177], [38.25487303733826]
[ 28.99926684  -0.75146113 109.8292353 ], [38.4209246635437]
[ 29.90139264  -0.75945442 109.82702881], [38.58520746231079]
[ 30.81583813  -0.77909133 109.82267381], [38.75241136550903]
[ 31.71045666  -0.77810628 109.81816397], [38.91840982437134]
[ 32.55444771  -0.79506136 109.82035831], [39.0850191116333]
[ 33.37361178  -0.80753873 109.82319443], [39.25231075286865]
[ 34.16141974  -0.79712333 109.83474196], [39.41843056678772]
[ 34.93827567  -0.75216266 109.84773761], [39.58581876754761]
[ 35.59521098  -0.75434501 109.89213789], [39.760111808776855]
[ 36.23501589  -0.73810868 109.93905965], [39.92860770225525]
[ 36.94484267  -0.737605   109.95178294], [40.09441542625427]
[ 37.73221041  -0.75233673 109.93719302], [40.264023780822754]
