[  0.   0. 100.], [18.969989776611328]
[4.65295747e-310 4.65295880e-310 1.58101007e-322], [19.459449768066406]
[4.65295711e-310 4.65295840e-310 1.58101007e-322], [19.550726175308228]
[4.65295897e-310 6.93052245e-310 1.58101007e-322], [19.639971017837524]
[4.65295826e-310 4.65295801e-310 1.58101007e-322], [19.73093342781067]
[4.65295713e-310 4.65295562e-310 1.58101007e-322], [19.822867393493652]
[4.65295890e-310 4.65295462e-310 1.58101007e-322], [19.916142463684082]
[4.65295747e-310 4.65295467e-310 1.58101007e-322], [20.01130962371826]
[4.65295602e-310 4.65295705e-310 1.58101007e-322], [20.106404781341553]
[4.65295894e-310 4.65295343e-310 1.58101007e-322], [20.20233392715454]
[1.00000000e+002 0.00000000e+000 6.93043215e-310], [20.3011531829834]
[4.65295462e-310 4.65295343e-310 1.58101007e-322], [20.39620566368103]
[4.65295603e-310 4.65295938e-310 1.58101007e-322], [20.49231243133545]
[4.65295711e-310 4.65295705e-310 1.58101007e-322], [20.58935785293579]
[1.00000000e+000 0.00000000e+000 4.65295469e-310], [20.687932014465332]
[6.93052329e-310 2.12199579e-314 4.65295713e-310], [20.789119243621826]
[6.93052245e-310 4.65295561e-310 1.58101007e-322], [20.883121013641357]
[1.00000000e+000 0.00000000e+000 4.65295469e-310], [20.9787437915802]
[6.93052329e-310 2.12199579e-314 4.65295561e-310], [21.074742555618286]
[4.65295457e-310 4.65296261e-310 1.58101007e-322], [21.171952486038208]
[4.65295705e-310 4.65295343e-310 1.58101007e-322], [21.265869140625]
[4.65295711e-310 4.65295783e-310 1.58101007e-322], [21.363965272903442]
[4.65295457e-310 4.65295343e-310 6.93039535e-310], [21.460407257080078]
[1.0000000e+000 0.0000000e+000 4.6529547e-310], [21.555598735809326]
[6.93052338e-310 2.12199579e-314 4.65295604e-310], [21.650570392608643]
[4.65295860e-310 4.65296225e-310 1.58101007e-322], [21.75065588951111]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [21.847572565078735]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [21.943233013153076]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [22.049338579177856]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [22.144567251205444]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [22.240352869033813]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [22.335888385772705]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [22.442835092544556]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [22.53659963607788]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [22.635908842086792]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [22.730981826782227]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [22.823895931243896]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [22.926871061325073]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [23.02738928794861]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [23.12198829650879]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [23.2120943069458]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [23.30931067466736]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [23.40547204017639]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [23.494481801986694]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [23.5908305644989]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [23.683035612106323]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [23.775402069091797]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [23.865784406661987]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [23.960485458374023]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [24.05775499343872]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [24.149826049804688]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [24.24185347557068]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [24.340356826782227]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [24.433240175247192]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [24.53269362449646]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [24.628467321395874]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [24.72372078895569]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [24.815066814422607]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [24.909796237945557]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [25.006067991256714]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [25.100019454956055]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [25.198516845703125]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [25.305498600006104]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [25.414865016937256]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [25.519208192825317]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [25.61907720565796]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [25.71818470954895]
[4.6529547e-310 0.0000000e+000 1.5810101e-322], [25.81191372871399]
