[0. 0. 0.], [2.484348773956299]
[-1.0e-02  0.0e+00  5.8e+01], [3.748762369155884]
[ 0.  0. 58.], [3.874095916748047]
[ 0.  0. 58.], [3.991345167160034]
[ 0.  0. 58.], [4.111541032791138]
[ 0.  0. 58.], [4.2296857833862305]
[ 0.  0. 58.], [4.372453927993774]
[-1.0e-02  0.0e+00  5.8e+01], [4.513513565063477]
[ 0.  0. 58.], [4.650027275085449]
[ 1.0e-02 -2.0e-02  5.8e+01], [4.765180826187134]
[ 0.59 -0.64 58.18], [4.879212856292725]
[ 1.330e+00 -2.000e-02  5.832e+01], [4.991384983062744]
[ 1.56 -0.06 58.38], [5.105206489562988]
[ 1.69 -0.26 58.41], [5.229922771453857]
[ 1.81 -0.43 58.44], [5.34544038772583]
[ 2.09 -0.53 58.5 ], [5.46336555480957]
[ 2.45 -0.47 58.56], [5.579727411270142]
[ 2.85 -0.33 58.62], [5.691221475601196]
[ 3.23 -0.23 58.69], [5.80341362953186]
[ 3.56 -0.32 58.74], [5.9174134731292725]
[ 3.8  -0.49 58.78], [6.032107830047607]
[ 4.12 -0.59 58.83], [6.14459228515625]
[ 4.47 -0.63 58.87], [6.259035587310791]
[ 4.96 -0.56 58.93], [6.372425079345703]
[ 5.5  -0.41 58.98], [6.492117166519165]
[ 6.06 -0.36 59.03], [6.6045637130737305]
[ 6.75 -0.47 59.07], [6.7179365158081055]
[ 7.15 -0.62 59.08], [6.831783771514893]
[ 7.51 -0.78 59.09], [6.9424567222595215]
[ 7.97 -0.88 59.11], [7.055834054946899]
[ 8.53 -0.91 59.1 ], [7.171127080917358]
[ 9.21 -0.76 59.1 ], [7.286441326141357]
[10.16 -0.71 59.05], [7.4016149044036865]
[11.   -0.61 59.  ], [7.516920804977417]
[11.8  -0.52 58.92], [7.6302337646484375]
[12.37 -1.03 58.85], [7.745869398117065]
[12.94 -1.27 58.77], [7.866971015930176]
[13.76 -1.24 58.65], [7.9798479080200195]
[14.95 -1.2  58.42], [8.09415602684021]
[15.96 -0.99 58.22], [8.208329677581787]
[17.18 -0.96 57.92], [8.32356309890747]
[18.02 -1.1  57.67], [8.437151908874512]
[18.99 -1.38 57.35], [8.55264925956726]
[19.97 -1.56 57.  ], [8.664765119552612]
