[1.1428766429964846e-14, 0.0, 51.470588235294116], [1.1479814052581787]
[-1.0886577832885783e-06, 6.625652025279845e-07, 51.47058934257177], [2.2018368244171143]
[-1.5014647850896464e-06, 8.635509888976056e-07, 51.47058964398086], [2.3423874378204346]
[-1.5730820607505656e-06, 8.87743399407924e-07, 51.47058942090753], [2.4811127185821533]
[-1.510985131352845e-06, 8.449090762631804e-07, 51.47058912540107], [2.612283945083618]
[-1.5145697891842753e-06, 8.227348689135004e-07, 51.470589018229774], [2.7398316860198975]
[-1.5576627712505378e-06, 8.340112468968679e-07, 51.470588939963875], [2.875234365463257]
[-1.5943881437711318e-06, 8.480957141598435e-07, 51.47058884811335], [3.009246826171875]
[-1.6218909414986082e-06, 8.585625421765757e-07, 51.47058877523373], [3.1326680183410645]
[-1.6422300431027129e-06, 8.661653760317052e-07, 51.47058872166506], [3.2643871307373047]
[-1.6572845912334451e-06, 8.717510370062841e-07, 51.470588682303706], [3.3982715606689453]
[-1.6684304144733406e-06, 8.75864178105863e-07, 51.4705886532899], [3.5262656211853027]
[-1.6766817537932618e-06, 8.788921792053569e-07, 51.47058863189467], [3.665330171585083]
[-1.682790214121711e-06, 8.811209236329055e-07, 51.470588616120224], [3.799227714538574]
[-1.6873124417469734e-06, 8.827613582976288e-07, 51.470588604491454], [3.9328057765960693]
[-1.6906604539615655e-06, 8.839687563337624e-07, 51.47058859591968], [4.054785966873169]
[-1.693139236266247e-06, 8.848574429429372e-07, 51.47058858960193], [4.187737464904785]
[-1.694974528512517e-06, 8.855115326116813e-07, 51.470588584945936], [4.31979513168335]
[-1.6963334321605287e-06, 8.85992964457038e-07, 51.470588581514995], [4.459023952484131]
[-1.697339630204932e-06, 8.863472907140768e-07, 51.47058857898703], [4.584357976913452]
[-1.6980847088684886e-06, 8.866080873777902e-07, 51.470588577124616], [4.708622694015503]
[-1.698636442491966e-06, 8.868000304059279e-07, 51.47058857575268], [4.8327131271362305]
[-1.6990450204756713e-06, 8.869412966189277e-07, 51.470588574742166], [4.958583354949951]
[-1.6993476079168534e-06, 8.870452781839301e-07, 51.470588573997986], [5.0832085609436035]
[-1.699571698005663e-06, 8.87121800409222e-07, 51.47058857344997], [5.210114002227783]
[-1.6997376643598495e-06, 8.871781194964322e-07, 51.4705885730465], [5.342661619186401]
[-1.699860588764918e-06, 8.872195713641667e-07, 51.47058857274947], [5.472349166870117]
[-1.6999516339229356e-06, 8.87250078511475e-07, 51.47058857253083], [5.5992021560668945]
[-1.7000190752032088e-06, 8.872725313708854e-07, 51.47058857236992], [5.729450225830078]
[-1.7000690345164616e-06, 8.872890631556743e-07, 51.470588572251515], [5.878051042556763]
[-1.7001060382225282e-06, 8.873012206121032e-07, 51.470588572164374], [6.0218541622161865]
