[2.22044605e-14 0.00000000e+00 1.00000000e+02], [1.146956205368042]
[-4.58824089e-06  2.13392441e-06  1.00000001e+02], [2.200596570968628]
[-5.42879075e-06  2.61685993e-06  1.00000002e+02], [2.3414952754974365]
[-5.28418892e-06  2.61336539e-06  1.00000001e+02], [2.4797351360321045]
[-4.87463345e-06  2.45519505e-06  1.00000001e+02], [2.6114273071289062]
[-4.73769054e-06  2.37737912e-06  1.00000001e+02], [2.7389705181121826]
[-4.75211039e-06  2.40169861e-06  1.00000001e+02], [2.873523235321045]
[-4.77044746e-06  2.43294860e-06  1.00000001e+02], [3.008171558380127]
[-4.78301190e-06  2.45473277e-06  1.00000001e+02], [3.1318325996398926]
[-4.79198632e-06  2.47029008e-06  1.00000001e+02], [3.26346755027771]
[-4.79859634e-06  2.48174865e-06  1.00000000e+02], [3.3976781368255615]
[-4.80348278e-06  2.49021958e-06  1.00000000e+02], [3.5256786346435547]
[-4.80709181e-06  2.49647614e-06  1.00000000e+02], [3.66404128074646]
[-4.80975640e-06  2.50109545e-06  1.00000000e+02], [3.797585964202881]
[-4.81172358e-06  2.50450577e-06  1.00000000e+02], [3.9312758445739746]
[-4.81317578e-06  2.50702334e-06  1.00000000e+02], [4.054033041000366]
[-4.81424778e-06  2.50888179e-06  1.00000000e+02], [4.186548233032227]
[-4.81503905e-06  2.51025359e-06  1.00000000e+02], [4.318645000457764]
[-4.81562308e-06  2.51126612e-06  1.00000000e+02], [4.457737922668457]
[-4.81605409e-06  2.51201335e-06  1.00000000e+02], [4.583261013031006]
[-4.81637218e-06  2.51256482e-06  1.00000000e+02], [4.707506418228149]
[-4.81660690e-06  2.51297175e-06  1.00000000e+02], [4.830888509750366]
[-4.81678008e-06  2.51327200e-06  1.00000000e+02], [4.957542896270752]
[-4.81690787e-06  2.51349356e-06  1.00000000e+02], [5.082316637039185]
[-4.81700213e-06  2.51365699e-06  1.00000000e+02], [5.209308862686157]
[-4.81707167e-06  2.51377755e-06  1.00000000e+02], [5.341701507568359]
[-4.81712296e-06  2.51386649e-06  1.00000000e+02], [5.471337556838989]
[-4.81716079e-06  2.51393208e-06  1.00000000e+02], [5.598049640655518]
[-4.81718869e-06  2.51398045e-06  1.00000000e+02], [5.728279113769531]
[-4.81720928e-06  2.51401615e-06  1.00000000e+02], [5.877260684967041]
[-4.81722444e-06  2.51404243e-06  1.00000000e+02], [6.021034002304077]
