[ 0.0 0.0 0.0],[ 167.86561369675735 167.86561369675704 167.8656136967575][ 0.0 0.0 0.0],[ 167.86561369675692 167.8656136967567 167.86561369675692], [1.1471450328826904]
[ 1.2586295828742062e-05 0.0 5.942614553722401e-06],[ 167.86561369675735 167.86561369675704 167.8656136967575][ 2.8873641603700442e-06 0.0 4.119280747519641e-07],[ 167.86561369675692 167.8656136967567 167.86561369675692], [2.2008323669433594]
[ 0.0 6.091640121491876e-06 3.3174447894969563e-06],[ 167.8656182432408 167.86561668366204 167.86561746545064][ 0.0 0.0 0.0],[ 167.86561470520613 167.86561424962008 167.86561411715618], [2.3416008949279785]
[ 0.0 1.2921137097141614e-06 7.424867512559666e-07],[ 167.86561916879168 167.86561782511754 167.86561849344596][ 0.0 0.0 0.0],[ 167.8656147394206 167.8656138773003 167.8656140033319], [2.4800527095794678]
[ 0.0 0.0 0.0],[ 167.86561836441683 167.8656171119686 167.8656177324881][ 0.0 0.0 0.0],[ 167.86561455994038 167.8656137720936 167.86561392914908], [2.611452341079712]
[ 1.4056942953035649e-06 0.0 5.455555659696651e-07],[ 167.86561732253605 167.8656161427506 167.86561672288377][ 0.0 0.0 0.0],[ 167.86561436671536 167.865613733151 167.8656138718156], [2.7391345500946045]
[ 1.3026427821766686e-06 0.0 6.514591297315361e-07],[ 167.86561699734492 167.865615754423 167.8656163443013][ 0.0 0.0 0.0],[ 167.86561417546207 167.8656137371238 167.8656138301041], [2.8741323947906494]
[ 9.420922337225162e-07 0.0 4.5347131184812524e-07],[ 167.86561677057375 167.86561545255466 167.86561607497921][ 0.0 0.0 0.0],[ 167.8656140444581 167.86561373880383 167.86561379486136], [3.008310317993164]
[ 9.157488252051944e-07 0.0 4.2015262339052094e-07],[ 167.86561647845065 167.86561512129816 167.86561576013077][ 0.0 0.0 0.0],[ 167.86561395816608 167.86561372853467 167.8656137699897], [3.1319868564605713]
[ 9.269281715295399e-07 0.0 4.2713896005815107e-07],[ 167.86561624516096 167.86561486071963 167.86561550954133][ 0.0 0.0 0.0],[ 167.86561389337578 167.86561371916233 167.86561375163942], [3.2636775970458984]
