[0. 0. 0.], [33.72378993034363]
[ 3.0e-02 -1.0e-02  5.5e+01], [34.318827867507935]
[ 2.0e-02 -1.0e-02  5.5e+01], [34.40446591377258]
[5.000e-02 3.000e-02 5.502e+01], [34.48832178115845]
[ 0.27  0.27 55.09], [34.5708270072937]
[ 0.24  0.22 55.11], [34.65395522117615]
[2.600e-01 5.000e-02 5.503e+01], [34.73699998855591]
[ 0.27  0.09 55.07], [34.82093524932861]
[ 0.3   0.11 55.09], [34.90385317802429]
[ 0.35  0.11 55.11], [34.98665118217468]
[ 0.46  0.13 55.15], [35.06920647621155]
[ 0.46  0.09 55.12], [35.15298366546631]
[ 0.6   0.11 55.15], [35.23586320877075]
[ 0.67  0.08 55.16], [35.31751871109009]
[ 0.79  0.07 55.17], [35.40090346336365]
[ 0.99  0.08 55.26], [35.483219146728516]
[1.030e+00 3.000e-02 5.522e+01], [35.56665015220642]
[ 1.07  0.07 55.22], [35.64966535568237]
[ 1.26  0.07 55.26], [35.73350524902344]
[ 1.31  0.   55.26], [35.816346883773804]
[ 1.4   0.08 55.29], [35.89983344078064]
[ 1.65  0.1  55.34], [35.982096433639526]
[ 1.65  0.08 55.34], [36.0641713142395]
[1.700e+00 5.000e-02 5.533e+01], [36.14788818359375]
[ 1.76  0.06 55.34], [36.23045063018799]
[ 1.84  0.07 55.36], [36.31316328048706]
[ 1.95  0.08 55.36], [36.39594578742981]
[ 2.    0.09 55.37], [36.47779083251953]
[ 2.190e+00 -2.000e-02  5.534e+01], [36.56012463569641]
[ 2.18  0.08 55.4 ], [36.64322519302368]
[ 2.44  0.08 55.38], [36.725605487823486]
[ 2.57  0.12 55.5 ], [36.80765652656555]
[2.650e+00 4.000e-02 5.549e+01], [36.89166975021362]
[ 2.67  0.08 55.45], [36.97391152381897]
[ 2.73  0.06 55.46], [37.05644679069519]
[ 2.91  0.11 55.59], [37.140074014663696]
[ 3.17  0.11 55.59], [37.22357201576233]
[ 3.56  0.19 55.45], [37.30524444580078]
[ 3.71  0.19 55.54], [37.38758945465088]
[ 3.76  0.12 55.61], [37.4693021774292]
[ 4.15  0.1  55.85], [37.552231311798096]
[ 4.4   0.07 55.57], [37.63494157791138]
[ 4.55  0.14 55.62], [37.717705965042114]
[ 4.69  0.06 55.77], [37.80050182342529]
[4.950e+00 4.000e-02 5.557e+01], [37.88281846046448]
[ 5.28  0.14 55.78], [37.9659743309021]
[ 5.58  0.15 55.65], [38.048705101013184]
[ 5.7   0.1  55.58], [38.132301568984985]
[ 6.41  0.14 55.56], [38.21539092063904]
[ 6.41  0.16 55.64], [38.298834800720215]
[ 6.76  0.24 55.59], [38.38208317756653]
[ 7.    0.29 55.66], [38.4643189907074]
[ 7.23  0.16 55.78], [38.5465624332428]
[7.420e+00 5.000e-02 5.566e+01], [38.62935495376587]
[ 7.77  0.1  55.73], [38.71312403678894]
[ 8.07  0.23 55.59], [38.79535675048828]
[ 8.28  0.3  55.52], [38.877440214157104]
[ 8.43  0.19 55.58], [38.960070848464966]
[ 8.62 -0.11 55.17], [39.04227566719055]
[9.000e+00 1.000e-02 5.563e+01], [39.1243360042572]
[9.170e+00 3.000e-02 5.531e+01], [39.20674657821655]
[ 9.72  0.19 55.43], [39.289512157440186]
[ 9.76  0.37 55.38], [39.37177777290344]
[10.07  0.33 55.41], [39.455145597457886]
[10.44  0.11 54.87], [39.53764724731445]
[10.98  0.34 55.22], [39.619736433029175]
[11.12  0.45 55.32], [39.70191240310669]
[11.67  0.1  54.94], [39.78452253341675]
[11.95  0.45 54.99], [39.86733627319336]
[12.17  0.43 54.96], [39.95648789405823]
[12.44  0.61 54.92], [40.04435348510742]
[12.56  0.22 54.78], [40.12686371803284]
[13.06  0.6  54.8 ], [40.21009612083435]
[13.49  0.37 54.22], [40.293575048446655]
[13.86  0.26 54.58], [40.37735438346863]
[14.25  0.25 53.88], [40.46103858947754]
[14.84  0.7  54.35], [40.543697357177734]
[15.09  0.6  54.23], [40.626269817352295]
[15.34  0.75 54.23], [40.70955228805542]
[14.72  1.02 54.22], [40.79238224029541]
[14.54  1.06 54.04], [40.87602734565735]
[14.54  1.43 54.39], [40.95920157432556]
[14.28  1.65 54.53], [41.041860580444336]
[14.33  1.78 54.91], [41.12435340881348]
[14.35  1.75 54.24], [41.20751905441284]
[14.37  1.89 54.36], [41.28932785987854]
[14.2   2.09 54.69], [41.37215852737427]
[14.42  2.54 54.31], [41.45500206947327]
[14.35  2.87 54.31], [41.53857135772705]
[14.32  2.79 54.33], [41.621456146240234]
[14.2   2.93 54.27], [41.70455574989319]
[14.42  2.6  53.79], [41.787283182144165]
[14.35  3.22 54.18], [41.870078563690186]
[14.26  3.41 54.37], [41.954402446746826]
[14.23  3.53 54.31], [42.03751277923584]
[14.02  3.56 54.33], [42.12069249153137]
[14.08  3.73 54.73], [42.20378494262695]
[14.05  3.99 54.33], [42.28658151626587]
[14.19  4.19 54.47], [42.369712591171265]
[14.21  4.32 54.19], [42.451974868774414]
[14.23  4.46 54.18], [42.53573203086853]
[14.12  4.49 54.08], [42.61812663078308]
[13.95  4.49 54.18], [42.70137286186218]
[14.04  4.51 54.22], [42.78466057777405]
[14.04  4.79 54.26], [42.866984844207764]
[14.03  4.87 54.13], [42.95086669921875]
[14.03  4.79 54.17], [43.03371572494507]
[14.    4.85 54.13], [43.11693263053894]
[14.2   5.08 52.84], [43.19944143295288]
[14.11  5.44 53.82], [43.2814838886261]
[14.01  5.67 54.06], [43.363680601119995]
[14.03  5.84 53.93], [43.44607973098755]
[13.96  5.87 54.05], [43.52906131744385]
[13.95  6.08 53.8 ], [43.612863063812256]
[14.1   6.39 53.98], [43.69597387313843]
[13.96  6.44 53.85], [43.77925896644592]
[13.99  6.67 53.93], [43.862425088882446]
[13.89  6.69 54.38], [43.94581174850464]
[14.11  6.9  53.65], [44.02947783470154]
[13.99  6.97 53.76], [44.112213373184204]
