[  0.   0. 110.], [32.83217811584473]
[4.68804133e-310 4.68804077e-310 1.58101007e-322], [34.03706479072571]
[1.00000000e+000 0.00000000e+000 4.68804059e-310], [34.212870836257935]
[4.68803494e-310 4.68804817e-310 1.58101007e-322], [34.39053821563721]
[4.68803494e-310 4.68804817e-310 1.58101007e-322], [34.55506229400635]
[4.68803445e-310 4.68803721e-310 1.58101007e-322], [34.72005796432495]
[4.68803412e-310 4.68803505e-310 1.58101007e-322], [34.88670825958252]
[4.68804077e-310 4.68803546e-310 1.58101007e-322], [35.053436040878296]
[4.68803546e-310 4.68803414e-310 1.58101007e-322], [35.21761202812195]
[4.68803518e-310 4.68804050e-310 1.58101007e-322], [35.382556438446045]
[4.68803934e-310 4.68803321e-310 1.58101007e-322], [35.547760009765625]
[6.90613071e-310 2.12199579e-314 4.68804086e-310], [35.71267914772034]
[4.68803563e-310 4.68803546e-310 1.58101007e-322], [35.87726616859436]
[4.68803546e-310 4.68803918e-310 1.58101007e-322], [36.04249978065491]
[4.68804255e-310 4.68803546e-310 1.58101007e-322], [36.20747256278992]
[4.68803321e-310 4.68803738e-310 1.58101007e-322], [36.374265909194946]
[4.68803601e-310 4.68803777e-310 1.58101007e-322], [36.541337966918945]
[4.68803329e-310 4.68803520e-310 1.58101007e-322], [36.70682096481323]
[4.68803520e-310 4.68804136e-310 1.58101007e-322], [36.87216591835022]
[4.68803461e-310 4.68803192e-310 4.68804059e-310], [37.03782653808594]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [37.20274209976196]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [37.369831562042236]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [37.53449773788452]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [37.70026612281799]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [37.865363121032715]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [38.0299117565155]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [38.19547963142395]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [38.3605318069458]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [38.525811195373535]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [38.69323515892029]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [38.859025955200195]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [39.02493238449097]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [39.19010877609253]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [39.35519742965698]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [39.51996374130249]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [39.68618202209473]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [39.85129952430725]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [40.0157265663147]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [40.18106722831726]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [40.34645915031433]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [40.513535499572754]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [40.680285930633545]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [40.846044301986694]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [41.01017498970032]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [41.17596173286438]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [41.342949867248535]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [41.50893807411194]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [41.676159143447876]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [41.841747760772705]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [42.00590181350708]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [42.1707718372345]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [42.337955474853516]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [42.503833532333374]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [42.668768882751465]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [42.84627175331116]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [43.01116371154785]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [43.17722988128662]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [43.343114614486694]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [43.508949518203735]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [43.67524862289429]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [43.84034490585327]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [44.00461173057556]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [44.168856382369995]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [44.335055351257324]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [44.500850439071655]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [44.667948484420776]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [44.83449602127075]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [45.000927448272705]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [45.16642665863037]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [45.3323929309845]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [45.4988751411438]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [45.66447353363037]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [45.82974362373352]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [45.995139598846436]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [46.160948514938354]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [46.32912087440491]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [46.49669075012207]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [46.66298294067383]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [46.82739758491516]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [46.99117088317871]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [47.15496253967285]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [47.31936001777649]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [47.48555254936218]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [47.64981961250305]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [47.813705921173096]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [47.97866368293762]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [48.14328956604004]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [48.30890083312988]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [48.473466873168945]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [48.637765407562256]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [48.80180287361145]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [48.979560136795044]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [49.14528012275696]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [49.31092715263367]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [49.47758674621582]
[4.68804131e-310 0.00000000e+000 4.68804059e-310], [49.64325952529907]
