[2.22044605e-14 0.00000000e+00 1.00000000e+02], [1.5823359489440918]
[-4.57696926e-06  2.11570137e-06  1.00000001e+02], [1.9972496032714844]
[-5.46352568e-06  2.61656627e-06  1.00000002e+02], [2.086945056915283]
[-5.31253941e-06  2.61330456e-06  1.00000001e+02], [2.18007755279541]
[-4.87247178e-06  2.44409198e-06  1.00000001e+02], [2.269301414489746]
[-4.72732867e-06  2.35942284e-06  1.00000001e+02], [2.3573708534240723]
[-4.74215329e-06  2.38441622e-06  1.00000001e+02], [2.4462203979492188]
[-4.76142128e-06  2.41729381e-06  1.00000001e+02], [2.5360872745513916]
[-4.77477806e-06  2.44044334e-06  1.00000001e+02], [2.621924877166748]
[-4.78436297e-06  2.45705270e-06  1.00000001e+02], [2.7160210609436035]
[-4.79144103e-06  2.46931777e-06  1.00000000e+02], [2.806807279586792]
[-4.79668755e-06  2.47840925e-06  1.00000000e+02], [2.8929178714752197]
[-4.80057376e-06  2.48514352e-06  1.00000000e+02], [2.9849302768707275]
[-4.80345146e-06  2.49013021e-06  1.00000000e+02], [3.075676441192627]
[-4.80558227e-06  2.49382266e-06  1.00000000e+02], [3.163405418395996]
[-4.80716004e-06  2.49655674e-06  1.00000000e+02], [3.2571983337402344]
[-4.80832827e-06  2.49858116e-06  1.00000000e+02], [3.3453307151794434]
[-4.80919323e-06  2.50008004e-06  1.00000000e+02], [3.438405990600586]
[-4.80983363e-06  2.50118979e-06  1.00000000e+02], [3.540816068649292]
[-4.81030776e-06  2.50201142e-06  1.00000000e+02], [3.642188310623169]
[-4.81065877e-06  2.50261968e-06  1.00000000e+02], [3.735135316848755]
[-4.81091865e-06  2.50307003e-06  1.00000000e+02], [3.826605796813965]
[-4.81111102e-06  2.50340340e-06  1.00000000e+02], [3.9140028953552246]
[-4.81125343e-06  2.50365019e-06  1.00000000e+02], [4.007467985153198]
[-4.81135884e-06  2.50383286e-06  1.00000000e+02], [4.101062297821045]
[-4.81143687e-06  2.50396808e-06  1.00000000e+02], [4.188817024230957]
