[  0.   0. 100.], [1.5827033519744873]
[4.67866925e-310 4.67867158e-310 1.58101007e-322], [1.9974689483642578]
[4.67867142e-310 4.67866911e-310 1.58101007e-322], [2.0871622562408447]
[1.00000000e+000 0.00000000e+000 4.67866822e-310], [2.180330991744995]
[6.92504195e-310 2.12199579e-314 4.67867142e-310], [2.2695722579956055]
[4.67867048e-310 4.67866973e-310 1.58101007e-322], [2.3576650619506836]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [2.4464526176452637]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [2.536327600479126]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [2.622178792953491]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [2.71628737449646]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [2.8071463108062744]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [2.8932814598083496]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [2.9853155612945557]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [3.0760481357574463]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [3.163525104522705]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [3.2574594020843506]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [3.3455047607421875]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [3.43878436088562]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [3.5411152839660645]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [3.642396926879883]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [3.7354001998901367]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [3.826827049255371]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [3.9143245220184326]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [4.007774591445923]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [4.101361274719238]
[4.67866822e-310 0.00000000e+000 1.58101007e-322], [4.189131736755371]
