[ 0.  0. 58.], [10.607418298721313]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [11.971172094345093]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [12.106432676315308]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [12.231388807296753]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [12.367326259613037]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [12.490630149841309]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [12.614599466323853]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [12.738634824752808]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [12.871522188186646]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [12.996626138687134]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [13.12630319595337]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [13.26111650466919]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [13.385095119476318]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [13.516644477844238]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [13.643860340118408]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [13.771858930587769]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [13.894826173782349]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [14.028479814529419]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [14.165144205093384]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [14.286339044570923]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [14.404655694961548]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [14.525851249694824]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [14.650928497314453]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [14.773531198501587]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [14.891205310821533]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [15.013227462768555]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [15.14193058013916]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [15.264578819274902]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [15.386377811431885]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [15.507030010223389]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [15.629209756851196]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [15.755798101425171]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [15.87633490562439]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [16.002426147460938]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [16.122137546539307]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [16.2410888671875]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [16.36555504798889]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [16.49957513809204]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [16.62106966972351]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [16.751975297927856]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [16.87913751602173]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [17.005096912384033]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [17.13133716583252]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [17.263280391693115]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [17.390214920043945]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [17.514962434768677]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [17.64018988609314]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [17.76868987083435]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [17.89381194114685]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [18.025104761123657]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [18.14900016784668]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [18.272109985351562]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [18.39316415786743]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [18.5199031829834]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [18.647539854049683]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [18.773744583129883]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [18.897740840911865]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [19.02295470237732]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [19.14427375793457]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [19.273622274398804]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [19.397443771362305]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [19.523245573043823]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [19.649336099624634]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [19.791260242462158]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [19.914589643478394]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [20.04123830795288]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [20.16966986656189]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [20.292993545532227]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [20.41300368309021]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [20.549373626708984]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [20.674565076828003]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [20.79784893989563]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [20.923377752304077]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [21.05838680267334]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [21.19435167312622]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [21.318662643432617]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [21.445305109024048]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [21.57823872566223]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [21.706919193267822]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [21.837661027908325]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [21.96636724472046]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [22.09534001350403]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [22.21943426132202]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [22.342198371887207]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [22.474226474761963]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [22.60071110725403]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [22.729416608810425]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [22.858861923217773]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [22.984184980392456]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [23.118012189865112]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [23.24730134010315]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [23.366546154022217]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [23.49468684196472]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [23.611838817596436]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [23.730474948883057]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [23.85492515563965]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [23.9829580783844]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [24.101863145828247]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [24.224741220474243]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [24.353155612945557]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [24.48491072654724]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [24.610548496246338]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [24.730149269104004]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [24.855626106262207]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [24.992156505584717]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [25.12786030769348]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [25.262867212295532]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [25.395126342773438]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [25.526094913482666]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [25.661234617233276]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [25.78224754333496]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [25.918158292770386]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [26.050415992736816]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [26.179648399353027]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [26.31450629234314]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [26.439724922180176]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [26.562909603118896]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [26.68159532546997]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [26.79866933822632]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [26.928336143493652]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [27.056700229644775]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [27.18043565750122]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [27.305700302124023]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [27.448341846466064]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [27.595155239105225]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [27.736155033111572]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [27.88749623298645]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [28.0275399684906]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [28.162842273712158]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [28.287314414978027]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [28.419713020324707]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [28.55429434776306]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [28.679871797561646]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [28.818926334381104]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [28.962793588638306]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [29.109415769577026]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [29.23352837562561]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [29.35546326637268]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [29.478359937667847]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [29.60499668121338]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [29.731326580047607]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [29.85053825378418]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [30.07187581062317]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [30.211448192596436]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [30.3416850566864]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [30.462616205215454]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [30.58901858329773]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [30.7278094291687]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [30.848299980163574]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [30.969390392303467]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [31.088747024536133]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [31.21073889732361]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [31.33793592453003]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [31.461869716644287]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [31.581658124923706]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [31.699784994125366]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [31.818774223327637]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [31.942993879318237]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [32.07713460922241]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [32.20308327674866]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [32.328787088394165]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [32.44970202445984]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [32.57225227355957]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [32.70459604263306]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [32.8287296295166]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [32.951924324035645]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [33.07691240310669]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [33.23740911483765]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [33.381465911865234]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [33.520201444625854]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [33.656121253967285]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [33.79741072654724]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [33.922895669937134]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [34.04467248916626]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [34.163374185562134]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [34.28622269630432]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [34.405271768569946]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [34.52844548225403]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [34.6525764465332]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [34.78068280220032]
[7.37185334e+011 6.07713355e+247 7.76411049e-307], [34.90939235687256]
