[1.1472304587793285e-14, 0.0, 51.66666666666667], [2.7091634273529053]
[-1.1159869957836977e-06, 6.890928640639354e-07, 51.66666779049254], [3.582472801208496]
[-1.52696807005472e-06, 8.872273977835746e-07, 51.66666809255916], [3.703270673751831]
[-1.594261922687747e-06, 9.066745424298914e-07, 51.66666786608715], [3.8285858631134033]
[-1.5279099698845826e-06, 8.594589286859814e-07, 51.6666675671361], [3.955474615097046]
[-1.5298809864353171e-06, 8.347729182150168e-07, 51.66666745886399], [4.074629545211792]
[-1.5723221589296147e-06, 8.445726427818231e-07, 51.66666737946588], [4.196925163269043]
[-1.6084483764733164e-06, 8.575291945275505e-07, 51.66666728646686], [4.315656900405884]
[-1.6354893689316628e-06, 8.671374645221999e-07, 51.66666721266186], [4.445088148117065]
[-1.6554903703579287e-06, 8.741063380438263e-07, 51.666667158373386], [4.56755256652832]
[-1.6702996225525713e-06, 8.792262967984006e-07, 51.66666711845374], [4.691591501235962]
[-1.6812676757070682e-06, 8.829972867974789e-07, 51.66666708900726], [4.8170599937438965]
[-1.6893902541909704e-06, 8.857738713218414e-07, 51.6666670672771], [4.931459188461304]
[-1.6954055000503586e-06, 8.878178823614875e-07, 51.666667051243735], [5.045409440994263]
[-1.699860284237749e-06, 8.893225774003499e-07, 51.666667039415096], [5.169173955917358]
[-1.7031595435310902e-06, 8.904302600525221e-07, 51.66666703068924], [5.300504207611084]
[-1.70560309509235e-06, 8.912456757015961e-07, 51.6666670242528], [5.422053575515747]
[-1.7074129516931567e-06, 8.918459455603629e-07, 51.66666701950554], [5.545175790786743]
[-1.7087534935544854e-06, 8.922878163823748e-07, 51.666667016004425], [5.667150259017944]
[-1.7097464658770706e-06, 8.926131044813321e-07, 51.66666701342264], [5.789494514465332]
[-1.7104820055721943e-06, 8.928525520185658e-07, 51.66666701151891], [5.908981084823608]
[-1.7110268782355343e-06, 8.930288195208839e-07, 51.66666701011533], [6.044497728347778]
[-1.711430522505121e-06, 8.931585729333482e-07, 51.66666700908059], [6.173998117446899]
[-1.7117295593609422e-06, 8.932540925135951e-07, 51.66666700831785], [6.293838977813721]
[-1.711951110083175e-06, 8.933244071621594e-07, 51.66666700775566], [6.421706199645996]
[-1.7121152505741678e-06, 8.933761635249789e-07, 51.66666700734133], [6.541359186172485]
[-1.7122368693232095e-06, 8.934142656406404e-07, 51.66666700703601], [6.667784929275513]
[-1.7123269862581652e-06, 8.934423168489716e-07, 51.66666700681105], [6.795427083969116]
[-1.7123937637117572e-06, 8.934629654076306e-07, 51.66666700664531], [6.934993743896484]
[-1.712443244132366e-06, 8.934781628962087e-07, 51.666667006523205], [7.064445495605469]
[-1.712479912840401e-06, 8.934893502850958e-07, 51.66666700643327], [7.1986024379730225]
[-1.7125070909084547e-06, 8.934975879143177e-07, 51.66666700636705], [7.324252605438232]
[-1.7125272324406223e-06, 8.935036539805029e-07, 51.666667006318285], [7.459433555603027]
[-1.71254215520483e-06, 8.935081136459123e-07, 51.666667006282374], [7.579302787780762]
