[2.84217094e-14 0.00000000e+00 1.10000000e+02], [33.465630292892456]
[-4.52450389e-06  2.02012564e-06  1.10000002e+02], [34.76162314414978]
[7.13303827e-01 1.79807259e-03 1.10269548e+02], [34.93855881690979]
[1.55684726e+00 3.20017749e-03 1.10370150e+02], [35.103734254837036]
[2.23819259e+00 1.87093805e-03 1.10322628e+02], [35.26722455024719]
[2.87202629e+00 5.34662644e-02 1.10289694e+02], [35.432435512542725]
[3.71484131e+00 9.97633467e-03 1.10357237e+02], [35.59734034538269]
[4.59275930e+00 2.02480424e-02 1.10388441e+02], [35.76213073730469]
[5.47588537e+00 2.36142553e-02 1.10402360e+02], [35.92760491371155]
[6.38144342e+00 3.48897133e-02 1.10418007e+02], [36.09178018569946]
[7.34163414e+00 3.55083030e-02 1.10442665e+02], [36.256935596466064]
[8.31478372e+00 3.28639939e-02 1.10453693e+02], [36.42268371582031]
[9.31080146e+00 1.49760326e-02 1.10460828e+02], [36.58737230300903]
[1.03302902e+01 1.90126429e-03 1.10461869e+02], [36.75323128700256]
[1.13537247e+01 6.92827894e-03 1.10449851e+02], [36.918009519577026]
[1.23962076e+01 2.80885630e-03 1.10430556e+02], [37.08426761627197]
[ 1.34380424e+01 -5.44793658e-03  1.10394683e+02], [37.24775838851929]
[ 1.44935152e+01 -1.99752720e-02  1.10345851e+02], [37.412718057632446]
[ 1.55759613e+01 -1.98405530e-02  1.10281041e+02], [37.57745003700256]
[ 1.66693358e+01 -3.65295800e-02  1.10193165e+02], [37.74283266067505]
[ 1.77595697e+01 -4.95118760e-02  1.10086077e+02], [37.9080228805542]
[ 1.88505833e+01 -7.00127503e-02  1.09967208e+02], [38.07295775413513]
[ 19.95282578  -0.12894734 109.87025734], [38.23709177970886]
[ 21.01658368  -0.21598917 109.85883564], [38.402424812316895]
[ 22.07804504  -0.28900166 109.85473098], [38.56707549095154]
[ 23.11990941  -0.2853683  109.84914166], [38.73352789878845]
[ 24.14011769  -0.24214104 109.84557011], [38.898839712142944]
[ 25.15746482  -0.25592608 109.83943233], [39.06448245048523]
[ 26.16069996  -0.24385673 109.83440837], [39.22911024093628]
[ 27.14095464  -0.22900306 109.83128667], [39.394864082336426]
[ 28.09193992  -0.21685771 109.82833854], [39.5607545375824]
[ 29.06878174  -0.25452284 109.81667186], [39.72488880157471]
[ 30.00299139  -0.1948751  109.81224517], [39.89171838760376]
[ 30.94304656  -0.17099901 109.80492641], [40.05726599693298]
[ 31.86234242  -0.19297507 109.79431447], [40.2234845161438]
[ 32.703349    -0.20420083 109.79951076], [40.38899230957031]
[ 33.53844803  -0.17278431 109.80063582], [40.553277254104614]
[ 34.38093725  -0.17366467 109.79409955], [40.71891403198242]
[ 35.14646905  -0.20012356 109.80918731], [40.884254693984985]
[ 35.82549753  -0.15165235 109.84533359], [41.04968523979187]
[ 36.49654403  -0.13551794 109.88196162], [41.216068506240845]
[ 37.18658227  -0.13551065 109.90592389], [41.38232731819153]
[ 37.94366594  -0.16421788 109.89981786], [41.54723620414734]
[ 38.51467953  -0.12741019 109.95366455], [41.71285271644592]
[ 3.90170734e+01 -9.60661855e-02  1.10021112e+02], [41.87703251838684]
[ 39.52953291  -0.15350676 110.07484018], [42.04073929786682]
[ 40.26209375  -0.25523445 110.0383544 ], [42.204694747924805]
[ 40.78124128  -0.28696309 110.08682678], [42.36931133270264]
[ 41.2807266   -0.28606251 110.13686109], [42.532185077667236]
[ 41.70971997  -0.28108605 110.21825763], [42.69572186470032]
[ 42.24496071  -0.38420962 110.25122389], [42.85944437980652]
[ 42.68684688  -0.44852588 110.32324435], [43.025238275527954]
[ 42.37277421   0.59619209 110.40325303], [43.19077110290527]
[ 41.96078431   1.12702273 110.45866531], [43.356547594070435]
[ 41.59083816   1.4426826  110.52044703], [43.52013874053955]
[ 42.16055607   1.31552495 110.28663035], [43.68855381011963]
[ 42.12131808   1.76973815 110.25602596], [43.85606670379639]
[ 41.77786738   2.38503239 110.30333626], [44.02410340309143]
[ 41.63187064   2.54105997 110.29400389], [44.19033122062683]
[ 41.94115591   2.60521705 110.13527245], [44.353954553604126]
[ 42.07279814   2.90788205 110.02691309], [44.52017951011658]
[ 41.83077823   3.47396929 110.03649044], [44.68573975563049]
[ 41.67649034   3.84440627 110.01509325], [44.85042476654053]
[ 41.87003428   4.0094173  109.89006458], [45.01574182510376]
[ 42.06617714   4.24589141 109.76796709], [45.179524421691895]
[ 41.92260444   4.73227064 109.74452641], [45.35583686828613]
[ 41.79825753   5.20261455 109.70312931], [45.522260665893555]
[ 41.86581237   5.50628533 109.61159166], [45.68712258338928]
[ 42.03040294   5.74526861 109.49821333], [45.8524649143219]
[ 41.97584094   6.18908732 109.44469803], [46.018325328826904]
[ 41.85116554   6.66396069 109.40578689], [46.183709144592285]
[ 41.85482263   7.04678193 109.32832698], [46.34807538986206]
[ 41.95544554   7.36691456 109.22729563], [46.51488542556763]
[ 41.89496421   7.78057667 109.17342574], [46.68007516860962]
[ 41.79022288   8.20639183 109.12929757], [46.844305992126465]
[ 41.73232391   8.62888488 109.06765133], [47.009400844573975]
[ 41.69579124   9.00320974 109.00609427], [47.17354655265808]
[ 41.63382043   9.42071758 108.9496972 ], [47.337908029556274]
[ 41.56222157   9.87474902 108.89019333], [47.50472331047058]
[ 41.48739497  10.30509089 108.83469492], [47.670722246170044]
[ 41.42084593  10.75333946 108.77322985], [47.835227251052856]
[ 41.36376945  11.17394648 108.71211084], [47.99943232536316]
[ 41.28304833  11.60814917 108.65698622], [48.163891315460205]
[ 41.18834243  12.09282691 108.59832236], [48.33004975318909]
[ 41.09476879  12.55470371 108.54067294], [48.4964599609375]
[ 41.01406282  13.00527331 108.4793995 ], [48.66252899169922]
[ 40.91379811  13.47002838 108.42136841], [48.82887816429138]
[ 40.81734384  13.92208556 108.36274038], [48.99319672584534]
[ 40.70864634  14.40805379 108.30311646], [49.158589124679565]
[ 40.60273845  14.87519893 108.24354578], [49.33474683761597]
[ 40.45717939  15.33652881 108.19599442], [49.500101804733276]
[ 40.30196695  15.78658111 108.15059888], [49.66490435600281]
[ 40.16319315  16.2744324  108.09410103], [49.829559564590454]
[ 40.01404217  16.7245251  108.04519702], [50.001518964767456]
[ 39.8288387   17.22384419 107.9978841 ], [50.16977572441101]
[ 39.6237215   17.68919545 107.96011778], [50.33572196960449]
[ 39.44310418  18.14524275 107.91461376], [50.50362682342529]
[ 39.25841031  18.62975196 107.86589143], [50.66839528083801]
[ 39.09753987  19.0961971  107.81033922], [50.833853006362915]
[ 38.90232804  19.58225905 107.76097345], [50.998353481292725]
[ 38.69927521  20.08418427 107.7091092 ], [51.16542363166809]
[ 38.52337908  20.54488843 107.65517826], [51.3305344581604]
[ 38.31306965  21.02857923 107.60603426], [51.496342182159424]
[ 38.08370779  21.54629189 107.55384226], [51.661675691604614]
[ 37.85066713  22.04685434 107.50467796], [51.828693151474]
[ 37.5781495   22.53155196 107.46882049], [51.99523901939392]
[ 37.32537651  22.98218268 107.43061255], [52.16044902801514]
[ 37.10038144  23.43850805 107.38065096], [52.325531005859375]
[ 36.78798073  23.93106241 107.34850295], [52.49131655693054]
[ 36.51555763  24.40650336 107.30490045], [52.65556597709656]
[ 36.24034039  24.85355228 107.2695939 ], [52.82077145576477]
[ 35.98491244  25.2722544  107.23101188], [52.98529505729675]
[ 35.67790742  25.74273227 107.194113  ], [53.15045189857483]
[ 35.35433813  26.18949659 107.16467092], [53.32283687591553]
[ 35.05083509  26.64934694 107.12408054], [53.48865032196045]
[ 34.73108142  27.08464325 107.0941999 ], [53.65400004386902]
[ 34.39624837  27.52839071 107.06234725], [53.82115292549133]
[ 34.0531373   27.99448739 107.02796774], [53.98659682273865]
[ 33.70725939  28.41776374 107.00390914], [54.15182042121887]
[ 33.34115006  28.88840591 106.9700347 ], [54.31940937042236]
[ 32.98754179  29.32360741 106.93957984], [54.485034704208374]
[ 32.60080301  29.77140231 106.91313216], [54.650036573410034]
[ 32.21246359  30.2277208  106.88224906], [54.817439794540405]
[ 31.82167874  30.6839282  106.8513163 ], [54.982356786727905]
[ 31.44460379  31.1098046  106.82314013], [55.14910411834717]
[ 31.03617589  31.54849167 106.79818928], [55.31501317024231]
[ 30.61007719  32.00227485 106.77182784], [55.48143434524536]
[ 30.21381153  32.41983601 106.73857143], [55.646759271621704]
[ 29.77878052  32.85660705 106.71150813], [55.8128879070282]
[ 29.31077737  33.30743462 106.68616142], [55.97886061668396]
[ 28.85663658  33.7485386  106.65633048], [56.14511156082153]
[ 28.37861118  34.20253369 106.62746659], [56.321226835250854]
[ 27.88312441  34.64740416 106.60126474], [56.48810076713562]
[ 27.38312781  35.10253826 106.57038511], [56.65445065498352]
[ 26.87358305  35.54395386 106.54289338], [56.8210973739624]
[ 26.35861711  35.98534566 106.51360846], [56.986430168151855]
[ 25.83390939  36.42853535 106.48000362], [57.15050292015076]
[ 25.33024483  36.83586615 106.44934066], [57.3174684047699]
[ 24.76983627  37.27013325 106.41978464], [57.48406481742859]
[ 24.20558687  37.70504917 106.38816318], [57.647796392440796]
[ 23.62999085  38.12625413 106.36082634], [57.813626766204834]
[ 23.0390196   38.51336015 106.34337353], [57.97900438308716]
[ 22.41897024  38.88593409 106.33115069], [58.144047498703]
[ 21.86703988  39.23540465 106.30717261], [58.31089997291565]
[ 21.24345978  39.59959051 106.29067695], [58.4777352809906]
[ 20.62343662  39.94342279 106.27581452], [58.642191886901855]
[ 20.04586731  40.28346868 106.2481528 ], [58.8081419467926]
[ 19.47015455  40.58849924 106.22848153], [58.97373080253601]
[ 18.82727274  40.92608056 106.20624196], [59.137359619140625]
[ 18.2032138   41.25086666 106.18173378], [59.301679611206055]
[ 17.57373104  41.55450298 106.16182033], [59.46598720550537]
[ 16.99093246  41.80320611 106.14789519], [59.63047003746033]
[ 16.35752758  42.08499859 106.12587588], [59.79565167427063]
[ 15.76448176  42.3502432  106.10072376], [59.960604429244995]
[ 15.13944932  42.61093723 106.08019663], [60.12771129608154]
[ 14.51524113  42.85527882 106.06135769], [60.29287028312683]
[ 13.90249145  43.09735385 106.03910097], [60.45836567878723]
[ 13.30361102  43.33598054 106.01176053], [60.62374973297119]
[ 12.6521794   43.57119397 105.98956453], [60.78882360458374]
[ 12.027106    43.80835593 105.95777948], [60.95342397689819]
[ 11.4316043   44.02760818 105.92752669], [61.1192147731781]
[ 10.81411865  44.24119848 105.89805697], [61.28240776062012]
[ 10.16739634  44.46636072 105.86609536], [61.44746208190918]
[  9.52534672  44.67606984 105.83177801], [61.61144781112671]
[  8.93898004  44.83614561 105.80863362], [61.77501940727234]
[  8.3798042   44.90854935 105.80892083], [61.940319299697876]
[  7.74454322  45.06019965 105.78473328], [62.105224609375]
[  7.10062113  45.2734522  105.73860825], [62.26817035675049]
[  6.43601292  45.50079862 105.6915051 ], [62.434295654296875]
[  5.88635599  45.53146789 105.69575601], [62.599292039871216]
[  5.25734299  45.65784786 105.6634525 ], [62.76326775550842]
[  4.65008058  45.76164126 105.63512804], [62.92981767654419]
[  4.04381532  45.87109295 105.60349513], [63.094862937927246]
[  3.36388738  45.9798015  105.57392017], [63.260334730148315]
[  2.71904467  46.06853072 105.54775359], [63.42707681655884]
[  2.04897337  46.1526739  105.52046154], [63.592249155044556]
[  1.39216968  46.20976533 105.49802818], [63.75706076622009]
[  0.7085378   46.27543167 105.47066417], [63.92298340797424]
[5.03554440e-02 4.63047308e+01 1.05450412e+02], [64.08836460113525]
[ -0.57903431  46.32373212 105.42733322], [64.25379395484924]
[ -1.24981776  46.33427572 105.40629067], [64.42085862159729]
[ -1.91625888  46.34154028 105.38320109], [64.58596873283386]
[ -2.56673297  46.32116902 105.3654781 ], [64.7521321773529]
[ -3.18761801  46.28068934 105.35130235], [64.91859889030457]
[ -3.88511566  46.25762546 105.32833769], [65.08528017997742]
[ -4.53858461  46.22878525 105.30570365], [65.24998903274536]
[ -5.18859558  46.17679312 105.28638434], [65.4165997505188]
[ -5.86209683  46.13278648 105.26055476], [65.58204817771912]
