[1.11022302e-14 0.00000000e+00 5.00000000e+01], [1.207674503326416]
[-4.42163986e-06  2.59329254e-06  5.00000012e+01], [1.6448345184326172]
[-4.60191420e-06  2.61128142e-06  5.00000010e+01], [1.6965157985687256]
[-4.58783865e-06  2.60854825e-06  5.00000010e+01], [1.7411868572235107]
[-4.58389871e-06  2.60843903e-06  5.00000010e+01], [1.7920184135437012]
[-4.58216093e-06  2.60843867e-06  5.00000010e+01], [1.840965986251831]
[-4.58090996e-06  2.60843894e-06  5.00000010e+01], [1.8908355236053467]
[-4.57997225e-06  2.60843907e-06  5.00000010e+01], [1.9389677047729492]
[-4.57927109e-06  2.60843917e-06  5.00000010e+01], [1.9833340644836426]
[-4.57874712e-06  2.60843924e-06  5.00000010e+01], [2.027672529220581]
[-4.57835561e-06  2.60843930e-06  5.00000010e+01], [2.074477195739746]
[-4.57806305e-06  2.60843934e-06  5.00000010e+01], [2.1226041316986084]
[-4.57784442e-06  2.60843937e-06  5.00000010e+01], [2.16860032081604]
[-4.57768106e-06  2.60843939e-06  5.00000010e+01], [2.2312636375427246]
[-4.57755899e-06  2.60843941e-06  5.00000010e+01], [2.291330575942993]
[-4.57746777e-06  2.60843942e-06  5.00000010e+01], [2.338101863861084]
[-4.57739960e-06  2.60843943e-06  5.00000010e+01], [2.385018825531006]
[-4.57734867e-06  2.60843944e-06  5.00000010e+01], [2.4319777488708496]
[-4.57731060e-06  2.60843944e-06  5.00000010e+01], [2.476248264312744]
[-4.57728216e-06  2.60843945e-06  5.00000010e+01], [2.521432638168335]
[-4.57726091e-06  2.60843945e-06  5.00000010e+01], [2.5648043155670166]
[-4.57724502e-06  2.60843945e-06  5.00000010e+01], [2.614628791809082]
[-4.57723316e-06  2.60843945e-06  5.00000010e+01], [2.6649534702301025]
[-4.57722428e-06  2.60843946e-06  5.00000010e+01], [2.709235906600952]
[-4.57721765e-06  2.60843946e-06  5.00000010e+01], [2.7579939365386963]
[-4.57721270e-06  2.60843946e-06  5.00000010e+01], [2.8077340126037598]
[-4.57720900e-06  2.60843946e-06  5.00000010e+01], [2.857105255126953]
[-4.57720624e-06  2.60843946e-06  5.00000010e+01], [2.906980514526367]
[-4.57720418e-06  2.60843946e-06  5.00000010e+01], [2.9560840129852295]
[-4.57720264e-06  2.60843946e-06  5.00000010e+01], [3.00500226020813]
[-4.57720149e-06  2.60843946e-06  5.00000010e+01], [3.0529048442840576]
[-4.57720062e-06  2.60843946e-06  5.00000010e+01], [3.102518320083618]
[-4.57719999e-06  2.60843946e-06  5.00000010e+01], [3.1509034633636475]
[-4.57719950e-06  2.60843946e-06  5.00000010e+01], [3.2007863521575928]
[-4.57719915e-06  2.60843946e-06  5.00000010e+01], [3.2495925426483154]
[-4.57719887e-06  2.60843946e-06  5.00000010e+01], [3.2992453575134277]
[-4.57719867e-06  2.60843946e-06  5.00000010e+01], [3.347811460494995]
[-4.57719851e-06  2.60843946e-06  5.00000010e+01], [3.396476984024048]
[-4.57719841e-06  2.60843946e-06  5.00000010e+01], [3.4441258907318115]
[-4.57719832e-06  2.60843946e-06  5.00000010e+01], [3.490168571472168]
[-4.57719825e-06  2.60843946e-06  5.00000010e+01], [3.5358078479766846]
[-4.57719820e-06  2.60843946e-06  5.00000010e+01], [3.5802512168884277]
[-4.57719818e-06  2.60843946e-06  5.00000010e+01], [3.624624729156494]
[-4.57719814e-06  2.60843946e-06  5.00000010e+01], [3.6705446243286133]
[-4.57719812e-06  2.60843946e-06  5.00000010e+01], [3.7168099880218506]
[-4.57719811e-06  2.60843946e-06  5.00000010e+01], [3.761704206466675]
[-4.57719810e-06  2.60843946e-06  5.00000010e+01], [3.80655574798584]
[-4.57719809e-06  2.60843946e-06  5.00000010e+01], [3.8516969680786133]
[-4.57719808e-06  2.60843946e-06  5.00000010e+01], [3.8965044021606445]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [3.9424495697021484]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [3.989215612411499]
[-4.57719806e-06  2.60843946e-06  5.00000010e+01], [4.039695501327515]
[-4.57719806e-06  2.60843946e-06  5.00000010e+01], [4.085641622543335]
[-4.57719808e-06  2.60843946e-06  5.00000010e+01], [4.1309897899627686]
[-4.57719808e-06  2.60843946e-06  5.00000010e+01], [4.1750876903533936]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [4.220021486282349]
[-4.57719806e-06  2.60843946e-06  5.00000010e+01], [4.264379262924194]
[-4.57719808e-06  2.60843946e-06  5.00000010e+01], [4.309417724609375]
[-4.57719808e-06  2.60843946e-06  5.00000010e+01], [4.353925943374634]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [4.398162841796875]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [4.442996025085449]
[-4.57719806e-06  2.60843946e-06  5.00000010e+01], [4.488553047180176]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [4.532508134841919]
[-4.57719806e-06  2.60843946e-06  5.00000010e+01], [4.57789421081543]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [4.622243642807007]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [4.66635799407959]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [4.710450887680054]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [4.758362770080566]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [4.802939176559448]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [4.848898887634277]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [4.893770933151245]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [4.94074821472168]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [4.986119270324707]
[-4.57719808e-06  2.60843946e-06  5.00000010e+01], [5.035705089569092]
[-4.57719808e-06  2.60843946e-06  5.00000010e+01], [5.08089542388916]
[-4.57719808e-06  2.60843946e-06  5.00000010e+01], [5.126554727554321]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [5.17296838760376]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [5.224847793579102]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [5.274195194244385]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [5.325105428695679]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [5.373734712600708]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [5.42238187789917]
[-4.57719807e-06  2.60843946e-06  5.00000010e+01], [5.471367835998535]
[-4.57719806e-06  2.60843946e-06  5.00000010e+01], [5.517663240432739]
[-4.57719806e-06  2.60843946e-06  5.00000010e+01], [5.559954643249512]
[-4.57719806e-06  2.60843946e-06  5.00000010e+01], [5.60565185546875]
