[1.28785871e-14 0.00000000e+00 5.80000000e+01], [1.3963136672973633]
[ 2.87554986e-14 -8.51838435e-15  5.80000000e+01], [2.7599217891693115]
[-2.41119472  1.39618887 59.20937588], [2.9105472564697266]
[-5.29668162  3.16670162 59.91385809], [3.0364503860473633]
[-8.4372735   5.00275946 60.39860536], [3.159090757369995]
[-11.63735234   6.61144963  60.71717709], [3.2841618061065674]
[-14.55644274   7.64947529  60.85752581], [3.4043121337890625]
[-17.13910138   8.06141629  60.81771872], [3.526066780090332]
[-19.64910587   8.31684687  60.7030576 ], [3.656118154525757]
[-21.82838232   8.29150426  60.3397736 ], [3.7865593433380127]
[-24.17930034   8.50673495  60.02731277], [3.9105870723724365]
[-25.22244522   7.98264599  59.11621015], [4.033824682235718]
[-29.42650801   9.86727206  59.68896582], [4.157337427139282]
[-21.353974     6.79659539  53.42222764], [4.281820297241211]
[-36.06524055  18.08210361  61.42752878], [4.40526270866394]
[-33.67841697  14.62138972  42.32691318], [4.529586553573608]
[-27.78756913  12.31662684  47.67566279], [4.65110969543457]
[-20.79824902   9.35366062  52.6728019 ], [4.778587102890015]
[-21.84738062   7.67443159  59.7357855 ], [4.905101776123047]
[-26.67067552   9.65660956  62.94795102], [5.038459062576294]
[-18.76738542   6.39781633  54.77868709], [5.165848255157471]
[-34.67095567  19.29084825  65.57091672], [5.302649974822998]
[-33.1832606   16.39168286  43.17063161], [5.434288501739502]
[-27.49338598  14.04349304  47.04889423], [5.56114649772644]
[-21.28282707  11.07125581  51.86184969], [5.680817365646362]
[-14.68070423   7.33950673  55.45349818], [5.805179595947266]
[-20.73480069   7.14553985  63.52084098], [5.9339470863342285]
[-14.13959836   4.4749138   56.45881831], [6.069332838058472]
[-30.27655658  17.78828119  69.8808801 ], [6.189807653427124]
[-30.86319469  16.02367448  46.20600456], [6.319975852966309]
[-25.27545343  13.58119198  48.52706939], [6.446051597595215]
[-19.67748265  10.7181298   52.49448331], [6.577559232711792]
[-13.7383027    7.19479393  55.55556598], [6.721086740493774]
[-10.26779527   3.52669882  57.32792763], [6.862541675567627]
[-17.38923284   5.03767339  65.27756934], [7.012339115142822]
[-12.16281222   3.0723884   56.98310102], [7.158869028091431]
[-25.97277332  11.36080443  70.93755403], [7.307592868804932]
[-26.5214793    9.63960916  50.70946532], [7.448983430862427]
[-20.23194246   7.50372092  53.07569683], [7.587535381317139]
[-14.16406634   5.23230336  55.6240539 ], [7.723171234130859]
[-9.71269029  2.58311002 57.27175318], [7.8502349853515625]
[-15.89980511   9.16102742  68.40426593], [7.986623525619507]
[-12.96791084   6.67818266  56.50903387], [8.112119197845459]
[-7.95442365  3.79864217 57.32829746], [8.243984699249268]
