[ 0.0 0.0 0.0],[ 185.35161512350334 185.35161512350317 185.35161512350294],[ 0.0 0.0 0.0],[ 185.3516151235032 185.35161512350274 185.35161512350254],[4.194072484970093]
[ 0.0 0.20095793191920946 0.20096432211342558],[ 185.35161512350334 185.35161512350317 185.35161512350294],[ 0.0 0.10095095620688632 0.10095244645272226],[ 185.3516151235032 185.35161512350274 185.35161512350254],[5.130839109420776]
[ 0.0 0.13981160429259126 0.13986280477082977],[ 185.43563937759262 185.4565815505711 185.45658410633496],[ 0.0 0.03570354451637499 0.03566130322842281],[ 185.38041770578965 185.41173004878365 185.4117341378978],[5.26264762878418]
[ 0.0 0.11488932112975817 0.11488848578994901],[ 185.46295844755537 185.51170388091592 185.51171783384373],[ 0.0 0.012746438953970724 0.012719900817748953],[ 185.38343762595105 185.41917334701878 185.41915491024173],[5.3960654735565186]
[ 0.0 0.1098754933024792 0.10983881865586224],[ 185.46514856398449 185.5428542635241 185.5428714717033],[ 0.0 0.008338413031405274 0.008361205521331879],[ 185.37920974743122 185.41049571105148 185.41046896076236],[5.519380569458008]
[ 0.0 0.11567257504654307 0.11561936610534375],[ 185.45957192285698 185.5656466264291 185.5656579281802],[ 0.0 0.01153939427516785 0.011619952692665959],[ 185.37439942081323 185.4013311555772 185.4013216984219],[5.640599966049194]
[ 0.0 0.1271753137350768 0.12711132275220544],[ 185.45431403902222 185.587382569614 185.58738041224242],[ 0.0 0.017289288093269524 0.01742791715373666],[ 185.37111152392905 185.39661381353224 185.39664392326293],[5.763225793838501]
[ 0.0 0.1412050462675342 0.14112861603630406],[ 185.45197564148307 185.61135113849417 185.6113316831827],[ 0.0 0.023376077506703043 0.023573573027189557],[ 185.36971623264344 185.39680962494145 185.39689938157088],[5.891265630722046]
[ 0.0 0.1560830907057422 0.15598993635931024],[ 185.4531404091753 185.63827820549432 185.6382382715255],[ 0.0 0.028990248406579336 0.029250285866490883],[ 185.36975873639227 185.4009585089828 185.4011181627353],[6.023911952972412]
[ 0.0 0.17091045571172225 0.17079541303655277],[ 185.45729104784348 185.66790034234262 185.66783699128132],[ 0.0 0.034134810713951635 0.03446428616373293],[ 185.37105315491806 185.40764217500347 185.40787775529134],[6.148312330245972]
[ 0.0 0.1854581503166008 0.18531607150821103],[ 185.46361342054595 185.6995461134027 185.69945606796279],[ 0.0 0.03895928120287799 0.03936785530944171],[ 185.3730164677153 185.41600816350098 185.41633576504154],[6.294219255447388]
[ 0.0 0.19983870515930924 0.19966423158582694],[ 185.4714003053676 185.73258007376728 185.73245941336324],[ 0.0 0.04351106297091392 0.04401095546924322],[ 185.37545172203406 185.42541176574034 185.4258446342722],[6.424118518829346]
[ 0.0 0.2138231599651713 0.2136100420205935],[ 185.48017663195918 185.7665787656828 185.76642273292975],[ 0.0 0.048161886195451906 0.048768202590362235],[ 185.3781792120261 185.43541932391273 185.43597300244244],[6.54611611366272]
[ 0.0 0.22749552553002558 0.22723725215581558],[ 185.48951655598285 185.80109212038965 185.80089488347167],[ 0.0 0.05309928413687846 0.053829453318470014],[ 185.3811340566397 185.445949686774 185.44664278117736],[6.6684889793396]
[ 0.0 0.24110188109718408 0.24079146717077354],[ 185.49915656369382 185.83581475143902 185.8355693510861],[ 0.0 0.05826058203595429 0.05913444146463493],[ 185.38430744149193 185.45706198317941 185.4579164667778],[6.804421901702881]
[ 0.0 0.25456009378240535 0.25418890302983405],[ 185.50900755014513 185.87064678838908 185.87034509054885],[ 0.0 0.06374512613970144 0.06478579163748134],[ 185.38768828499818 185.46875685551075 185.46979828966272],[6.925231218338013]
[ 0.0 0.2678873954433802 0.26744535568806826],[ 185.51897537906555 185.90546918717718 185.9051016432568],[ 0.0 0.06958659659560527 0.07082100168542631],[ 185.391287668603 185.48110079122142 185.48235896081246],[7.04663610458374]
[ 0.0 0.28109451880620256 0.2805696298260076],[ 185.52900026149348 185.94019913948065 185.93975455296084],[ 0.0 0.07580784501595642 0.07726765902185005],[ 185.39512116352796 185.49416547783633 185.49567508666274],[7.1929662227630615]
[ 0.0 0.29418458797877817 0.2935623561046061],[ 185.53904441358736 185.97477897318504 185.97424417484757],[ 0.0 0.08242326974017397 0.08414615603968804],[ 185.39920605699518 185.50801964155596 185.509821260023],[7.3346428871154785]
[ 0.0 0.3071566862988999 0.30641939756452513],[ 185.54908212179157 186.00916624488153 186.00852564888567],[ 0.0 0.08944281448282458 0.09147411929627859],[ 185.40355904014385 185.52272457642414 185.52486593252962],[7.4786834716796875]
[ 0.0 0.32000822544798146 0.31913398263447856],[ 185.55909430369763 186.0433279288961 186.0425629332845],[ 0.0 0.09687395688084345 0.09926896517005572],[ 185.40819546491863 185.53833331974215 185.54087104493394],[7.607702255249023]
[ 0.0 0.3327363811609263 0.33169781018000266],[ 185.56906567011217 186.07723713951884 186.07632532142662],[ 0.0 0.10472244083413909 0.1075493971970239],[ 185.4131293364218 185.55489134532647 185.55789332228474],[7.745887756347656]
[ 0.0 0.34533895408344484 0.3441014512008075],[ 185.57898332591935 186.11087137134453 186.10978540783523],[ 0.0 0.11299225305781095 0.11633642831191203],[ 185.41837358157002 185.57243761498742 185.57598612895208],[7.872635126113892]
[ 0.0 0.35781494811550507 0.3563342888126142],[ 185.58883606689733 186.14421157133066 186.14291778941876],[ 0.0 0.12168510184449287 0.12565430150688073],[ 185.42394037657502 185.59100544238945 185.595201416569],[7.992482423782349]
