[ 0.  0. 55.], [4.195837020874023]
[ 0.  0. 55.], [5.13159966468811]
[ 0.  0. 55.], [5.263631820678711]
[ 0.  0. 55.], [5.396819353103638]
[ 0.  0. 55.], [5.5203211307525635]
[ 0.  0. 55.], [5.6416614055633545]
[ 0.  0. 55.], [5.764009952545166]
[ 0.  0. 55.], [5.8922765254974365]
[ 0.  0. 55.], [6.025155544281006]
[ 0.  0. 55.], [6.149311065673828]
[ 0.  0. 55.], [6.295551061630249]
[ 0.  0. 55.], [6.42556095123291]
[ 0.  0. 55.], [6.546955823898315]
[ 0.  0. 55.], [6.669377565383911]
[ 0.  0. 55.], [6.805398225784302]
[ 0.  0. 55.], [6.926379680633545]
[ 0.  0. 55.], [7.047380685806274]
[ 0.  0. 55.], [7.193758487701416]
[ 0.  0. 55.], [7.335380792617798]
[ 0.  0. 55.], [7.479568004608154]
[ 0.  0. 55.], [7.609076499938965]
[ 0.  0. 55.], [7.747199535369873]
[ 0.  0. 55.], [7.873756647109985]
[ 0.  0. 55.], [7.993704557418823]
