[  0.   0. 110.], [4.194065570831299]
[4.64215271e-310 4.64215045e-310 1.58101007e-322], [5.131015777587891]
[1.0000000e+000 0.0000000e+000 4.6421493e-310], [5.262838363647461]
[6.94979240e-310 2.12199579e-314 4.64215129e-310], [5.396261692047119]
[4.64216076e-310 4.64214912e-310 1.58101007e-322], [5.519530534744263]
[4.64215338e-310 4.64215157e-310 1.58101007e-322], [5.64080286026001]
[4.64215126e-310 4.64215220e-310 1.58101007e-322], [5.763354301452637]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [5.89138126373291]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [6.024127006530762]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [6.148510694503784]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [6.294311761856079]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [6.4242424964904785]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [6.54629921913147]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [6.6686975955963135]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [6.804542541503906]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [6.925316095352173]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [7.046823024749756]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [7.1931774616241455]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [7.334879159927368]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [7.478846073150635]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [7.607784032821655]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [7.746108531951904]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [7.8727827072143555]
[4.64214931e-310 0.00000000e+000 1.58101007e-322], [7.992650032043457]
