[  0.   0. 110.], [34.51774001121521]
[4.68803449e-310 4.68803798e-310 1.58101007e-322], [35.714184045791626]
[1.0000000e+000 0.0000000e+000 4.6880343e-310], [35.878312826156616]
[4.68791310e-310 0.00000000e+000 2.21808523e-310], [36.041526079177856]
[            nan 0.00000000e+000 6.90613077e-310], [36.206591844558716]
[0.00000000e+000 0.00000000e+000 2.26458144e-310], [36.37102913856506]
[0.00000000e+000 0.00000000e+000 2.26458144e-310], [36.53539729118347]
[0.00000000e+000 0.00000000e+000 2.26458144e-310], [36.70057392120361]
[0.00000000e+000 0.00000000e+000 2.26458144e-310], [36.86414122581482]
[0.00000000e+000 0.00000000e+000 2.26458144e-310], [37.02838611602783]
[            nan 0.00000000e+000 6.90613077e-310], [37.193077087402344]
[6.90613111e-310 4.68804755e-310 6.90613077e-310], [37.357364892959595]
[4.68791310e-310 0.00000000e+000 6.90613077e-310], [37.52347493171692]
[4.68803963e-310 6.90612974e-310 1.58101007e-322], [37.68876361846924]
[4.68804165e-310 4.68804455e-310 1.58101007e-322], [37.85426449775696]
[4.68803434e-310 4.68803767e-310 1.58101007e-322], [38.02092218399048]
[4.68803554e-310 4.68804043e-310 1.58101007e-322], [38.186503171920776]
[4.68803495e-310 4.68803888e-310 1.58101007e-322], [38.352977991104126]
[4.68803888e-310 4.68803461e-310 1.58101007e-322], [38.51863217353821]
[4.68803515e-310 4.68804176e-310 1.58101007e-322], [38.683252811431885]
[4.68803724e-310 4.68803502e-310 1.58101007e-322], [38.84756112098694]
[4.68803872e-310 4.68803192e-310 4.68803430e-310], [39.013184785842896]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [39.17868971824646]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [39.343602895736694]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [39.50867295265198]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [39.672778606414795]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [39.83652424812317]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [40.00090718269348]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [40.166183948516846]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [40.33035659790039]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [40.50711989402771]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [40.672834396362305]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [40.83830261230469]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [41.00372552871704]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [41.16952037811279]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [41.33431315422058]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [41.49975609779358]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [41.66585326194763]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [41.83157444000244]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [41.99794244766235]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [42.16396236419678]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [42.329867124557495]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [42.49480152130127]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [42.66039752960205]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [42.826053857803345]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [42.991453647613525]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [43.15653157234192]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [43.32208061218262]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [43.48774862289429]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [43.65400981903076]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [43.81909132003784]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [43.984200954437256]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [44.149585485458374]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [44.31457853317261]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [44.47906017303467]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [44.644455909729004]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [44.809593200683594]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [44.975600719451904]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [45.14119052886963]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [45.30762267112732]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [45.47388219833374]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [45.640336990356445]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [45.80560040473938]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [45.97138237953186]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [46.137720346450806]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [46.302539110183716]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [46.4677357673645]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [46.63323950767517]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [46.79883289337158]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [46.96356678009033]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [47.12910175323486]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [47.29493260383606]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [47.46080756187439]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [47.62720060348511]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [47.79314613342285]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [47.95836281776428]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [48.122432708740234]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [48.29900097846985]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [48.46503925323486]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [48.62952542304993]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [48.79435157775879]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [48.9583945274353]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [49.123557329177856]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [49.289188385009766]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [49.455307960510254]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [49.620357036590576]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [49.78520488739014]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [49.950063705444336]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [50.115278244018555]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [50.28071475028992]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [50.44720435142517]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [50.6127552986145]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [50.77854561805725]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [50.945064544677734]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [51.11377263069153]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [51.27897667884827]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [51.44444823265076]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [51.620741844177246]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [51.79738163948059]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [51.97424006462097]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [52.14037799835205]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [52.305384397506714]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [52.47104620933533]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [52.636276721954346]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [52.801612854003906]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [52.96700143814087]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [53.131062030792236]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [53.296990633010864]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [53.46122097969055]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [53.62505269050598]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [53.78940534591675]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [53.95384216308594]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [54.11899924278259]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [54.285149812698364]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [54.45092010498047]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [54.61707043647766]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [54.78186583518982]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [54.94655966758728]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [55.11111497879028]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [55.276286602020264]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [55.44159770011902]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [55.606345891952515]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [55.77055644989014]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [55.93604850769043]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [56.100990533828735]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [56.26623010635376]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [56.430591106414795]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [56.595407485961914]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [56.76100134849548]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [56.92588210105896]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [57.09134364128113]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [57.25594425201416]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [57.42079043388367]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [57.585293769836426]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [57.74899959564209]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [57.91247487068176]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [58.074951171875]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [58.2392795085907]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [58.403661251068115]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [58.568071126937866]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [58.73366904258728]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [58.89816164970398]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [59.06311082839966]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [59.22761869430542]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [59.393110513687134]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [59.557658433914185]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [59.72325897216797]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [59.88819599151611]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [60.05146765708923]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [60.21644949913025]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [60.38384008407593]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [60.54864454269409]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [60.72538375854492]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [60.890013456344604]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [61.05537700653076]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [61.220821142196655]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [61.386470794677734]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [61.55222702026367]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [61.717543601989746]
[4.68803576e-310 0.00000000e+000 4.68803430e-310], [61.888548851013184]
