[ 0.  0. 50.], [1.33272385597229]
[ 0.  0. 50.], [2.197502851486206]
[ 0.  0. 50.], [2.2930407524108887]
[ 0.  0. 50.], [2.3795223236083984]
[ 0.  0. 50.], [2.4747908115386963]
[ 0.  0. 50.], [2.562748432159424]
[ 0.  0. 50.], [2.651508331298828]
[ 0.  0. 50.], [2.7405717372894287]
[ 0.  0. 50.], [2.8331921100616455]
[ 0.  0. 50.], [2.9283344745635986]
[ 0.  0. 50.], [3.021707773208618]
[ 0.  0. 50.], [3.116363286972046]
[ 0.  0. 50.], [3.2151107788085938]
[ 0.  0. 50.], [3.3120083808898926]
[ 0.  0. 50.], [3.4099342823028564]
[ 0.  0. 50.], [3.501538038253784]
[ 0.  0. 50.], [3.5839149951934814]
[ 0.  0. 50.], [3.6680331230163574]
[ 0.  0. 50.], [3.7492382526397705]
