[  0.   0. 110.], [34.26357984542847]
[4.68803599e-310 4.68803953e-310 1.58101007e-322], [35.46404004096985]
[1.00000000e+000 0.00000000e+000 4.68803788e-310], [35.62764930725098]
[4.68803457e-310 4.68803925e-310 1.58101007e-322], [35.793999671936035]
[4.68803441e-310 4.68803421e-310 1.58101007e-322], [35.9598650932312]
[4.68803801e-310 4.68803441e-310 1.58101007e-322], [36.12469530105591]
[4.68803441e-310 4.68803756e-310 1.58101007e-322], [36.29142880439758]
[4.68803562e-310 4.68804131e-310 1.58101007e-322], [36.45707893371582]
[4.68803435e-310 4.68803627e-310 1.58101007e-322], [36.62316179275513]
[4.68803560e-310 4.68804727e-310 1.58101007e-322], [36.789371490478516]
[4.68804727e-310 4.68803860e-310 1.58101007e-322], [36.95445775985718]
[4.68804112e-310 4.68803192e-310 4.68803788e-310], [37.12095832824707]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [37.28729176521301]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [37.45466709136963]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [37.61988687515259]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [37.786582469940186]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [37.95253610610962]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [38.11919546127319]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [38.28502130508423]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [38.44991970062256]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [38.614941358566284]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [38.782440423965454]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [38.94843935966492]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [39.113877296447754]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [39.280637979507446]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [39.44625544548035]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [39.61212348937988]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [39.77889680862427]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [39.94325065612793]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [40.10836458206177]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [40.27393555641174]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [40.43875741958618]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [40.60404348373413]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [40.76884317398071]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [40.934372425079346]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [41.09990119934082]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [41.26491641998291]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [41.430012226104736]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [41.595398902893066]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [41.76063799858093]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [41.927648067474365]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [42.09365677833557]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [42.25990629196167]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [42.42509722709656]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [42.59137749671936]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [42.75780963897705]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [42.92316269874573]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [43.08872652053833]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [43.254841804504395]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [43.42191529273987]
[4.68803841e-310 0.00000000e+000 4.68803788e-310], [43.588561058044434]
