[4.67605423e-310 4.67604558e-310 4.67605400e-310], [30.418341398239136]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [31.015439987182617]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [31.099987745285034]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [31.184516191482544]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [31.268580675125122]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [31.35330891609192]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [31.438109397888184]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [31.522398948669434]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [31.607385873794556]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [31.692055702209473]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [31.77585506439209]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [31.859997510910034]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [31.94369912147522]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [32.028116941452026]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [32.1132173538208]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [32.19796681404114]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [32.28377914428711]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [32.3682746887207]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [32.45188927650452]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [32.53665375709534]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [32.62046790122986]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [32.70494508743286]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [32.78955411911011]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [32.872857332229614]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [32.95705533027649]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [33.041691303253174]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [33.12627601623535]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [33.20986866950989]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [33.29619550704956]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [33.381351947784424]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [33.465142488479614]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [33.549052238464355]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [33.63312911987305]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [33.7201828956604]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [33.80561661720276]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [33.89122176170349]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [33.97650408744812]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [34.06263041496277]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [34.147045850753784]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [34.23144459724426]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [34.315640687942505]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [34.399550676345825]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [34.48413562774658]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [34.56914186477661]
[4.67604821e-310 4.67604821e-310 4.67604821e-310], [34.6536180973053]
