[0. 0. 0.], [30.41852068901062]
[-1.000e-02 -2.000e-02  5.499e+01], [31.015587329864502]
[-4.000e-02 -2.000e-02  5.499e+01], [31.099961519241333]
[-5.000e-02 -2.000e-02  5.498e+01], [31.184489250183105]
[ 2.6   1.36 55.08], [31.268781661987305]
[20.86 10.85 51.22], [31.35335373878479]
[ 7.97  4.48 50.69], [31.438084840774536]
[ 7.87 10.52 55.81], [31.522418975830078]
[ 3.36  5.04 55.21], [31.607528686523438]
[ 2.96  4.34 55.3 ], [31.692111015319824]
[ 3.06  2.98 55.23], [31.775935173034668]
[ 3.13  3.42 55.14], [31.860047817230225]
[ 3.18  3.38 55.13], [31.943811893463135]
[ 3.24  3.63 55.29], [32.0282416343689]
[ 3.19  3.73 55.27], [32.11327028274536]
[ 3.19  3.7  55.25], [32.198243379592896]
[ 3.19  3.69 55.26], [32.28393030166626]
[ 3.18  3.69 55.26], [32.36829972267151]
[ 3.2   3.69 55.27], [32.45192766189575]
[ 3.32  3.87 55.25], [32.53666615486145]
[ 3.34  3.7  55.18], [32.62055778503418]
[ 3.45  3.73 55.34], [32.70492219924927]
[ 3.45  3.79 55.3 ], [32.78953242301941]
[ 3.47  3.76 55.28], [32.872873067855835]
[ 3.49  3.75 55.28], [32.9571578502655]
[ 3.49  3.75 55.28], [33.041706562042236]
[ 3.54  3.75 55.3 ], [33.12625694274902]
[ 3.55  3.96 55.21], [33.20995807647705]
[ 3.63  3.88 55.29], [33.29637384414673]
[ 5.97  4.19 54.32], [33.381322383880615]
[21.94 25.94 17.65], [33.46511459350586]
[15.26 22.01 44.59], [33.54902505874634]
[20.51 21.69 44.79], [33.633110761642456]
[17.58 22.82 47.34], [33.720157861709595]
[15.56 18.36 49.3 ], [33.805593490600586]
[14.54 14.66 51.13], [33.89122438430786]
[14.37 15.04 51.4 ], [33.97647547721863]
[13.68 14.07 52.46], [34.06260585784912]
[13.73 13.56 52.5 ], [34.147016525268555]
[13.55 13.25 52.93], [34.231414794921875]
[13.13 13.48 53.31], [34.3156623840332]
[12.75 12.95 53.39], [34.399576902389526]
