[1.24344979e-14 0.00000000e+00 5.60000000e+01], [1.1324169635772705]
[-9.11082695e-15  3.54333327e-15  5.60000000e+01], [2.0896830558776855]
[ 4.97593104e-02 -4.65306758e-05  5.60173739e+01], [2.2245099544525146]
[ 1.42905022e-01 -1.32202258e-04  5.60441285e+01], [2.3641233444213867]
[ 2.79975933e-01 -2.56690216e-04  5.60801767e+01], [2.4882633686065674]
[ 4.60139119e-01 -4.24973694e-04  5.61249319e+01], [2.604970693588257]
[ 6.83848404e-01 -6.41783225e-04  5.61781241e+01], [2.7241835594177246]
[ 9.51412902e-01 -9.14665112e-04  5.62392253e+01], [2.839416742324829]
[ 1.26382086e+00 -1.24887870e-03  5.63078417e+01], [2.9569966793060303]
[ 1.62187092e+00 -1.65232917e-03  5.63833440e+01], [3.087229013442993]
[ 2.02756881e+00 -2.13268465e-03  5.64654136e+01], [3.2200827598571777]
[ 2.47980986e+00 -2.70050969e-03  5.65525320e+01], [3.346118211746216]
[ 2.98022998e+00 -3.36697394e-03  5.66443620e+01], [3.474682092666626]
[ 3.52969969e+00 -5.13853117e-03  5.67400129e+01], [3.5969340801239014]
