[ 0.0 0.0 0.0],[ 167.8656136967574 167.86561369675724 167.8656136967575][ 0.0 0.0 0.0],[ 167.8656136967574 167.86561369675707 167.86561369675752], [1.4117121696472168]
[ 1.3311980914474167e-05 0.0 6.436012777249744e-06],[ 167.8656136967574 167.86561369675724 167.8656136967575][ 2.5809260902361555e-06 0.0 7.781531749988875e-08],[ 167.8656136967574 167.86561369675707 167.86561369675752], [2.317671775817871]
[ 0.0 6.600197194316076e-06 3.5132221617588648e-06],[ 167.8656181072826 167.86561656364412 167.86561735831424][ 0.0 0.0 0.0],[ 167.86561444858305 167.86561416157957 167.86561392224252], [2.4566869735717773]
[ 0.0 1.064555520810761e-06 6.306764277232149e-07],[ 167.86561902568968 167.86561766505434 167.86561835771795][ 0.0 0.0 0.0],[ 167.86561453240637 167.86561382373588 167.86561385122084], [2.584869861602783]
[ 0.0 0.0 0.0],[ 167.86561816152036 167.86561687591754 167.8656175288123][ 0.0 0.0 0.0],[ 167.86561440338593 167.86561373787563 167.86561380823056], [2.7102749347686768]
[ 1.5987249822800518e-06 0.0 6.201524103762376e-07],[ 167.86561716620474 167.8656159642654 167.86561657106827][ 0.0 0.0 0.0],[ 167.86561425866736 167.86561370231996 167.8656137752098], [2.8443071842193604]
[ 1.1272679504914148e-06 0.0 5.947812409883214e-07],[ 167.86561689796997 167.8656156283441 167.8656162448894][ 0.0 0.0 0.0],[ 167.86561410343936 167.86561370996455 167.8656137537008], [2.9759364128112793]
[ 9.17361362799926e-07 0.0 4.3390561655568737e-07],[ 167.86561660679396 167.86561528536006 167.86561592353544][ 0.0 0.0 0.0],[ 167.86561400539566 167.8656137085574 167.86561373394642], [3.102452278137207]
[ 9.093173910703716e-07 0.0 4.2102494421671887e-07],[ 167.8656163161003 167.86561496305987 167.86561561172127][ 0.0 0.0 0.0],[ 167.865613934861 167.86561370161363 167.86561372186176], [3.2312474250793457]
[ 9.180926449870342e-07 0.0 4.268976400217366e-07],[ 167.86561609380624 167.8656147170605 167.86561537273084][ 0.0 0.0 0.0],[ 167.86561388045135 167.86561369659657 167.86561371339806], [3.3605992794036865]
[ 9.231590343320685e-07 0.0 4.297081843271748e-07],[ 167.86561593045153 167.86561453501568 167.8656151961981][ 0.0 0.0 0.0],[ 167.8656138384655 167.8656136937362 167.865613707455], [3.494623899459839]
[ 9.264639434643582e-07 0.0 4.312386165518906e-07],[ 167.86561580998458 167.86561439983114 167.8656150653341][ 0.0 0.0 0.0],[ 167.86561380612594 167.8656136922558 167.8656137033835], [3.6191115379333496]
[ 9.289685148202002e-07 0.0 4.323585252669638e-07],[ 167.8656157209718 167.86561429925493 167.86561496811683][ 0.0 0.0 0.0],[ 167.86561378121166 167.86561369164042 167.86561370063941], [3.746722936630249]
[ 9.308951539756828e-07 0.0 4.3320536393101315e-07],[ 167.86561565522192 167.8656142244214 167.8656148958948][ 0.0 0.0 0.0],[ 167.86561376200527 167.86561369156115 167.86561369882145], [3.872577667236328]
[ 9.323697341245014e-07 0.0 4.338379328481765e-07],[ 167.86561560668486 167.86561416874824 167.86561484225183][ 0.0 0.0 0.0],[ 167.8656137471926 167.86561369180149 167.86561369764453], [3.9978573322296143]
[ 9.334974718461159e-07 0.0 4.343090852786755e-07],[ 167.86561557087518 167.8656141273331 167.8656148024152][ 0.0 0.0 0.0],[ 167.86561373576112 167.865613692214 167.86561369690733], [4.122028112411499]
[ 9.343605396626452e-07 0.0 4.346600971911443e-07],[ 167.86561554447152 167.8656140965257 167.8656147728361][ 0.0 0.0 0.0],[ 167.86561372693475 167.86561369270572 167.86561369646782], [4.2459495067596436]
[ 9.350213292012859e-07 0.0 4.3492157592330596e-07],[ 167.86561552501587 167.86561407360992 167.86561475087572][ 0.0 0.0 0.0],[ 167.86561372011624 167.86561369321532 167.86561369622612], [4.373517990112305]
[ 9.355275198466764e-07 0.0 4.3511635169911176e-07],[ 167.86561551068968 167.86561405656494 167.86561473457465][ 0.0 0.0 0.0],[ 167.86561371484652 167.86561369370833 167.8656136961141], [4.496798753738403]
[ 9.359157616473867e-07 0.0 4.3526174974311644e-07],[ 167.86561550014886 167.8656140438886 167.86561472247615][ 0.0 0.0 0.0],[ 167.86561371077232 167.86561369416484 167.8656136960841], [4.6210572719573975]
[ 9.362133306789628e-07 0.0 4.3536987265559664e-07],[ 167.86561549239823 167.8656140344602 167.86561471349913][ 0.0 0.0 0.0],[ 167.8656137076194 167.86561369457363 167.86561369610317], [4.742098808288574]
[ 9.364417807388415e-07 0.0 4.354506156586913e-07],[ 167.86561548670545 167.8656140274493 167.86561470683884][ 0.0 0.0 0.0],[ 167.86561370517927 167.8656136949329 167.86561369614995], [4.860283136367798]
