[1.2212453270876722e-14, 0.0, 55.0], [1.4120104312896729]
[-1.40360142279116e-06, 8.621082134295046e-07, 55.000001067286775], [2.318406105041504]
[-1.759088582496571e-06, 1.0329670840592427e-06, 55.000001355446386], [2.457961082458496]
[-1.7892870137960125e-06, 1.0375838877427172e-06, 55.00000111399486], [2.5858941078186035]
[-1.6968614832160994e-06, 9.780020629955545e-07, 55.00000083592499], [2.7107837200164795]
[-1.72462643880326e-06, 9.604975935412718e-07, 55.00000074459543], [2.845045804977417]
[-1.7700781053178253e-06, 9.72189871823239e-07, 55.00000065139213], [2.977030038833618]
[-1.8066909167791147e-06, 9.83025503222e-07, 55.00000056142976], [3.1029765605926514]
[-1.8348326424332402e-06, 9.907017010842423e-07, 55.00000049262858], [3.2317256927490234]
[-1.8565558655111192e-06, 9.963354816294905e-07, 55.00000044185249], [3.3611080646514893]
[-1.8733643597869424e-06, 1.0005374384243553e-06, 55.000000404249505], [3.495133638381958]
[-1.886373795882659e-06, 1.0036734494580802e-06, 55.00000037634692], [3.6196553707122803]
[-1.8964443628443283e-06, 1.006012657595956e-06, 55.000000355643465], [3.7474398612976074]
[-1.9042417847071997e-06, 1.0077576013869845e-06, 55.00000034028619], [3.873257875442505]
[-1.9102806274864234e-06, 1.0090594882221986e-06, 55.000000328897315], [3.9989919662475586]
[-1.914958595900727e-06, 1.0100309917064964e-06, 55.00000032045337], [4.122723817825317]
[-1.9185831825685217e-06, 1.0107560933e-06, 55.00000031419439], [4.246627569198608]
[-1.9213921868354457e-06, 1.0112973871401614e-06, 55.00000030955622], [4.374273061752319]
[-1.923569569486065e-06, 1.0117015320543855e-06, 55.00000030612009], [4.4974586963653564]
[-1.9252576946065866e-06, 1.012003361447897e-06, 55.00000030357526], [4.62149977684021]
[-1.9265667475390514e-06, 1.0122288126664137e-06, 55.00000030169111], [4.742548942565918]
[-1.9275820364464122e-06, 1.012397256985928e-06, 55.00000030029659], [4.8612871170043945]
[-1.9283696147535393e-06, 1.0125231351497768e-06, 55.000000299264805], [4.989298105239868]
[-1.9289806542896175e-06, 1.0126172174422206e-06, 55.0000002985017], [5.111677646636963]
[-1.9294548092754363e-06, 1.012687576118502e-06, 55.000000297937575], [5.234407901763916]
[-1.929822800312486e-06, 1.012740185677529e-06, 55.00000029752068], [5.358005523681641]
[-1.9301084330381063e-06, 1.0127795337845618e-06, 55.00000029721275], [5.487000942230225]
[-1.9303301775187455e-06, 1.0128089815712614e-06, 55.000000296985405], [5.609290599822998]
[-1.9305023447331346e-06, 1.0128310234539223e-06, 55.000000296817646], [5.74808931350708]
[-1.930636030146449e-06, 1.0128475249318085e-06, 55.000000296693926], [5.881375789642334]
[-1.930739857241461e-06, 1.0128598840188465e-06, 55.000000296602735], [6.00988507270813]
[-1.930820496087464e-06, 1.0128691357091976e-06, 55.00000029653556], [6.139444589614868]
[-1.9308831403241e-06, 1.0128760769294208e-06, 55.00000029648613], [6.2723917961120605]
[-1.930931802276731e-06, 1.0128812805077223e-06, 55.000000296449755], [6.391885280609131]
[-1.9309696053913305e-06, 1.0128851700051337e-06, 55.000000296423025], [6.509348630905151]
[-1.9309989802459122e-06, 1.0128880930138333e-06, 55.0000002964034], [6.632600545883179]
[-1.931021801397607e-06, 1.012890282552247e-06, 55.00000029638899], [6.756061553955078]
[-1.9310395437485702e-06, 1.0128919314531604e-06, 55.00000029637844], [6.896087646484375]
[-1.931053330452788e-06, 1.0128931661501746e-06, 55.0000002963707], [7.019487619400024]
[-1.9310640473017976e-06, 1.0128940951435e-06, 55.00000029636505], [7.143786668777466]
[-1.9310723730303336e-06, 1.0128947878549255e-06, 55.000000296360916], [7.271219730377197]
[-1.9310788520722803e-06, 1.01289531289703e-06, 55.0000002963579], [7.395452260971069]
[-1.9310838856458884e-06, 1.012895704190129e-06, 55.0000002963557], [7.523185729980469]
[-1.9310877973532997e-06, 1.0128960013458595e-06, 55.0000002963541], [7.644155263900757]
[-1.9310908391113217e-06, 1.0128962249325656e-06, 55.00000029635295], [7.770801305770874]
