[2.22044605e-14 0.00000000e+00 1.00000000e+02], [1.4116764068603516]
[-4.61744258e-06  2.18532910e-06  1.00000001e+02], [2.3174610137939453]
[-5.36114014e-06  2.61733854e-06  1.00000001e+02], [2.4564273357391357]
[-5.21507158e-06  2.61318176e-06  1.00000001e+02], [2.5848207473754883]
[-4.81499694e-06  2.45731043e-06  1.00000001e+02], [2.7101945877075195]
[-4.75640776e-06  2.41016237e-06  1.00000001e+02], [2.8442583084106445]
[-4.77335886e-06  2.43812471e-06  1.00000001e+02], [2.9758639335632324]
[-4.78842287e-06  2.46406270e-06  1.00000001e+02], [3.1024413108825684]
[-4.79872646e-06  2.48192419e-06  1.00000001e+02], [3.2312140464782715]
[-4.80620783e-06  2.49489140e-06  1.00000000e+02], [3.3605539798736572]
[-4.81176467e-06  2.50452319e-06  1.00000000e+02], [3.49471116065979]
[-4.81589432e-06  2.51168152e-06  1.00000000e+02], [3.6191868782043457]
[-4.81895976e-06  2.51699537e-06  1.00000000e+02], [3.746631622314453]
[-4.82123442e-06  2.52093857e-06  1.00000000e+02], [3.8725600242614746]
[-4.82292197e-06  2.52386413e-06  1.00000000e+02], [3.997774839401245]
[-4.82417369e-06  2.52603423e-06  1.00000000e+02], [4.121961355209351]
[-4.82510193e-06  2.52764359e-06  1.00000000e+02], [4.245949029922485]
[-4.82579011e-06  2.52883680e-06  1.00000000e+02], [4.373463869094849]
[-4.82630016e-06  2.52972122e-06  1.00000000e+02], [4.496666431427002]
[-4.82667812e-06  2.53037661e-06  1.00000000e+02], [4.620945692062378]
[-4.82695809e-06  2.53086213e-06  1.00000000e+02], [4.742173433303833]
[-4.82716543e-06  2.53122171e-06  1.00000000e+02], [4.860217571258545]
[-4.82731891e-06  2.53148792e-06  1.00000000e+02], [4.98835015296936]
[-4.82743249e-06  2.53168492e-06  1.00000000e+02], [5.111283302307129]
[-4.82751652e-06  2.53183069e-06  1.00000000e+02], [5.233987331390381]
[-4.82757866e-06  2.53193849e-06  1.00000000e+02], [5.356730937957764]
[-4.82762458e-06  2.53201816e-06  1.00000000e+02], [5.486181735992432]
[-4.82765851e-06  2.53207703e-06  1.00000000e+02], [5.6087610721588135]
[-4.82768357e-06  2.53212052e-06  1.00000000e+02], [5.747128963470459]
[-4.82770207e-06  2.53215263e-06  1.00000000e+02], [5.881114959716797]
[-4.82771572e-06  2.53217632e-06  1.00000000e+02], [6.0093677043914795]
[-4.82772577e-06  2.53219377e-06  1.00000000e+02], [6.138906478881836]
[-4.82773319e-06  2.53220665e-06  1.00000000e+02], [6.2713539600372314]
[-4.82773866e-06  2.53221613e-06  1.00000000e+02], [6.3911192417144775]
[-4.82774266e-06  2.53222308e-06  1.00000000e+02], [6.5087432861328125]
[-4.82774561e-06  2.53222822e-06  1.00000000e+02], [6.631587982177734]
[-4.82774777e-06  2.53223197e-06  1.00000000e+02], [6.755628824234009]
[-4.82774937e-06  2.53223474e-06  1.00000000e+02], [6.895437002182007]
[-4.82775054e-06  2.53223677e-06  1.00000000e+02], [7.018714427947998]
[-4.82775139e-06  2.53223826e-06  1.00000000e+02], [7.142313241958618]
[-4.82775201e-06  2.53223934e-06  1.00000000e+02], [7.270459890365601]
[-4.82775247e-06  2.53224014e-06  1.00000000e+02], [7.3949666023254395]
[-4.82775281e-06  2.53224072e-06  1.00000000e+02], [7.522892236709595]
[-4.82775305e-06  2.53224114e-06  1.00000000e+02], [7.643514633178711]
[-4.82775322e-06  2.53224144e-06  1.00000000e+02], [7.7703328132629395]
