[ 0.  0. 55.], [30.423911333084106]
[4.67605310e-310 4.67604833e-310 1.58101007e-322], [31.02896523475647]
[6.93164115e-310 2.12199579e-314 4.67605128e-310], [31.113529920578003]
[4.67605268e-310 4.67604697e-310 1.58101007e-322], [31.195753812789917]
[4.67604810e-310 4.67605028e-310 1.58101007e-322], [31.278438329696655]
[4.67605147e-310 4.67605268e-310 1.58101007e-322], [31.361598014831543]
[6.93164115e-310 2.12199579e-314 4.67605147e-310], [31.443641424179077]
[4.67605154e-310 4.67604794e-310 1.58101007e-322], [31.533482313156128]
[4.67605437e-310 4.67605282e-310 1.58101007e-322], [31.617558002471924]
[4.67604808e-310 4.67604842e-310 1.58101007e-322], [31.701019525527954]
[4.67605041e-310 4.67604697e-310 1.58101007e-322], [31.78453254699707]
[6.93164115e-310 2.12199579e-314 4.67604900e-310], [31.866934061050415]
[1.00000000e+000 0.00000000e+000 4.67605233e-310], [31.95054030418396]
[4.67605437e-310 4.67605091e-310 1.58101007e-322], [32.0339252948761]
[4.67605130e-310 4.67605154e-310 1.58101007e-322], [32.11800408363342]
[1.0000000e+000 0.0000000e+000 4.6760519e-310], [32.20146608352661]
[4.67605267e-310 4.67604793e-310 1.58101007e-322], [32.284812927246094]
[4.67605280e-310 4.67605288e-310 1.58101007e-322], [32.3709979057312]
[4.67604867e-310 4.67605299e-310 1.58101007e-322], [32.45419931411743]
[6.93164115e-310 2.12199579e-314 4.67605036e-310], [32.53733801841736]
[4.67604793e-310 4.67605307e-310 1.58101007e-322], [32.619985580444336]
[6.93164115e-310 2.12199579e-314 4.67605036e-310], [32.70391130447388]
[4.67604917e-310 4.67605437e-310 1.58101007e-322], [32.78803277015686]
[4.67604990e-310 4.67604793e-310 1.58101007e-322], [32.87131476402283]
[4.67604718e-310 4.67604834e-310 1.58101007e-322], [32.954646587371826]
[6.93164115e-310 2.12199579e-314 4.67605279e-310], [33.038925886154175]
[4.67605307e-310 4.67605427e-310 1.58101007e-322], [33.12263774871826]
[6.93164115e-310 2.12199579e-314 4.67605279e-310], [33.20618724822998]
[4.67605165e-310 4.67605268e-310 1.58101007e-322], [33.289340019226074]
[6.93164115e-310 2.12199579e-314 4.67605279e-310], [33.373412132263184]
[4.67605279e-310 4.67604558e-310 6.93153577e-310], [33.45633149147034]
[4.67605279e-310 4.67605265e-310 1.58101007e-322], [33.54092764854431]
[4.67604793e-310 4.67604787e-310 1.58101007e-322], [33.625218868255615]
[4.67605165e-310 4.67604787e-310 1.58101007e-322], [33.7150514125824]
[4.67605267e-310 4.67604558e-310 6.93153577e-310], [33.79765009880066]
[4.67605118e-310 0.00000000e+000 6.93148071e-310], [33.88062596321106]
[4.67605118e-310 0.00000000e+000 6.93148071e-310], [33.96474027633667]
[4.67605118e-310 0.00000000e+000 6.93148071e-310], [34.0478298664093]
[4.67605118e-310 0.00000000e+000 6.93148071e-310], [34.131141901016235]
[4.67605118e-310 0.00000000e+000 6.93148071e-310], [34.21466255187988]
[4.67605118e-310 0.00000000e+000 6.93148071e-310], [34.298802614212036]
[4.67605118e-310 0.00000000e+000 6.93148071e-310], [34.38272213935852]
[4.67605118e-310 0.00000000e+000 6.93148071e-310], [34.46619653701782]
[4.67605118e-310 0.00000000e+000 6.93148071e-310], [34.54972577095032]
