si tu veux on fait comme 
[[ 9.71445147e-16  4.37500000e+00 -6.49519000e-01]
 [ 3.12500000e+00  4.37500000e+00 -6.49519000e-01]
 [ 6.25000000e+00  4.37500000e+00 -6.49519000e-01]
 [ 9.37500000e+00  4.37500000e+00 -6.49519000e-01]
 [ 1.25000000e+01  4.37500000e+00 -6.49519000e-01]
 [ 1.56250000e+01  4.37500000e+00 -6.49519000e-01]
 [ 1.87500000e+01  4.37500000e+00 -6.49519000e-01]
 [ 2.18750000e+01  4.37500000e+00 -6.49519000e-01]
 [ 2.50000000e+01  4.37500000e+00 -6.49519000e-01]
 [ 2.81250000e+01  4.37500000e+00 -6.49519000e-01]
 [ 3.12500000e+01  4.37500000e+00 -6.49519000e-01]
 [ 3.43750000e+01  4.37500000e+00 -6.49519000e-01]
 [ 3.75000000e+01  4.37500000e+00 -6.49519000e-01]
 [ 4.06250000e+01  4.37500000e+00 -6.49519000e-01]
 [ 4.37500000e+01  4.37500000e+00 -6.49519000e-01]
 [ 4.68750000e+01  4.37500000e+00 -6.49519000e-01]
 [ 5.00000000e+01  4.37500000e+00 -6.49519000e-01]
 [ 1.03240061e-15  4.64951900e+00 -3.75000000e-01]
 [ 3.12500000e+00  4.64951900e+00 -3.75000000e-01]
 [ 6.25000000e+00  4.64951900e+00 -3.75000000e-01]
 [ 9.37500000e+00  4.64951900e+00 -3.75000000e-01]
 [ 1.25000000e+01  4.64951900e+00 -3.75000000e-01]
 [ 1.56250000e+01  4.64951900e+00 -3.75000000e-01]
 [ 1.87500000e+01  4.64951900e+00 -3.75000000e-01]
 [ 2.18750000e+01  4.64951900e+00 -3.75000000e-01]
 [ 2.50000000e+01  4.64951900e+00 -3.75000000e-01]
 [ 2.81250000e+01  4.64951900e+00 -3.75000000e-01]
 [ 3.12500000e+01  4.64951900e+00 -3.75000000e-01]
 [ 3.43750000e+01  4.64951900e+00 -3.75000000e-01]
 [ 3.75000000e+01  4.64951900e+00 -3.75000000e-01]
 [ 4.06250000e+01  4.64951900e+00 -3.75000000e-01]
 [ 4.37500000e+01  4.64951900e+00 -3.75000000e-01]
 [ 4.68750000e+01  4.64951900e+00 -3.75000000e-01]
 [ 5.00000000e+01  4.64951900e+00 -3.75000000e-01]
 [ 8.88178420e-16  4.00000000e+00 -7.50000000e-01]
 [ 3.12500000e+00  4.00000000e+00 -7.50000000e-01]
 [ 6.25000000e+00  4.00000000e+00 -7.50000000e-01]
 [ 9.37500000e+00  4.00000000e+00 -7.50000000e-01]
 [ 1.25000000e+01  4.00000000e+00 -7.50000000e-01]
 [ 1.56250000e+01  4.00000000e+00 -7.50000000e-01]
 [ 1.87500000e+01  4.00000000e+00 -7.50000000e-01]
 [ 2.18750000e+01  4.00000000e+00 -7.50000000e-01]
 [ 2.50000000e+01  4.00000000e+00 -7.50000000e-01]
 [ 2.81250000e+01  4.00000000e+00 -7.50000000e-01]
 [ 3.12500000e+01  4.00000000e+00 -7.50000000e-01]
 [ 3.43750000e+01  4.00000000e+00 -7.50000000e-01]
 [ 3.75000000e+01  4.00000000e+00 -7.50000000e-01]
 [ 4.06250000e+01  4.00000000e+00 -7.50000000e-01]
 [ 4.37500000e+01  4.00000000e+00 -7.50000000e-01]
 [ 4.68750000e+01  4.00000000e+00 -7.50000000e-01]
 [ 5.00000000e+01  4.00000000e+00 -7.50000000e-01]
 [ 1.05471187e-15  4.75000000e+00  0.00000000e+00]
 [ 3.12500000e+00  4.75000000e+00  0.00000000e+00]
 [ 6.25000000e+00  4.75000000e+00  0.00000000e+00]
 [ 9.37500000e+00  4.75000000e+00  0.00000000e+00]
 [ 1.25000000e+01  4.75000000e+00  0.00000000e+00]
 [ 1.56250000e+01  4.75000000e+00  0.00000000e+00]
 [ 1.87500000e+01  4.75000000e+00  0.00000000e+00]
 [ 2.18750000e+01  4.75000000e+00  0.00000000e+00]
 [ 2.50000000e+01  4.75000000e+00  0.00000000e+00]
 [ 2.81250000e+01  4.75000000e+00  0.00000000e+00]
 [ 3.12500000e+01  4.75000000e+00  0.00000000e+00]
 [ 3.43750000e+01  4.75000000e+00  0.00000000e+00]
 [ 3.75000000e+01  4.75000000e+00  0.00000000e+00]
 [ 4.06250000e+01  4.75000000e+00  0.00000000e+00]
 [ 4.37500000e+01  4.75000000e+00  0.00000000e+00]
 [ 4.68750000e+01  4.75000000e+00  0.00000000e+00]
 [ 5.00000000e+01  4.75000000e+00  0.00000000e+00]
 [ 8.04911693e-16  3.62500000e+00 -6.49519000e-01]
 [ 3.12500000e+00  3.62500000e+00 -6.49519000e-01]
 [ 6.25000000e+00  3.62500000e+00 -6.49519000e-01]
 [ 9.37500000e+00  3.62500000e+00 -6.49519000e-01]
 [ 1.25000000e+01  3.62500000e+00 -6.49519000e-01]
 [ 1.56250000e+01  3.62500000e+00 -6.49519000e-01]
 [ 1.87500000e+01  3.62500000e+00 -6.49519000e-01]
 [ 2.18750000e+01  3.62500000e+00 -6.49519000e-01]
 [ 2.50000000e+01  3.62500000e+00 -6.49519000e-01]
 [ 2.81250000e+01  3.62500000e+00 -6.49519000e-01]
 [ 3.12500000e+01  3.62500000e+00 -6.49519000e-01]
 [ 3.43750000e+01  3.62500000e+00 -6.49519000e-01]
 [ 3.75000000e+01  3.62500000e+00 -6.49519000e-01]
 [ 4.06250000e+01  3.62500000e+00 -6.49519000e-01]
 [ 4.37500000e+01  3.62500000e+00 -6.49519000e-01]
 [ 4.68750000e+01  3.62500000e+00 -6.49519000e-01]
 [ 5.00000000e+01  3.62500000e+00 -6.49519000e-01]
 [ 1.03240061e-15  4.64951900e+00  3.75000000e-01]
 [ 3.12500000e+00  4.64951900e+00  3.75000000e-01]
 [ 6.25000000e+00  4.64951900e+00  3.75000000e-01]
 [ 9.37500000e+00  4.64951900e+00  3.75000000e-01]
 [ 1.25000000e+01  4.64951900e+00  3.75000000e-01]
 [ 1.56250000e+01  4.64951900e+00  3.75000000e-01]
 [ 1.87500000e+01  4.64951900e+00  3.75000000e-01]
 [ 2.18750000e+01  4.64951900e+00  3.75000000e-01]
 [ 2.50000000e+01  4.64951900e+00  3.75000000e-01]
 [ 2.81250000e+01  4.64951900e+00  3.75000000e-01]
 [ 3.12500000e+01  4.64951900e+00  3.75000000e-01]
 [ 3.43750000e+01  4.64951900e+00  3.75000000e-01]
 [ 3.75000000e+01  4.64951900e+00  3.75000000e-01]
 [ 4.06250000e+01  4.64951900e+00  3.75000000e-01]
 [ 4.37500000e+01  4.64951900e+00  3.75000000e-01]
 [ 4.68750000e+01  4.64951900e+00  3.75000000e-01]
 [ 5.00000000e+01  4.64951900e+00  3.75000000e-01]
 [ 7.43956230e-16  3.35048100e+00 -3.75000000e-01]
 [ 3.12500000e+00  3.35048100e+00 -3.75000000e-01]
 [ 6.25000000e+00  3.35048100e+00 -3.75000000e-01]
 [ 9.37500000e+00  3.35048100e+00 -3.75000000e-01]
 [ 1.25000000e+01  3.35048100e+00 -3.75000000e-01]
 [ 1.56250000e+01  3.35048100e+00 -3.75000000e-01]
 [ 1.87500000e+01  3.35048100e+00 -3.75000000e-01]
 [ 2.18750000e+01  3.35048100e+00 -3.75000000e-01]
 [ 2.50000000e+01  3.35048100e+00 -3.75000000e-01]
 [ 2.81250000e+01  3.35048100e+00 -3.75000000e-01]
 [ 3.12500000e+01  3.35048100e+00 -3.75000000e-01]
 [ 3.43750000e+01  3.35048100e+00 -3.75000000e-01]
 [ 3.75000000e+01  3.35048100e+00 -3.75000000e-01]
 [ 4.06250000e+01  3.35048100e+00 -3.75000000e-01]
 [ 4.37500000e+01  3.35048100e+00 -3.75000000e-01]
 [ 4.68750000e+01  3.35048100e+00 -3.75000000e-01]
 [ 5.00000000e+01  3.35048100e+00 -3.75000000e-01]
 [ 9.71445147e-16  4.37500000e+00  6.49519000e-01]
 [ 3.12500000e+00  4.37500000e+00  6.49519000e-01]
 [ 6.25000000e+00  4.37500000e+00  6.49519000e-01]
 [ 9.37500000e+00  4.37500000e+00  6.49519000e-01]
 [ 1.25000000e+01  4.37500000e+00  6.49519000e-01]
 [ 1.56250000e+01  4.37500000e+00  6.49519000e-01]
 [ 1.87500000e+01  4.37500000e+00  6.49519000e-01]
 [ 2.18750000e+01  4.37500000e+00  6.49519000e-01]
 [ 2.50000000e+01  4.37500000e+00  6.49519000e-01]
 [ 2.81250000e+01  4.37500000e+00  6.49519000e-01]
 [ 3.12500000e+01  4.37500000e+00  6.49519000e-01]
 [ 3.43750000e+01  4.37500000e+00  6.49519000e-01]
 [ 3.75000000e+01  4.37500000e+00  6.49519000e-01]
 [ 4.06250000e+01  4.37500000e+00  6.49519000e-01]
 [ 4.37500000e+01  4.37500000e+00  6.49519000e-01]
 [ 4.68750000e+01  4.37500000e+00  6.49519000e-01]
 [ 5.00000000e+01  4.37500000e+00  6.49519000e-01]
 [ 7.21644966e-16  3.25000000e+00  0.00000000e+00]
 [ 3.12500000e+00  3.25000000e+00  0.00000000e+00]
 [ 6.25000000e+00  3.25000000e+00  0.00000000e+00]
 [ 9.37500000e+00  3.25000000e+00  0.00000000e+00]
 [ 1.25000000e+01  3.25000000e+00  0.00000000e+00]
 [ 1.56250000e+01  3.25000000e+00  0.00000000e+00]
 [ 1.87500000e+01  3.25000000e+00  0.00000000e+00]
 [ 2.18750000e+01  3.25000000e+00  0.00000000e+00]
 [ 2.50000000e+01  3.25000000e+00  0.00000000e+00]
 [ 2.81250000e+01  3.25000000e+00  0.00000000e+00]
 [ 3.12500000e+01  3.25000000e+00  0.00000000e+00]
 [ 3.43750000e+01  3.25000000e+00  0.00000000e+00]
 [ 3.75000000e+01  3.25000000e+00  0.00000000e+00]
 [ 4.06250000e+01  3.25000000e+00  0.00000000e+00]
 [ 4.37500000e+01  3.25000000e+00  0.00000000e+00]
 [ 4.68750000e+01  3.25000000e+00  0.00000000e+00]
 [ 5.00000000e+01  3.25000000e+00  0.00000000e+00]
 [ 8.88178420e-16  4.00000000e+00  7.50000000e-01]
 [ 3.12500000e+00  4.00000000e+00  7.50000000e-01]
 [ 6.25000000e+00  4.00000000e+00  7.50000000e-01]
 [ 9.37500000e+00  4.00000000e+00  7.50000000e-01]
 [ 1.25000000e+01  4.00000000e+00  7.50000000e-01]
 [ 1.56250000e+01  4.00000000e+00  7.50000000e-01]
 [ 1.87500000e+01  4.00000000e+00  7.50000000e-01]
 [ 2.18750000e+01  4.00000000e+00  7.50000000e-01]
 [ 2.50000000e+01  4.00000000e+00  7.50000000e-01]
 [ 2.81250000e+01  4.00000000e+00  7.50000000e-01]
 [ 3.12500000e+01  4.00000000e+00  7.50000000e-01]
 [ 3.43750000e+01  4.00000000e+00  7.50000000e-01]
 [ 3.75000000e+01  4.00000000e+00  7.50000000e-01]
 [ 4.06250000e+01  4.00000000e+00  7.50000000e-01]
 [ 4.37500000e+01  4.00000000e+00  7.50000000e-01]
 [ 4.68750000e+01  4.00000000e+00  7.50000000e-01]
 [ 5.00000000e+01  4.00000000e+00  7.50000000e-01]
 [ 7.43956230e-16  3.35048100e+00  3.75000000e-01]
 [ 3.12500000e+00  3.35048100e+00  3.75000000e-01]
 [ 6.25000000e+00  3.35048100e+00  3.75000000e-01]
 [ 9.37500000e+00  3.35048100e+00  3.75000000e-01]
 [ 1.25000000e+01  3.35048100e+00  3.75000000e-01]
 [ 1.56250000e+01  3.35048100e+00  3.75000000e-01]
 [ 1.87500000e+01  3.35048100e+00  3.75000000e-01]
 [ 2.18750000e+01  3.35048100e+00  3.75000000e-01]
 [ 2.50000000e+01  3.35048100e+00  3.75000000e-01]
 [ 2.81250000e+01  3.35048100e+00  3.75000000e-01]
 [ 3.12500000e+01  3.35048100e+00  3.75000000e-01]
 [ 3.43750000e+01  3.35048100e+00  3.75000000e-01]
 [ 3.75000000e+01  3.35048100e+00  3.75000000e-01]
 [ 4.06250000e+01  3.35048100e+00  3.75000000e-01]
 [ 4.37500000e+01  3.35048100e+00  3.75000000e-01]
 [ 4.68750000e+01  3.35048100e+00  3.75000000e-01]
 [ 5.00000000e+01  3.35048100e+00  3.75000000e-01]
 [ 8.04911693e-16  3.62500000e+00  6.49519000e-01]
 [ 3.12500000e+00  3.62500000e+00  6.49519000e-01]
 [ 6.25000000e+00  3.62500000e+00  6.49519000e-01]
 [ 9.37500000e+00  3.62500000e+00  6.49519000e-01]
 [ 1.25000000e+01  3.62500000e+00  6.49519000e-01]
 [ 1.56250000e+01  3.62500000e+00  6.49519000e-01]
 [ 1.87500000e+01  3.62500000e+00  6.49519000e-01]
 [ 2.18750000e+01  3.62500000e+00  6.49519000e-01]
 [ 2.50000000e+01  3.62500000e+00  6.49519000e-01]
 [ 2.81250000e+01  3.62500000e+00  6.49519000e-01]
 [ 3.12500000e+01  3.62500000e+00  6.49519000e-01]
 [ 3.43750000e+01  3.62500000e+00  6.49519000e-01]
 [ 3.75000000e+01  3.62500000e+00  6.49519000e-01]
 [ 4.06250000e+01  3.62500000e+00  6.49519000e-01]
 [ 4.37500000e+01  3.62500000e+00  6.49519000e-01]
 [ 4.68750000e+01  3.62500000e+00  6.49519000e-01]
 [ 5.00000000e+01  3.62500000e+00  6.49519000e-01]]
