[2.22044605e-14 0.00000000e+00 1.00000000e+02], [1.9132287502288818]
[-4.57971223e-06  2.11971875e-06  1.00000001e+02], [2.413336753845215]
[-5.45386355e-06  2.61670139e-06  1.00000002e+02], [2.5145108699798584]
[-5.30483821e-06  2.61332025e-06  1.00000001e+02], [2.609861135482788]
[-4.87315399e-06  2.44630205e-06  1.00000001e+02], [2.717289686203003]
[-4.73003622e-06  2.36409428e-06  1.00000001e+02], [2.822023868560791]
[-4.74477798e-06  2.38896393e-06  1.00000001e+02], [2.92075777053833]
[-4.76379041e-06  2.42139447e-06  1.00000001e+02], [3.0174129009246826]
[-4.77693365e-06  2.44417648e-06  1.00000001e+02], [3.122783660888672]
[-4.78635700e-06  2.46050776e-06  1.00000001e+02], [3.219651460647583]
[-4.79331268e-06  2.47256220e-06  1.00000000e+02], [3.3244211673736572]
[-4.79846604e-06  2.48149330e-06  1.00000000e+02], [3.421969413757324]
[-4.80228124e-06  2.48810533e-06  1.00000000e+02], [3.5328972339630127]
[-4.80510485e-06  2.49299889e-06  1.00000000e+02], [3.6398122310638428]
[-4.80719448e-06  2.49662042e-06  1.00000000e+02], [3.7486636638641357]
[-4.80874091e-06  2.49930054e-06  1.00000000e+02], [3.8514275550842285]
[-4.80988532e-06  2.50128392e-06  1.00000000e+02], [3.9548678398132324]
[-4.81073218e-06  2.50275162e-06  1.00000000e+02], [4.064938545227051]
[-4.81135882e-06  2.50383767e-06  1.00000000e+02], [4.17090630531311]
[-4.81182252e-06  2.50464132e-06  1.00000000e+02], [4.276204347610474]
[-4.81216560e-06  2.50523593e-06  1.00000000e+02], [4.374092102050781]
[-4.81241945e-06  2.50567588e-06  1.00000000e+02], [4.464458703994751]
[-4.81260725e-06  2.50600137e-06  1.00000000e+02], [4.56512188911438]
[-4.81274621e-06  2.50624220e-06  1.00000000e+02], [4.6588897705078125]
[-4.81284900e-06  2.50642036e-06  1.00000000e+02], [4.755841493606567]
[-4.81292504e-06  2.50655215e-06  1.00000000e+02], [4.846298933029175]
[-4.81298129e-06  2.50664965e-06  1.00000000e+02], [4.93837308883667]
[-4.81302291e-06  2.50672178e-06  1.00000000e+02], [5.044281721115112]
[-4.81305368e-06  2.50677512e-06  1.00000000e+02], [5.147151947021484]
[-4.81307644e-06  2.50681456e-06  1.00000000e+02], [5.247512102127075]
[-4.81309327e-06  2.50684374e-06  1.00000000e+02], [5.345468282699585]
[-4.81310573e-06  2.50686532e-06  1.00000000e+02], [5.4369707107543945]
[-4.81311493e-06  2.50688127e-06  1.00000000e+02], [5.531707763671875]
