[1.42108547e-14 0.00000000e+00 5.50000000e+01], [31.31788921356201]
[-4.64627593e-06  2.25732428e-06  5.50000011e+01], [31.92182183265686]
[1.92041187e-01 2.60858675e-06 5.50490027e+01], [32.00716471672058]
[4.04171218e-01 2.47710218e-06 5.50899284e+01], [32.09149789810181]
[ 6.25636251e-01 -1.09984334e-03  5.51308430e+01], [32.176045417785645]
[ 8.51410103e-01 -6.01300148e-03  5.51714722e+01], [32.26058030128479]
[ 1.08195784e+00 -1.24195430e-02  5.52121506e+01], [32.344030141830444]
[ 1.32822234e+00 -1.82113555e-02  5.52552322e+01], [32.428391456604004]
[ 1.58175086e+00 -2.51374183e-02  5.52978353e+01], [32.511488914489746]
[ 1.84668070e+00 -3.14849924e-02  5.53412412e+01], [32.59466528892517]
[ 2.11830672e+00 -3.78659784e-02  5.53840077e+01], [32.67892861366272]
[ 2.38936754e+00 -4.26084118e-02  5.54248149e+01], [32.76288890838623]
[ 2.67067579e+00 -4.79755557e-02  5.54662857e+01], [32.84695482254028]
[ 2.95566409 -0.05774803 55.50630822], [32.93130159378052]
[ 3.24877559 -0.06683764 55.54604533], [33.01534724235535]
[ 3.54685718 -0.07650834 55.58453553], [33.10176086425781]
[ 3.84539212 -0.08949201 55.62109882], [33.18544673919678]
[ 4.13900883 -0.10735716 55.65510992], [33.26988124847412]
[ 4.44363855 -0.12234675 55.68956363], [33.35404634475708]
[ 4.75831983 -0.14018892 55.7231812 ], [33.436447858810425]
[ 5.08220559 -0.1568939  55.75573785], [33.52042198181152]
[ 5.40687396 -0.17035131 55.78598508], [33.60544800758362]
[ 5.73765868 -0.18170915 55.8151433 ], [33.68918538093567]
[ 6.07398897 -0.19424506 55.84274807], [33.77210974693298]
[ 6.41155967 -0.21561518 55.86819512], [33.85529541969299]
[ 6.75511394 -0.22966026 55.89234143], [33.93919515609741]
[ 7.09643209 -0.23500408 55.913989  ], [34.02338171005249]
[ 7.43653945 -0.24110247 55.93369163], [34.10844612121582]
[ 7.78109185 -0.24889883 55.95195653], [34.19147253036499]
[ 8.12675836 -0.25997269 55.96813746], [34.27496314048767]
[ 8.47648935 -0.27049854 55.98268707], [34.358190298080444]
[ 8.83353554 -0.27989846 55.9956936 ], [34.44673299789429]
