[1.42108547e-14 0.00000000e+00 5.50000000e+01], [31.869884967803955]
[-4.62529971e-06  2.21885651e-06  5.50000012e+01], [32.49375247955322]
[-4.90569366e-06  2.48361545e-06  5.50000009e+01], [32.60406160354614]
[-4.74902894e-06  2.39953843e-06  5.50000008e+01], [32.714046478271484]
[-4.74017204e-06  2.38635544e-06  5.50000009e+01], [32.824827432632446]
[-4.73866170e-06  2.38349858e-06  5.50000009e+01], [32.93446922302246]
[-4.73750155e-06  2.38147092e-06  5.50000009e+01], [33.04572248458862]
[-4.73660201e-06  2.37991114e-06  5.50000009e+01], [33.15630865097046]
[-4.73592869e-06  2.37874414e-06  5.50000009e+01], [33.266716957092285]
[-4.73542740e-06  2.37787533e-06  5.50000009e+01], [33.377431869506836]
[-4.73505429e-06  2.37722870e-06  5.50000009e+01], [33.488380432128906]
[-4.73477662e-06  2.37674743e-06  5.50000009e+01], [33.598570823669434]
[-4.73456994e-06  2.37638922e-06  5.50000009e+01], [33.70910930633545]
[-4.73441609e-06  2.37612260e-06  5.50000009e+01], [33.81967782974243]
[-4.73430161e-06  2.37592415e-06  5.50000009e+01], [33.93008065223694]
[-4.73421638e-06  2.37577645e-06  5.50000009e+01], [34.04020714759827]
[-4.73415295e-06  2.37566650e-06  5.50000009e+01], [34.14982080459595]
[-4.73410573e-06  2.37558469e-06  5.50000009e+01], [34.26110601425171]
[-4.73407061e-06  2.37552378e-06  5.50000009e+01], [34.370747804641724]
[-4.73404445e-06  2.37547844e-06  5.50000009e+01], [34.481550455093384]
[-4.73402496e-06  2.37544469e-06  5.50000009e+01], [34.59155225753784]
[-4.73401048e-06  2.37541958e-06  5.50000009e+01], [34.70155310630798]
[-4.73399969e-06  2.37540088e-06  5.50000009e+01], [34.811797857284546]
[-4.73399166e-06  2.37538697e-06  5.50000009e+01], [34.92137908935547]
[-4.73398567e-06  2.37537661e-06  5.50000009e+01], [35.03197622299194]
[-4.73398124e-06  2.37536890e-06  5.50000009e+01], [35.141236305236816]
[-4.73397793e-06  2.37536317e-06  5.50000009e+01], [35.25101184844971]
[-4.73397546e-06  2.37535890e-06  5.50000009e+01], [35.36096453666687]
[-4.73397363e-06  2.37535572e-06  5.50000009e+01], [35.47082209587097]
[-4.73397227e-06  2.37535335e-06  5.50000009e+01], [35.58093786239624]
[-4.73397125e-06  2.37535159e-06  5.50000009e+01], [35.690661668777466]
[-4.73397050e-06  2.37535029e-06  5.50000009e+01], [35.800955295562744]
[-4.73396993e-06  2.37534931e-06  5.50000009e+01], [35.91098165512085]
[-4.73396952e-06  2.37534859e-06  5.50000009e+01], [36.020808935165405]
[-4.73396920e-06  2.37534804e-06  5.50000009e+01], [36.130910873413086]
[-4.73396898e-06  2.37534763e-06  5.50000009e+01], [36.24130177497864]
[-4.73396880e-06  2.37534733e-06  5.50000009e+01], [36.35173439979553]
[-4.73396867e-06  2.37534711e-06  5.50000009e+01], [36.46200346946716]
[-4.73396858e-06  2.37534695e-06  5.50000009e+01], [36.5718674659729]
[-4.73396853e-06  2.37534682e-06  5.50000009e+01], [36.68162417411804]
[-4.73396845e-06  2.37534673e-06  5.50000009e+01], [36.79140758514404]
[-4.73396841e-06  2.37534667e-06  5.50000009e+01], [36.90149164199829]
[-4.73396837e-06  2.37534662e-06  5.50000009e+01], [37.01119327545166]
[-4.73396836e-06  2.37534658e-06  5.50000009e+01], [37.121726751327515]
[-4.73396834e-06  2.37534655e-06  5.50000009e+01], [37.232142210006714]
[-4.73396834e-06  2.37534653e-06  5.50000009e+01], [37.341684341430664]
[-4.73396833e-06  2.37534651e-06  5.50000009e+01], [37.45179986953735]
[-4.73396831e-06  2.37534650e-06  5.50000009e+01], [37.561443567276]
[-4.73396831e-06  2.37534649e-06  5.50000009e+01], [37.67180824279785]
[-4.73396831e-06  2.37534647e-06  5.50000009e+01], [37.78163385391235]
[-4.73396830e-06  2.37534648e-06  5.50000009e+01], [37.89184904098511]
[-4.73396829e-06  2.37534647e-06  5.50000009e+01], [38.00139141082764]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [38.11211442947388]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [38.22325944900513]
[-4.73396829e-06  2.37534647e-06  5.50000009e+01], [38.334030866622925]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [38.44371557235718]
[-4.73396829e-06  2.37534647e-06  5.50000009e+01], [38.553006172180176]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [38.6637659072876]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [38.773502588272095]
[-4.73396831e-06  2.37534646e-06  5.50000009e+01], [38.88403129577637]
[-4.73396830e-06  2.37534646e-06  5.50000009e+01], [38.993459939956665]
[-4.73396828e-06  2.37534646e-06  5.50000009e+01], [39.10324835777283]
[-4.73396829e-06  2.37534646e-06  5.50000009e+01], [39.21367430686951]
[-4.73396829e-06  2.37534647e-06  5.50000009e+01], [39.32314491271973]
[-4.73396829e-06  2.37534647e-06  5.50000009e+01], [39.43296766281128]
[-4.73396830e-06  2.37534646e-06  5.50000009e+01], [39.5421187877655]
[-4.73396829e-06  2.37534646e-06  5.50000009e+01], [39.65262174606323]
[-4.73396828e-06  2.37534645e-06  5.50000009e+01], [39.762619733810425]
[-4.73396829e-06  2.37534646e-06  5.50000009e+01], [39.872806549072266]
[-4.73396829e-06  2.37534647e-06  5.50000009e+01], [39.982165813446045]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [40.09231638908386]
[-4.73396829e-06  2.37534647e-06  5.50000009e+01], [40.20282173156738]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [40.313567876815796]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [40.42410755157471]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [40.53466248512268]
[-4.73396829e-06  2.37534648e-06  5.50000009e+01], [40.644824504852295]
[-4.73396830e-06  2.37534648e-06  5.50000009e+01], [40.754111528396606]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [40.86492848396301]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [40.97507905960083]
[-4.73396829e-06  2.37534646e-06  5.50000009e+01], [41.0849130153656]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [41.19598031044006]
[-4.73396832e-06  2.37534647e-06  5.50000009e+01], [41.30722165107727]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [41.41828799247742]
[-4.73396829e-06  2.37534647e-06  5.50000009e+01], [41.52864956855774]
[-4.73396829e-06  2.37534646e-06  5.50000009e+01], [41.638797998428345]
[-4.73396829e-06  2.37534648e-06  5.50000009e+01], [41.74982666969299]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [41.86226415634155]
[-4.73396829e-06  2.37534647e-06  5.50000009e+01], [41.974714517593384]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [42.0852632522583]
[-4.73396830e-06  2.37534647e-06  5.50000009e+01], [42.19637608528137]
[-4.73396828e-06  2.37534646e-06  5.50000009e+01], [42.306551694869995]
[-4.73396829e-06  2.37534647e-06  5.50000009e+01], [42.41622853279114]
[-4.73396829e-06  2.37534647e-06  5.50000009e+01], [42.52638602256775]
[-4.73396831e-06  2.37534648e-06  5.50000009e+01], [42.63628959655762]
