[0. 0. 0.], [8.983024597167969]
[ 0.0e+00 -1.0e-02  5.8e+01], [10.388049364089966]
[ 0.    0.   57.99], [10.52308988571167]
[ 0.  0. 58.], [10.653642892837524]
[ 0.000e+00 -1.000e-02  5.799e+01], [10.776700735092163]
[ 0.000e+00 -1.000e-02  5.799e+01], [10.908208131790161]
[3.0e-02 5.0e-02 5.8e+01], [11.039066314697266]
[ 0.46  0.65 58.06], [11.162087678909302]
[ 1.09  0.34 58.22], [11.29116678237915]
[1.530e+00 5.000e-02 5.834e+01], [11.431585788726807]
[ 1.73  0.17 58.37], [11.558814764022827]
[ 2.11  0.35 58.42], [11.689399719238281]
[ 2.36  0.23 58.48], [11.821574449539185]
[ 2.82  0.32 58.54], [11.951451063156128]
[ 3.2   0.26 58.6 ], [12.087873697280884]
[ 3.62  0.22 58.67], [12.223787546157837]
[ 4.23  0.31 58.74], [12.364175796508789]
[ 4.73  0.23 58.81], [12.506069421768188]
[ 5.44  0.32 58.86], [12.641688823699951]
[ 6.04  0.22 58.92], [12.786918640136719]
[ 6.67  0.1  58.97], [12.921465873718262]
[ 7.52  0.13 58.99], [13.071407318115234]
[8.140e+00 1.000e-02 5.902e+01], [13.213226795196533]
[ 8.79  0.08 59.01], [13.344758033752441]
[ 9.64  0.1  59.  ], [13.476944923400879]
[10.53  0.18 58.97], [13.604864358901978]
[11.37  0.12 58.92], [13.73519253730774]
[ 1.215e+01 -4.000e-02  5.886e+01], [13.863702058792114]
[ 1.322e+01 -1.000e-02  5.874e+01], [13.991881370544434]
[14.33 -0.06 58.58], [14.122199773788452]
[15.33 -0.23 58.42], [14.258175373077393]
[16.12 -0.28 58.25], [14.39318323135376]
[16.97 -0.09 58.07], [14.51625370979309]
[17.86 -0.3  57.85], [14.645756006240845]
[18.97 -0.07 57.53], [14.773590326309204]
[19.85 -0.22 57.26], [14.900919675827026]
[20.91 -0.19 56.9 ], [15.051528692245483]
[21.84  0.   56.55], [15.17918610572815]
[22.94 -0.09 56.1 ], [15.31368088722229]
[23.58 -0.21 55.82], [15.456828117370605]
[24.18 -0.17 55.55], [15.597712278366089]
[24.92 -0.29 55.2 ], [15.73995327949524]
[25.85 -0.26 54.72], [15.883664846420288]
[26.84 -0.14 54.17], [16.02575993537903]
[2.771e+01 5.000e-02 5.366e+01], [16.168941736221313]
[2.849e+01 4.000e-02 5.318e+01], [16.314730167388916]
[2.937e+01 4.000e-02 5.259e+01], [16.458467483520508]
[ 2.980e+01 -2.000e-02  5.229e+01], [16.60071039199829]
[30.53 -0.1  51.78], [16.743895769119263]
[31.3  -0.08 51.2 ], [16.88494372367859]
[32.07 -0.12 50.59], [17.026686906814575]
[32.93  0.   49.88], [17.168409824371338]
[33.6  -0.22 49.3 ], [17.31061816215515]
[3.464e+01 3.000e-02 4.836e+01], [17.450777769088745]
[36.31  0.29 46.68], [17.593275785446167]
[37.35 -0.12 45.8 ], [17.734761238098145]
[37.18  0.63 46.33], [17.866608381271362]
[36.7   2.22 47.07], [17.988974571228027]
[36.41  3.44 47.7 ], [18.113823652267456]
[36.15  4.22 48.23], [18.243380784988403]
[36.12  4.71 48.47], [18.375712394714355]
[35.8   5.24 49.06], [18.51965594291687]
[36.09  5.45 48.94], [18.66054129600525]
[36.19  5.29 49.22], [18.80234694480896]
[36.38  4.79 49.4 ], [18.94464612007141]
[36.13  5.02 49.88], [19.095263242721558]
[35.67  5.76 50.62], [19.234963417053223]
[35.56  6.08 50.95], [19.374611139297485]
[34.97  6.72 51.76], [19.51785159111023]
[34.47  7.38 52.44], [19.6594660282135]
[34.22  8.03 52.75], [19.802685499191284]
[33.42  8.18 53.68], [19.943694591522217]
[32.86  8.16 54.41], [20.085639715194702]
[32.37  8.02 55.06], [20.224684238433838]
[31.98  8.68 55.41], [20.36837649345398]
[31.38  8.34 56.1 ], [20.505362510681152]
[30.68  8.54 56.7 ], [20.649197578430176]
[30.19  9.15 57.07], [20.791672229766846]
[29.73  9.41 57.39], [20.930177211761475]
[28.68  9.58 58.13], [21.06851863861084]
[27.95 10.09 58.5 ], [21.212116956710815]
[27.25 10.78 58.76], [21.35057497024536]
[26.72 11.46 58.89], [21.493696451187134]
[26.58 11.44 58.99], [21.64776086807251]
[25.8  11.53 59.38], [21.78997039794922]
[25.34 12.16 59.44], [21.93592643737793]
[24.8  11.57 59.89], [22.084769010543823]
[24.01 11.74 60.22], [22.222851991653442]
[23.59 12.44 60.19], [22.357689380645752]
[23.01 11.86 60.62], [22.49337339401245]
[22.22 13.15 60.51], [22.622011423110962]
[22.12 12.86 60.59], [22.758185625076294]
[22.01 12.9  60.58], [22.881882190704346]
[21.67 13.46 60.48], [23.016454696655273]
[20.65 13.31 60.83], [23.14489722251892]
[20.47 13.67 60.71], [23.271004676818848]
[20.6  13.84 60.52], [23.39321231842041]
[20.35 13.35 60.71], [23.51960587501526]
[20.1  14.12 60.47], [23.650330066680908]
[19.43 14.46 60.51], [23.821675539016724]
[19.25 14.99 60.29], [23.964999198913574]
[18.87 14.91 60.34], [24.107277870178223]
[19.01 14.97 60.22], [24.240694522857666]
[18.63 15.43 60.13], [24.37515902519226]
[18.68 15.37 60.06], [24.503469228744507]
[18.14 15.5  60.09], [24.638685941696167]
[17.72 16.16 59.89], [24.76682209968567]
[17.91 16.1  59.8 ], [24.896240949630737]
[17.28 16.05 59.92], [25.040352821350098]
[16.9  16.57 59.77], [25.172255992889404]
[17.05 16.54 59.68], [25.305381774902344]
[17.22 16.51 59.59], [25.431724309921265]
[16.91 17.15 59.35], [25.568413972854614]
[16.79 16.67 59.53], [25.71776509284973]
[17.05 16.81 59.34], [25.854736804962158]
[16.74 17.15 59.25], [25.99957036972046]
[16.59 17.25 59.23], [26.140700340270996]
[16.18 17.67 59.13], [26.282227993011475]
[15.64 18.21 59.  ], [26.42450213432312]
[15.55 18.19 59.  ], [26.549456119537354]
[15.14 18.82 58.76], [26.678664445877075]
[15.18 18.84 58.71], [26.80825972557068]
[15.26 18.89 58.63], [26.932729721069336]
[15.18 18.94 58.61], [27.058890104293823]
[15.16 19.11 58.53], [27.190207481384277]
[15.02 19.1  58.56], [27.32027006149292]
[14.82 19.25 58.53], [27.44624161720276]
[14.65 19.42 58.49], [27.570781469345093]
[14.37 19.54 58.52], [27.697960138320923]
[14.31 19.62 58.48], [27.82355546951294]
[14.29 20.34 58.09], [27.964138507843018]
[14.18 20.39 58.09], [28.103758811950684]
[14.05 20.47 58.08], [28.244425296783447]
[13.75 20.9  57.88], [28.376211881637573]
[13.15 21.03 57.99], [28.50958251953125]
[13.06 21.09 57.98], [28.639845848083496]
[12.98 21.17 57.94], [28.76962637901306]
[12.46 21.36 58.  ], [28.89894151687622]
[12.42 21.41 57.97], [29.035335063934326]
[12.56 21.92 57.67], [29.16472291946411]
[12.48 22.02 57.63], [29.301719188690186]
[11.9  22.27 57.63], [29.448870420455933]
[11.83 22.33 57.61], [29.595171451568604]
[11.72 22.39 57.61], [29.73817491531372]
[11.24 22.63 57.59], [29.88098120689392]
[11.13 22.63 57.63], [30.024210214614868]
[11.13 22.59 57.66], [30.1679105758667]
[10.8  23.04 57.54], [30.30838656425476]
[10.77 23.09 57.52], [30.45555019378662]
[10.67 23.2  57.47], [30.589179515838623]
[10.16 23.42 57.47], [30.71964192390442]
[10.12 23.37 57.51], [30.844722032546997]
[10.09 23.38 57.52], [30.973958730697632]
[ 9.8  23.97 57.28], [31.103005170822144]
[ 9.65 24.01 57.28], [31.229280948638916]
[ 9.03 24.11 57.34], [31.365184783935547]
[ 8.84 24.24 57.28], [31.495649337768555]
[ 8.6  24.48 57.17], [31.625048875808716]
[ 8.03 24.62 57.18], [31.756967306137085]
