[ 0.11354011782112741 5.374496440491304 5.237987057761541],[ 189.79796005805616 196.5157722492198 196.38541645765483],[ 3.804255005813002 3.5858080016483265 3.605944988614445],[ 194.28620877616066 194.06674282566627 194.09535827188648],, [39.459365367889404]
[ 0.16610968887042757 5.544448236126726 5.504615267079865],[ 190.0882149365124 197.0053684759545 196.8701961043872],[ 3.9415216649201725 3.7470428370838773 3.8146463413258185],[ 194.8864299807645 194.56434947776467 194.5916669073203],, [39.624269247055054]
[ 0.19000426380520422 5.8144401123770555 5.702814555747048],[ 190.40741342161996 197.49688963466716 197.36747032716903],[ 4.099547189491868 3.9471862582620023 3.966727111848029],[ 195.45270531261156 195.06009839013092 195.10120640878614],, [39.802146673202515]
[ 0.22680285751539012 6.024883622483798 5.9349117385596735],[ 190.7456197412627 197.9988254511097 197.87090380249788],[ 4.26889972783236 4.101489304814679 4.141123640864143],[ 196.00540153793827 195.56435702268436 195.60060601951074],, [39.96814227104187]
[ 0.2569429519097647 6.2372073830088555 6.1641416740826624],[ 191.095740970801 198.5032509441077 198.3776202359707],[ 4.43233317760665 4.261976938321881 4.307755363874157],[ 196.5503082896894 196.05801952108916 196.09765450576543],, [40.13451075553894]
[ 0.2735877463007815 6.444317316541268 6.376939749792217],[ 191.45298573396417 199.00684185734656 198.88580345136563],[ 4.580877097056891 4.416159802130411 4.460298825791261],[ 197.08617326903854 196.54551381610798 196.58959989753313],, [40.30143213272095]
[ 0.2475411784376692 6.724790083420578 6.613771932254946],[ 191.80653119312205 199.50178862356003 199.38648695549492],[ 4.73731140134114 4.603574880992061 4.629590319856449],[ 197.60510524801157 197.02232306783623 197.06852275350258],, [40.46657657623291]
[ 0.47470924896198274 6.805759510570403 6.680887991579912],[ 192.16357142409288 200.0099429293336 199.89503442499506],[ 4.962702340411734 4.685351867925854 4.7180447590012635],[ 198.1247231728178 197.50865297992002 197.55105800363447],, [40.63275933265686]
[ 0.42306898041130225 7.036204502093435 6.955673415760385],[ 192.52163066477215 200.48614720538106 200.3677604042745],[ 5.044549258880402 4.866585461077812 4.923390937848737],[ 198.64100242995326 197.95187156256677 197.99576052493867],, [40.798415660858154]
[ 0.44247251120798753 7.274063636627222 7.170214043140131],[ 192.8842430024844 200.96189805659344 200.84489975437705],[ 5.227662688402259 5.030181157088499 5.067380136232201],[ 199.12184874987793 198.40901965410882 198.46144283033723],, [40.96591067314148]
[ 0.52094934071841 7.469003810256045 7.293305917517958],[ 193.24946382686923 201.44630845518068 201.32971237714875],[ 5.396644468393101 5.164586410107107 5.179555399530676],[ 199.61634946093508 198.87069446225962 198.92219298082492],, [41.131678104400635]
[ 0.6357831986275885 7.611149606273298 7.410157526053868],[ 193.6071723232228 201.9187722594447 201.79361649814683],[ 5.552236173010262 5.276151142610197 5.30244765299895],[ 200.1026053838759 199.31561044370537 199.36154310521405],, [41.29975986480713]
[ 0.6398774196335882 7.875313664464105 7.597755547483591],[ 193.9620421797237 202.37116039067823 202.2331105529269],[ 5.683868259226371 5.458410356383302 5.459112109948005],[ 200.5702454423854 199.73821309650685 199.7876903392649],, [41.46508049964905]
[ 0.6227129199610049 8.018668332026225 7.931526638520943],[ 194.3245054322728 202.8357868619734 202.677582034194],[ 5.843956573805265 5.56622003665594 5.670523126971872],[ 201.03038558954967 200.17839390197946 200.22527981308332],, [41.630653619766235]
[ 0.7330153644534259 8.176654534468936 8.04994479272696],[ 194.68578006514778 203.29988926939237 203.14567504735328],[ 6.033148961631955 5.716218391715102 5.738978454207399],[ 201.5004240961824 200.60795269524112 200.68652098291588],, [41.79615020751953]
[ 0.8751428080832796 8.371465734737841 8.102777285456273],[ 195.0412192228691 203.7460317765669 203.59986187989017],[ 6.191361300730693 5.85721394351408 5.845995975738522],[ 201.97366805096306 201.03824553264758 201.10462711998684],, [41.964842557907104]
[ 0.9040670401178922 8.597868421397314 8.270864977001516],[ 195.40374149471828 204.18532585247567 204.02814150634794],[ 6.314142098296797 6.001315220413873 6.013687549160804],[ 202.4319112626651 201.46282588421323 201.51413638872924],, [42.12945580482483]
[ 1.4087517607795135 6.3610245548337945 8.125081165600548],[ 195.7705198008162 204.63071766289963 204.45236185845587],[ 5.885689991572777 4.809446135912234 5.694542711072919],[ 202.87344611086823 201.88595379287432 201.94242470576967],, [42.29685115814209]
[ 1.335192093355314 6.6176897709485365 7.6583073571035865],[ 195.69766244206215 204.34213628294424 204.38805726953893],[ 5.620202885122627 5.2159143803511405 5.192013749903202],[ 202.77648382251263 201.6175708491707 201.91668622956587],, [42.463504791259766]
[ 1.2832407868591793 6.720740878928739 7.630381125563982],[ 195.60452255627675 204.0289260855584 204.25327741345424],[ 5.639969702081609 5.0564582960463245 5.305492312028306],[ 202.5175628893022 201.53672484346689 201.62736266806024],, [42.630874156951904]
[ 0.5551999062525462 7.812358861097012 7.915859373374185],[ 195.5326179532563 203.81877427124238 204.13618024129707],[ 5.622340178916239 5.532928788740867 5.493937844250013],[ 202.3151992024022 201.4030659080952 201.46061959007974],, [42.79702925682068]
[ 1.15556126522385 6.739322237405067 7.889211379070263],[ 195.52504200408885 203.92646183839295 204.20166902223642],[ 5.923704067019065 4.800528518345038 5.452935955208899],[ 202.27937262165935 201.5294000505542 201.49059249494485],, [42.965994119644165]
[ 1.557827807517865 5.992226817097353 7.84383182006467],[ 195.4173680990997 203.83701905668622 204.1580553109158],[ 5.770516016945352 4.715398959889398 5.292681901605329],[ 202.29057522836808 201.29903847432493 201.44137499812913],, [43.130861043930054]
[ 1.2752215257014938 6.519961782005054 7.668619578766204],[ 195.31307348525533 203.57544352805442 204.06040068815173],[ 5.580320075296892 5.075735234840815 5.170788498478196],[ 202.1571230197092 201.0965237299036 201.28648258320234],, [43.29925274848938]
[ 0.7901564307720037 7.125523643213083 7.869545717542728],[ 195.24656264576117 203.4167005179185 203.98828291587316],[ 5.593425292261537 5.19767403979964 5.363269615604366],[ 201.98598000757278 201.07857989261694 201.12592384128118],, [43.46424627304077]
[ 0.9594379020193587 6.742447107388224 7.8427259611225795],[ 195.20292841387945 203.443584691175 204.01123507587462],[ 5.724486660322135 4.8974291658683855 5.314816948076882],[ 201.93448956991773 201.1171918597547 201.124689146168],, [43.63172006607056]
[ 1.4083023013342402 5.93125967921681 7.754940924459476],[ 195.10330074921947 203.3954051936917 203.98650544781182],[ 5.68802820068493 4.61293586819566 5.185464192766153],[ 201.92062111905017 200.99910662502595 201.08017711553472],, [43.808619260787964]
[ 1.1387537443382334 6.277359110406208 7.73503554811613],[ 194.98169938397965 203.16413428155272 203.88143434208533],[ 5.477293325570418 4.926653702465265 5.1211544493484595],[ 201.81720212445788 200.78633106864734 200.94421527447685],, [43.97276997566223]
[ 0.8759594438473508 6.669067670511131 7.747217598951502],[ 194.90338945649933 203.00304196758427 203.8185998195699],[ 5.500503554540864 5.002758876813113 5.163198122628229],[ 201.66060897038892 200.74829061647955 200.81227105033167],, [44.13641333580017]
[ 0.8637449404981611 6.539490195116899 7.8081766209975045],[ 194.83891020280748 202.9584567728882 203.8000868448311],[ 5.5492101647568015 4.8517229463072535 5.19661621409648],[ 201.58575893948728 200.74324906017594 200.7516048450229],, [44.30129265785217]
[ 1.172071424064341 5.9247685959351015 7.795043805553486],[ 194.75361138640096 202.90788040300964 203.77966776166372],[ 5.562020038136456 4.600881234395886 5.117192172750393],[ 201.54626595978553 200.66568893591605 200.71270047478194],, [44.46634340286255]
[ 1.107779050147326 5.937767295493173 7.776398573668721],[ 194.64790432597383 202.73088342856406 203.7115662098486],[ 5.4290095443956625 4.7280843550329665 5.040917837192036],[ 201.46846876318457 200.49853786665815 200.61394784696606],, [44.63256120681763]
[ 0.8148612916919784 6.354069650427568 7.796424996701792],[ 194.56508327834808 202.55649509537383 203.65508674487393],[ 5.3812988646794135 4.901666269840311 5.058021730476607],[ 201.3421103205781 200.41962546953755 200.49311487232615],, [44.79883074760437]
[ 0.8689372301714902 6.197716237071032 7.8077810448045035],[ 194.50387882757397 202.49312104480876 203.64590291878935],[ 5.457099575158224 4.72616658818213 5.075172611043511],[ 201.26013663477164 200.4273425056174 200.42649901222535],, [44.9637930393219]
[ 1.012358611208692 5.844776903679489 7.817211485357654],[ 194.4265197158573 202.42229257809996 203.6256569426997],[ 5.433173176304362 4.596768398383523 5.029642280903026],[ 201.21973698593445 200.3502775626632 200.3772567486215],, [45.128164291381836]
[ 0.9847616407090266 5.775881884587376 7.842491423125044],[ 194.33909015163567 202.28209605870697 203.58053391398366],[ 5.359084770849418 4.635959836224023 4.987706121737417],[ 201.14825104513102 200.23253023686837 200.29781680844138],, [45.29461741447449]
[ 0.8062958434263987 6.012121450264619 7.840298968068317],[ 194.26418118214883 202.13580368801394 203.5447966994338],[ 5.316845754748791 4.752221375443452 4.969940993160222],[ 201.05307114175028 200.15714444568692 200.20763854574193],, [45.46021771430969]
[ 0.8307866309557392 5.924538596232964 7.838663694218175],[ 194.20194069603843 202.05361800930544 203.53496378040796],[ 5.355332470099506 4.651210057443437 4.973283544739382],[ 200.9797978471961 200.14218243090596 200.139178560204],, [45.62574219703674]
[ 0.8944030211123267 5.685438030123652 7.881409781902592],[ 194.13341061103986 201.97341138259117 203.51917367421],[ 5.332493270828174 4.5567616399448045 4.958997535573601],[ 200.93364634584665 200.08118896045232 200.08549485168876],, [45.7917206287384]
[ 0.8562813348029453 5.6365476557317145 7.916514610463231],[ 194.05899833103803 201.85301127210926 203.49322349660375],[ 5.283763383662546 4.585584572600967 4.925816246967605],[ 200.87076626050126 199.99138073271814 200.0227824155987],, [45.95735287666321]
[ 0.8258210043988146 5.678485545705889 7.871513757089108],[ 193.99181389255375 201.7315626270423 203.4774159238536],[ 5.270797678705274 4.609951693825355 4.881683102716826],[ 200.79761029225398 199.93268830498047 199.95228042821864],, [46.12282395362854]
[ 0.8043050105130338 5.67530360954405 7.845398991911775],[ 193.93000408624164 201.62925084372725 203.46231281847568],[ 5.2553321928906485 4.589798870852866 4.867676631021326],[ 200.73412635566342 199.8909681615573 199.87959194968263],, [46.28916931152344]
[ 0.7885495132260387 5.5555257801579065 7.934178541387738],[ 193.86856626212386 201.53814551064823 203.4422259768997],[ 5.242163656495388 4.533454291175632 4.891531623352486],[ 200.67501712568065 199.84210625745624 199.81708688346492],, [46.454545974731445]
[ 0.8204727695537798 5.450408687273315 7.922429433585469],[ 193.80922413916363 201.44214350552306 203.4330000337844],[ 5.231980763898382 4.511665615628496 4.83881987158814],[ 200.6208299360453 199.7808309198764 199.77249329745578],, [46.61873817443848]
[ 0.7842775310453179 5.441237733524516 7.926128916430234],[ 193.74840702348862 201.33067855429408 203.41902631710852],[ 5.197149878030633 4.526826196747713 4.81695334187967],[ 200.56357843625085 199.71987392770643 199.707801185189],, [46.783716678619385]
[ 0.7494056808294136 5.4765882854311405 7.901759723710272],[ 193.69174934499048 201.22681315971283 203.40840627420206],[ 5.18558085049507 4.542033716570882 4.791457650993806],[ 200.50223066484816 199.67469147207632 199.64538011348188],, [46.949824810028076]
[ 0.7631730196708459 5.366397492916099 7.939101139138481],[ 193.6386084346525 201.14140035414223 203.39973632310432],[ 5.183020998143336 4.480987514905516 4.79744333218691],[ 200.4501511634486 199.6398680493259 199.5882763613495],, [47.11481857299805]
[ 0.7770778051521324 5.267635738638739 7.972512509878527],[ 193.58527092048527 201.04877594561742 203.391381039251],[ 5.170101171394341 4.461903997867589 4.778450906165423],[ 200.40256956866193 199.5846117911311 199.54174065336233],, [47.281694650650024]
[ 0.8164804500143593 5.167652164702998 7.942238577253915],[ 193.53598015435003 200.9476599443173 203.38775368265064],[ 5.151494849535843 4.4342603265271325 4.731862348086459],[ 200.35430090679887 199.53305059958504 199.49219239957196],, [47.44707679748535]
[ 0.7683138019702596 5.172611265706035 7.972891107171162],[ 193.48522582479995 200.83081540022928 203.37317700407874],[ 5.119856152291646 4.456386021242464 4.727462562939616],[ 200.29609336669 199.4759512470884 199.42681304918926],, [47.61375713348389]
[ 0.7838470348595736 5.157132033399536 7.919505120833708],[ 193.4426842097547 200.7300219537925 203.3696797327153],[ 5.120152418942494 4.445194391641849 4.684597745274952],[ 200.239041488554 199.43917199338003 199.37354900190297],, [47.78034472465515]
[ 0.7811331424862418 5.04813760780424 7.9921044295354156],[ 193.39918190048064 200.63512522195674 203.35808346332087],[ 5.105912936974127 4.39671325515253 4.707255666942961],[ 200.188268511399 199.39854493746074 199.31402835428534],, [47.94597148895264]
[ 0.8009005620003735 4.973443926826991 7.989757615013768],[ 193.35894834537683 200.53723834006584 203.35457031097695],[ 5.096006426693747 4.3879307360430815 4.667975518885308],[ 200.13954726849394 199.34710408909274 199.27273575639947],, [48.114136934280396]
[ 0.8011532179814228 4.9252376960965965 7.995680973073607],[ 193.31881668157328 200.43279107150366 203.35038754526477],[ 5.078398052368462 4.382603166438892 4.648464690062426],[ 200.09020854022245 199.30028323583733 199.21957750461138],, [48.282270193099976]
[ 0.780580129609895 4.892538693582002 8.023541443379614],[ 193.28145602716376 200.32999599346041 203.34752675635312],[ 5.062805242426839 4.379765610727107 4.6420357962071765],[ 200.04013075499012 199.2589301688461 199.1671899412936],, [48.44827485084534]
[ 0.800040194349817 4.841840108946138 7.99499712078423],[ 193.24688221201993 200.2345939901034 203.35082016093017],[ 5.056077207996804 4.3624668382636305 4.606867635671963],[ 199.9938702861895 199.22360411556693 199.12223973467243],, [48.61384344100952]
[ 0.8292231429996166 4.746501628614393 8.00440457584129],[ 193.20976443978117 200.13655434319097 203.34646689048935],[ 5.044667876081791 4.327889119263497 4.595191509865051],[ 199.94799796024938 199.18286495264803 199.06982621867039],, [48.78060340881348]
[ 0.7820334030122695 4.735079265132452 8.052355673109169],[ 193.17499912034168 200.03169582142468 203.3394260094977],[ 5.015701175708191 4.348300679613628 4.593170942757749],[ 199.90017632539843 199.13400369949903 199.02015680855988],, [48.947107791900635]
[ 0.8276951296555446 4.647283784538084 8.04013451379952],[ 193.14482805856082 199.9383635359963 203.34434546887724],[ 5.026667397614403 4.313233303559471 4.563520051344467],[ 199.8531696769452 199.10337537007803 198.97938555067802],, [49.11255145072937]
[ 0.8081918835241353 4.613801188117787 8.06584930570976],[ 193.11445005625126 199.8386658366375 203.34503979670356],[ 5.000500110606959 4.319807295438432 4.5562909574939585],[ 199.81358608835103 199.06182483852695 198.93242996003906],, [49.27963352203369]
[ 0.8196649015537186 4.54149116852878 8.100922131903971],[ 193.08707009928756 199.7434874889083 203.3500312097282],[ 5.000448004979947 4.300338011621541 4.551216954460963],[ 199.77077008582387 199.0298795364013 198.89081488171152],, [49.44687819480896]
[ 0.8309590661362801 4.485121702231924 8.104566685653275],[ 193.06317796451603 199.64895255301747 203.36070695607674],[ 4.989014296758243 4.294226407135202 4.528325390744765],[ 199.73513517434372 198.99692783096205 198.8543828471643],, [49.61325120925903]
[ 0.8440427058624104 4.431977581902452 8.093260747063146],[ 193.03949143373802 199.552017905023 203.3696889678813],[ 4.973233469044971 4.283055619419588 4.504115552488598],[ 199.6982371795128 198.9657292033223 198.81362239229787],, [49.77898025512695]
[ 0.8673484315263329 4.405965117217818 8.029893707126007],[ 193.01464284671474 199.4521143698969 203.3725284724156],[ 4.954789858051919 4.278420912700198 4.459780931004292],[ 199.6570142926367 198.93206354506117 198.76869657346543],, [49.94536876678467]
[ 0.8482216605371656 4.307100074679597 8.153937266673411],[ 192.9872034177113 199.35075752693223 203.36092561374736],[ 4.9447085482513975 4.246278418906323 4.507081506085914],[ 199.6086307278033 198.895032114699 198.71340628633928],, [50.1102991104126]
[ 0.8667433144312152 4.296184805336682 8.096210216903769],[ 192.97043679877177 199.2559526089707 203.37103752288576],[ 4.937626482307018 4.2678289326057595 4.442810117661047],[ 199.57022110923373 198.85829137236897 198.68820192471154],, [50.27882480621338]
[ 0.8976083510416526 4.195358132072769 8.13372965292489],[ 192.9497828167964 199.1608427711305 203.3734362890822],[ 4.935458997454079 4.228471519124648 4.451668643636977],[ 199.53110840566328 198.83141716035755 198.64054501387895],, [50.44623136520386]
[ 0.8971023481164473 4.137883891800598 8.174640885779372],[ 192.93385070527262 199.0622476704663 203.37876442824486],[ 4.9214067893985485 4.231977387492545 4.445375774328392],[ 199.49568770309804 198.79453081204554 198.6046326650801],, [50.61253261566162]
[ 0.9308540105551102 4.0786102941411295 8.15115405030764],[ 192.92239146507535 198.9655148488356 203.39216107215512],[ 4.916515769651112 4.22215770270504 4.411226706792567],[ 199.46129508052576 198.76753852230095 198.57234121521975],, [50.782614946365356]
[ 0.8703689188779946 4.094093847096665 8.220544385748],[ 192.90963709472274 198.86415556839776 203.3988897578085],[ 4.892837818058543 4.25411383614261 4.429834331274467],[ 199.42570724306898 198.7383670760242 198.53046750047955],, [50.954094648361206]
[ 0.9388233172968948 3.99452816761364 8.193943148990252],[ 192.90291710701388 198.78373453495965 203.4222527260507],[ 4.913507400570393 4.209274262266754 4.398194152789401],[ 199.39586560075534 198.7300124221818 198.50744005251494],, [51.122782707214355]
[ 0.9826536709990813 3.8899069706471012 8.186067307285985],[ 192.89205777538555 198.6917026833269 203.43460789052014],[ 4.8919957397399525 4.18171894361015 4.377472852464296],[ 199.37240548430492 198.70086128263253 198.47388710685138],, [51.288997650146484]
[ 0.9817094191669664 3.894817171375511 8.13101450941341],[ 192.87987581708603 198.58427869552222 203.43598601796995],[ 4.857822249166416 4.206416692862716 4.3337872653009],[ 199.33560786502534 198.6624360680799 198.43352054637955],, [51.45404243469238]
[ 0.9510184588628272 3.8522630997904757 8.21750180033206],[ 192.86612374309817 198.48047060679886 203.42688248655676],[ 4.848509495156761 4.19582600781722 4.366313228576256],[ 199.2867207243425 198.63428705568944 198.3824647959831],, [51.62023067474365]
[ 0.9754099498810503 3.807128246855501 8.205459057821884],[ 192.86006345214486 198.39178295521708 203.43550986328898],[ 4.853244625454443 4.190892993995317 4.33449711946642],[ 199.24974598720434 198.61021574028942 198.35686402668227],, [51.784756898880005]
[ 1.0240110229502593 3.7253461091485294 8.186593494492111],[ 192.85208079557418 198.30293357598055 203.44314348103745],[ 4.848679038464833 4.166608930235568 4.311080653415066],[ 199.21942289092908 198.58548262068874 198.32315464889825],, [51.94876980781555]
[ 1.0221961779439344 3.6584222198663516 8.256494983791676],[ 192.8438460257336 198.20555133389226 203.44345925936133],[ 4.835013411486276 4.16582401684782 4.327101332071359],[ 199.18653376603748 198.55224184784677 198.2846139882196],, [52.11425757408142]
[ 1.0370250034731707 3.6415366279916896 8.212360679146013],[ 192.84403828993467 198.11265861175437 203.45757161223924],[ 4.821546734601056 4.178150750031222 4.282797930919595],[ 199.156915873786 198.52895295752154 198.260496219673],, [52.27976679801941]
[ 1.0833841934988986 3.526962167925024 8.257560458000874],[ 192.83938365147517 198.01864525141212 203.46305070148128],[ 4.828297081164142 4.136856377593226 4.294415408224019],[ 199.122948862745 198.50914553482022 198.2218838737317],, [52.44553303718567]
[ 1.0733024053199738 3.512710044633039 8.268730063841517],[ 192.8410355491506 197.91986413045345 203.47302864606496],[ 4.805677947566494 4.165145731333233 4.276469156337962],[ 199.0960533310949 198.47865208333965 198.1946601701581],, [52.612454414367676]
[ 1.121169873480855 3.4451188561087784 8.253787168056629],[ 192.84450372827513 197.82717981290517 203.4867672501052],[ 4.8118609085634985 4.14460483954305 4.256609278603608],[ 199.0656347622351 198.46434265433544 198.16550113618007],, [52.78001880645752]
[ 1.1284398033334162 3.3859699929958182 8.286589401685521],[ 192.84874377055095 197.7318685668302 203.49543366632955],[ 4.795661633521702 4.139548222606391 4.25876688692424],[ 199.03921284545007 198.4422303095608 198.1336818954032],, [52.94566226005554]
[ 1.1623300854881695 3.314756207655977 8.283166798245208],[ 192.85529896150504 197.6376828468192 203.5070030180178],[ 4.789786638667342 4.125438304792461 4.237760649984494],[ 199.01061018515355 198.4220324677273 198.10809037859806],, [53.111228704452515]
