[2.84217094e-14 0.00000000e+00 1.10000000e+02], [32.60311770439148]
[-4.52450389e-06  2.02012564e-06  1.10000002e+02], [33.804720640182495]
[7.13187712e-01 1.34920689e-03 1.10269501e+02], [33.970685720443726]
[1.55700034e+00 2.29825805e-03 1.10370208e+02], [34.13455080986023]
[ 2.27468337e+00 -4.57116189e-02  1.10335560e+02], [34.300548791885376]
[ 2.93428662e+00 -6.85771883e-02  1.10300716e+02], [34.46733570098877]
[ 3.77247116e+00 -1.03736347e-01  1.10356015e+02], [34.63355755805969]
[  4.69783581  -0.1278692  110.40136793], [34.801393032073975]
[  5.60150649  -0.15726088 110.40832234], [34.96700882911682]
[  6.51956762  -0.17559029 110.41895545], [35.13014101982117]
[  7.42822052  -0.18713207 110.42272458], [35.2947883605957]
[  8.41235883  -0.21773864 110.44714552], [35.458855390548706]
[  9.38596501  -0.23527546 110.44365078], [35.62477707862854]
[ 10.4057319   -0.2952652  110.43504959], [35.791383028030396]
[ 11.40636973  -0.35789717 110.38461892], [35.95535469055176]
[ 12.4660368   -0.44218753 110.32290395], [36.12026262283325]
[ 13.53265602  -0.50793866 110.2371826 ], [36.285478591918945]
[ 14.63130857  -0.54126334 110.15046974], [36.449195861816406]
[ 15.70020264  -0.53297199 110.06980758], [36.613492012023926]
[ 16.74456196  -0.50269458 110.01650041], [36.77903509140015]
[ 17.79555769  -0.46857108 109.9757173 ], [36.95296049118042]
[ 18.8760678   -0.41734578 109.91851498], [37.11813449859619]
[ 19.97310682  -0.40327263 109.88687377], [37.2894127368927]
[ 21.05677141  -0.36030345 109.87667502], [37.46200394630432]
[ 22.13832224  -0.38509313 109.86444323], [37.62959551811218]
[ 23.15977415  -0.46105274 109.85995065], [37.79392957687378]
[ 24.14994059  -0.52754258 109.85830331], [37.95871710777283]
[ 25.15712857  -0.52929002 109.85149369], [38.12599730491638]
[ 26.15390244  -0.5546844  109.84771623], [38.2900288105011]
[ 27.14650188  -0.56223951 109.8420967 ], [38.45761513710022]
[ 28.08339636  -0.5877135  109.84298261], [38.62293577194214]
[ 29.03746309  -0.58091649 109.83804973], [38.79129672050476]
[ 29.96055906  -0.58305612 109.83362739], [38.9580283164978]
[ 30.89082773  -0.5825281  109.82545051], [39.12437915802002]
[ 31.79167709  -0.58155335 109.82083189], [39.2894504070282]
[ 32.65211111  -0.59629444 109.8205729 ], [39.459161043167114]
[ 33.46986474  -0.57021159 109.82800396], [39.62386751174927]
[ 34.24921024  -0.56745222 109.84339412], [39.80177593231201]
[ 34.98811799  -0.55707637 109.86771582], [39.967889070510864]
[ 35.69957954  -0.53907992 109.89577518], [40.13415193557739]
[ 36.39599617  -0.51885504 109.91815914], [40.301212549209595]
[ 37.12317914  -0.51926618 109.92571093], [40.466392517089844]
[ 37.68849966  -0.52820344 109.9867139 ], [40.63249111175537]
[ 38.28467337  -0.52142826 110.0258672 ], [40.79814267158508]
[ 38.88161834  -0.52453822 110.06450007], [40.96560621261597]
[ 39.43615641  -0.55724051 110.11124748], [41.13134741783142]
[ 39.91811805  -0.59842694 110.17770478], [41.29957127571106]
[ 40.41889405  -0.67100334 110.23460522], [41.46477937698364]
[ 40.96182856  -0.64660443 110.27455635], [41.630340814590454]
[ 41.4471564   -0.63991672 110.33434382], [41.795780420303345]
[ 41.85510619  -0.68333592 110.42267147], [41.964503049850464]
[ 42.26848155  -0.7450657  110.50355724], [42.1290922164917]
[ 41.93885994   0.12284418 110.59682884], [42.296542167663574]
[ 41.50959168   0.5466799  110.66853985], [42.46326804161072]
[ 41.15341357   0.90761554 110.72179542], [42.63056540489197]
[ 41.57193981   0.76070025 110.53228962], [42.79671812057495]
[ 41.60792745   1.0582213  110.47537112], [42.965789556503296]
[ 41.33653303   1.59609631 110.50702535], [43.130425691604614]
[ 41.22447545   1.80657521 110.47975503], [43.299018144607544]
[ 41.52286798   1.84490406 110.32483048], [43.463968992233276]
[ 41.7069332    2.02822947 110.20508578], [43.63148093223572]
[ 41.50035087   2.51433847 110.2086514 ], [43.80842423439026]
[ 41.43261672   2.81263524 110.15982604], [43.972537994384766]
[ 41.56280518   2.94647672 110.05784361], [44.13604140281677]
[ 41.72307474   3.14606501 109.9432375 ], [44.30109119415283]
[ 41.62280289   3.59095322 109.90990534], [44.46611452102661]
[ 41.51890654   3.99674126 109.87351337], [44.632190465927124]
[ 41.63201225   4.20639312 109.77389066], [44.79847812652588]
[ 41.71727545   4.47548656 109.68645406], [44.963491916656494]
[ 41.67713477   4.86969092 109.63263999], [45.127827644348145]
[ 41.62244538   5.27851077 109.58062522], [45.29432010650635]
[ 41.69147948   5.55805317 109.49418134], [45.459983587265015]
[ 41.74630405   5.85798924 109.41553606], [45.62537097930908]
[ 41.73792315   6.25274644 109.34912742], [45.79149675369263]
[ 41.73415188   6.65686022 109.27864813], [45.95716738700867]
[ 41.73783548   7.0032188  109.21264077], [46.122522830963135]
[ 41.74912177   7.31372282 109.14624193], [46.28895950317383]
[ 41.76671484   7.68550769 109.07184134], [46.4543616771698]
[ 41.74651183   8.07500956 109.00916712], [46.618547439575195]
[ 41.73939694   8.44840191 108.9417649 ], [46.78351664543152]
[ 41.75320334   8.77155902 108.87303685], [46.94962954521179]
[ 41.75105504   9.135537   108.80580071], [47.11446690559387]
[ 41.72916575   9.53241237 108.74302928], [47.28141975402832]
[ 41.65872007   9.94208796 108.6943992 ], [47.4467236995697]
[ 41.61495325  10.33588165 108.63781398], [47.61351442337036]
[ 41.55783663  10.68711828 108.59168001], [47.78001117706299]
[ 41.50307559  11.08699889 108.5375205 ], [47.9455771446228]
[ 41.43121824  11.4924108  108.48821781], [48.11367082595825]
[ 41.35599981  11.89736424 108.43958066], [48.282079458236694]
[ 41.29658054  12.3021752  108.38450376], [48.44795775413513]
[ 41.22106074  12.69117786 108.33601548], [48.61356496810913]
[ 41.11893282  13.09865431 108.29381537], [48.78014850616455]
[ 41.05109036  13.50055338 108.23838207], [48.94670510292053]
[ 40.95109349  13.91416994 108.19415139], [49.1122612953186]
[ 40.8645694   14.32513344 108.14340484], [49.279356956481934]
[ 40.77288769  14.75679681 108.09202783], [49.446436405181885]
[ 40.67200073  15.18842099 108.04242842], [49.612972259521484]
[ 40.55719195  15.61090066 107.99661188], [49.77865648269653]
[ 40.41804069  15.98868531 107.96438681], [49.94516038894653]
[ 40.29743018  16.4280357  107.91538833], [50.11005759239197]
[ 40.1679982   16.82440253 107.87614678], [50.27838206291199]
[ 40.02009748  17.25583058 107.83705033], [50.44585084915161]
[ 39.87749496  17.703316   107.79227821], [50.61231875419617]
[ 39.71227012  18.14319839 107.75546623], [50.782363176345825]
[ 39.60388026  18.5698723  107.70043938], [50.95388102531433]
[ 39.4543124   19.00463532 107.6574794 ], [51.12257409095764]
[ 39.26521348  19.45271808 107.62064058], [51.28879427909851]
[ 39.06942624  19.84437454 107.59419989], [51.45383858680725]
[ 38.90627404  20.25549491 107.55232325], [51.619991302490234]
[ 38.7400603   20.65734209 107.51308649], [51.78457427024841]
[ 38.54465805  21.06438148 107.48098081], [51.948549032211304]
