[ 0.  0. 50.], [2.275679349899292]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [2.798710823059082]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [2.8596391677856445]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [2.9170339107513428]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [2.974604368209839]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.031114101409912]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.092416286468506]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.1485066413879395]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.220125198364258]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.2920496463775635]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.3645033836364746]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.434288501739502]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.4973320960998535]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.5550713539123535]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.616370916366577]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.6764800548553467]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.741917133331299]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.8081459999084473]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.8716442584991455]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [3.9410462379455566]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.000856876373291]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.0665528774261475]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.124064207077026]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.182644605636597]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.240809679031372]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.294621706008911]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.351156949996948]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.414310693740845]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.469986915588379]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.525859355926514]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.584858655929565]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.649747610092163]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.7053985595703125]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.7663819789886475]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.823319911956787]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.883968353271484]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.938514232635498]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [4.999685764312744]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.059230804443359]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.1190245151519775]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.183108568191528]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.24724268913269]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.319249153137207]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.37601375579834]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.437396049499512]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.494961977005005]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.5509889125823975]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.604764699935913]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.662259578704834]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.720132112503052]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.779917478561401]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.8394176959991455]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.909044027328491]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [5.96796441078186]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.02544379234314]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.0850489139556885]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.1440269947052]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.203192234039307]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.261821031570435]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.327395439147949]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.388128042221069]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.448153734207153]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.506226062774658]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.565408229827881]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.6200408935546875]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.6775712966918945]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.742968797683716]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.80502724647522]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.8603737354278564]
[6.9273847e-310 1.4080871e-321 3.7699368e-317], [6.920255899429321]
