[ 0.0 0.0 0.0],[ 167.86561369675738 167.86561369675707 167.86561369675755],[ 0.0 0.0 0.0],[ 167.86561369675732 167.8656136967572 167.8656136967573],[33.81265449523926]
[ 0.0 0.32421146982790516 0.3242181117845187],[ 167.86561369675738 167.86561369675707 167.86561369675755],[ 0.0 0.020978942477191967 0.02098048568318911],[ 167.86561369675732 167.8656136967572 167.8656136967573],[34.342828035354614]
[ 0.0 0.16286612190232042 0.16287277610353645],[ 167.9731303832716 168.0136357551379 168.01363953835994],[ 0.0 0.0 0.0],[ 167.8786587950068 167.87180654229743 167.87180501444902],[34.46675658226013]
[ 0.0 0.14446246880656796 0.14446763430057075],[ 167.9860426709936 168.0612855296193 168.06129114985194],[ 0.0 0.0 0.0],[ 167.87770361230687 167.87030744546755 167.8703051748053],[34.58711266517639]
[ 0.0 0.16701829175234903 0.16702540418758788],[ 167.98274321317754 168.09040588881354 168.09041272702],[ 0.0 0.0 0.0],[ 167.87512956938045 167.8695190677976 167.86951657242238],[34.70836853981018]
[ 0.0 0.1919843475965366 0.19199360675498772],[ 167.98386948474447 168.1242365887961 168.1242453304934],[ 0.0 0.0 0.0],[ 167.8731095999943 167.86881852318112 167.86881524313117],[34.82813787460327]
[ 0.0 0.21629490506941712 0.21630608378466196],[ 167.9894670409307 168.16294523002804 168.16295660448034],[ 0.0 0.0 0.0],[ 167.87161688465906 167.86828198590356 167.86827833497745],[34.95005130767822]
[ 0.0 0.24045336630074074 0.2404663870360723],[ 167.9981732709098 168.20505042947627 168.20506514462986],[ 0.0 0.0 0.0],[ 167.87051853570838 167.86788055116233 167.86787651937465],[35.07106566429138]
[ 0.0 0.26460334619609793 0.2646181286643222],[ 168.0091436571093 168.24963019162044 168.2496489451867],[ 0.0 0.0 0.0],[ 167.86970577824482 167.86758161662232 167.86757720301958],[35.191847801208496]
[ 0.0 0.28875992407053597 0.28877636060015566],[ 168.02180338152453 168.2960587331605 168.29608221559468],[ 0.0 0.0 0.0],[ 167.8692351225176 167.86729182218184 167.86729019659285],[35.31342148780823]
[ 0.0 0.31292980305927715 0.3129477712753548],[ 168.03572855196367 168.34387489725293 168.3439037903172],[ 0.0 0.0 0.0],[ 167.86876557127374 167.86713799403304 167.8671362554292],[35.44204878807068]
[ 0.0 0.3371196369858799 0.3371390085756583],[ 168.0506044294983 168.39273627963777 168.39277125598858],[ 0.0 0.0 0.0],[ 167.8684182542046 167.8670234357689 167.86702158253738],[35.563167572021484]
[ 0.0 0.3613336795873796 0.361354324405204],[ 168.06619792347132 168.44238931451946 168.44243103828427],[ 0.0 0.0 0.0],[ 167.8681614683479 167.86693821364776 167.86693624373646],[35.69210124015808]
[ 0.0 0.38557603333353835 0.38559782200351944],[ 168.0823362057175 168.49264592709426 168.4926950548185],[ 0.0 0.0 0.0],[ 167.86794348420332 167.86688855530983 167.86688743390673],[35.82070183753967]
[ 0.0 0.40984915549673834 0.4098719603792966],[ 168.09889147468587 168.54336703048145 168.54342421227784],[ 0.0 0.0 0.0],[ 167.86780639870113 167.86684009138642 167.86683890988635],[35.94436311721802]
[ 0.0 0.4341549648722753 0.43417866061827304],[ 168.11576902361602 168.59444951666495 168.59451539729102],[ 0.0 0.0 0.0],[ 167.867705283669 167.86680425905476 167.86680301459677],[36.064680099487305]
[ 0.0 0.458494777911766 0.4585192415430985],[ 168.1328987103303 168.64581698439866 168.64589220424642],[ 0.0 0.0 0.0],[ 167.86763080330113 167.86677786022514 167.86677655029553],[36.18489217758179]
[ 0.0 0.4828695826427474 0.4828946934773817],[ 168.15022855631972 168.69741277141512 168.69749796734388],[ 0.0 0.0 0.0],[ 167.86757604199374 167.86675850669673 167.8667571291393],[36.30539059638977]
[ 0.0 0.5072800947635858 0.5073057342088654],[ 168.16772005987653 168.74919485880662 168.74929066484702],[ 0.0 0.0 0.0],[ 167.8675358781246 167.86674441410244 167.86674296709117],[36.42622470855713]
[ 0.0 0.5317268343045619 0.5317528856311738],[ 168.18534468943162 168.80113205988852 168.80123910779432],[ 0.0 0.0 0.0],[ 167.86750651872873 167.8667342493161 167.86673273132766],[36.54687547683716]
[ 0.0 0.5562101813893771 0.5562365294888267],[ 168.20308132475148 168.8532012365871 168.8533201562793],[ 0.0 0.0 0.0],[ 167.86748515485286 167.8667270163239 167.86672542609946],[36.66770696640015]
[ 0.0 0.5807304159763456 0.5807569471564775],[ 168.2209143280834 168.90538520445568 168.90551662435448],[ 0.0 0.0 0.0],[ 167.86746970631344 167.86672197095683 167.86672030746558],[36.78836631774902]
[ 0.0 0.6052877457628303 0.6053143475526892],[ 168.23883213117986 168.95767119692505 168.9578157442043],[ 0.0 0.0 0.0],[ 167.86745863268476 167.86671855718114 167.86671681958336],[36.91033887863159]
[ 0.0 0.6298823266904507 0.6299088876833946],[ 168.2568261851318 169.01004972444332 169.01020802521504],[ 0.0 0.0 0.0],[ 167.867450793293 167.8667163595226 167.86671454714033],[37.030441761016846]
[ 0.0 0.6545142776900439 0.6545406874222579],[ 168.2748901819517 169.06251372902537 169.0626864084719],[ 0.0 0.0 0.0],[ 167.86744534351558 167.86671506752032 167.8667131798114],[37.1525194644928]
[ 0.0 0.6791836912616553 0.6792098400982466],[ 168.29301947746782 169.11505795749514 169.115245639962],[ 0.0 0.0 0.0],[ 167.86744165797867 167.86671444917528 167.86671248570806],[37.27318048477173]
[ 0.0 0.7038906411152877 0.7039164201737091],[ 168.31121066323996 169.16767849673627 169.16788180579448],[ 0.0 0.0 0.0],[ 167.867439273669 167.86671433111462 167.8667122915475],[37.3930881023407]
[ 0.0 0.7286351876276601 0.7286604887121689],[ 168.3294612489817 169.22037242897224 169.22059198745458],[ 0.0 0.0 0.0],[ 167.86743784780404 167.86671458376858 167.86671246783538],[37.51451301574707]
[ 0.0 0.753417381788564 0.7534420973437055],[ 168.34776942688111 169.2731375759797 169.2733740060046],[ 0.0 0.0 0.0],[ 167.86743712663178 167.8667151103006 167.86671291779533],[37.63502645492554]
[ 0.0 0.7782372680053834 0.7782612910743282],[ 168.36613389660894 169.32597230927112 169.32622623225004],[ 0.0 0.0 0.0],[ 167.86743692231403 167.8667158383297 167.8667135690961],[37.75633931159973]
[ 0.0 0.8030948861321751 0.8031181103410356],[ 168.38455373542033 169.37887540914124 169.37914744577708],[ 0.0 0.0 0.0],[ 167.86743709582115 167.8667167137548 167.8667143676765],[37.87682604789734]
[ 0.0 0.8279902728934356 0.8280125924239866],[ 168.40302830162176 169.43184596001404 169.43213673030075],[ 0.0 0.0 0.0],[ 167.8674375442537 167.86671769613184 167.86671527312478],[37.996299743652344]
[ 0.0 0.8529234629237709 0.8529447725027046],[ 168.421557162863 169.48488327268151 169.4851933958878],[ 0.0 0.0 0.0],[ 167.86743819146253 167.86671875522308 167.86671625522982],[38.119478702545166]
[ 0.0 0.8778944894828423 0.8779146843822827],[ 168.44014004283116 169.53798682652246 169.5383169211799],[ 0.0 0.0 0.0],[ 167.86743898109478 167.86671986841924 167.8667172914034],[38.24041938781738]
[ 0.0 0.9029033849904708 0.9029223610178116],[ 168.45877678159874 169.5911562265563 169.5915069104434],[ 0.0 0.0 0.0],[ 167.86743987145394 167.86672101881308 167.8667183647544],[38.361732482910156]
[ 0.0 0.9279501813809153 0.9279678348758869],[ 168.47746730615154 169.64439117149763 169.6447630616254],[ 0.0 0.0 0.0],[ 167.86744083168827 167.86672219375498 167.86671946264738],[38.48381066322327]
[ 0.0 0.9530349103661659 0.9530511382168334],[ 168.49621160844052 169.69769143000246 169.69808514259603],[ 0.0 0.0 0.0],[ 167.86744183897054 167.86672338377952 167.86672057563058],[38.60300135612488]
[ 0.0 0.9781576036292708 0.9781723032631972],[ 168.5150097290671 169.75105682298954 169.7514729734664],[ 0.0 0.0 0.0],[ 167.86744287641397 167.86672458180507 167.86672169662833],[38.723875522613525]
[ 0.0 1.0033182929417737 1.0033313623355267],[ 168.5338617451147 169.80448721048052 169.80492641343844],[ 0.0 0.0 0.0],[ 167.8674439315228 167.86672578252384 167.8667228203422],[38.845616817474365]
