[0. 0. 0.], [30.269376754760742]
[ 0.000e+00 -1.000e-02  5.499e+01], [30.86426830291748]
[ 1.000e-02 -1.000e-02  5.499e+01], [30.948060035705566]
[ 2.000e-02 -1.000e-02  5.499e+01], [31.030855178833008]
[-3.000e-02 -6.000e-02  5.495e+01], [31.116076231002808]
[ 0.36  0.06 55.16], [31.198607444763184]
[ 0.26  0.16 55.19], [31.281170129776]
[3.900e-01 5.000e-02 5.512e+01], [31.36476731300354]
[ 0.33  0.   55.09], [31.447640657424927]
[4.100e-01 3.000e-02 5.509e+01], [31.531251192092896]
[5.500e-01 1.000e-02 5.511e+01], [31.615386724472046]
[7.400e-01 1.000e-02 5.512e+01], [31.69983196258545]
[ 0.76 -0.14 55.19], [31.783087491989136]
[ 9.500e-01 -3.000e-02  5.524e+01], [31.866214752197266]
[1.070e+00 2.000e-02 5.521e+01], [31.949775218963623]
[1.300e+00 2.000e-02 5.526e+01], [32.03325366973877]
[1.470e+00 5.000e-02 5.534e+01], [32.1170608997345]
[ 1.52 -0.07 55.3 ], [32.20002889633179]
[ 1.7   0.1  55.28], [32.28332209587097]
[ 1.780e+00 -3.000e-02  5.533e+01], [32.36666941642761]
[ 1.91  0.07 55.39], [32.449666023254395]
[1.940e+00 4.000e-02 5.537e+01], [32.53268361091614]
[ 2.170e+00 -1.000e-02  5.539e+01], [32.61607623100281]
[ 2.4   0.09 55.5 ], [32.69997262954712]
[ 2.54  0.   55.46], [32.78341197967529]
[ 2.73 -0.22 55.58], [32.86595869064331]
[ 3.03 -0.18 55.41], [32.94923686981201]
[ 3.23  0.   55.53], [33.032784938812256]
[ 3.52 -0.06 55.69], [33.11755180358887]
[ 3.91e+00 -2.00e-02  5.55e+01], [33.20083546638489]
[ 4.2  -0.23 55.3 ], [33.28489422798157]
[ 4.98  0.23 55.57], [33.369640827178955]
[ 5.16 -0.08 55.54], [33.453269481658936]
[ 5.64  0.1  55.59], [33.537182331085205]
[5.82e+00 5.00e-02 5.54e+01], [33.62064838409424]
[6.120e+00 1.000e-02 5.555e+01], [33.710811138153076]
[ 6.18  0.   55.79], [33.79716634750366]
[ 6.69 -0.09 55.6 ], [33.88289833068848]
[ 6.96  0.24 55.64], [33.96809959411621]
[ 7.12  0.16 55.65], [34.05296730995178]
[ 7.44  0.06 55.58], [34.137335777282715]
[ 7.870e+00 -1.000e-02  5.554e+01], [34.22128677368164]
[ 8.01 -0.06 55.46], [34.30480456352234]
[ 8.23  0.1  55.44], [34.389439821243286]
[ 8.4   0.45 55.52], [34.47619581222534]
[ 8.78  0.18 55.49], [34.56018948554993]
[ 9.02  0.25 55.46], [34.64408612251282]
[ 9.25  0.26 55.24], [34.72857999801636]
[ 9.61  0.15 55.43], [34.813055753707886]
[10.04  0.38 55.02], [34.89769005775452]
[10.27  0.16 55.25], [34.98184895515442]
[10.51  0.32 55.28], [35.06634545326233]
[10.56  0.25 55.22], [35.15013027191162]
[1.094e+01 1.000e-02 5.527e+01], [35.23433470726013]
[1.099e+01 3.000e-02 5.499e+01], [35.31866717338562]
[11.51  0.2  55.06], [35.40304660797119]
[11.88  0.37 54.96], [35.487154960632324]
[11.99  0.61 55.47], [35.57051610946655]
[12.43  0.4  54.82], [35.654614210128784]
[12.6   0.62 54.91], [35.73849558830261]
[12.79  0.39 54.72], [35.823134660720825]
[13.08  0.34 54.96], [35.9073371887207]
[13.28  0.12 54.59], [35.99216556549072]
[13.53  0.26 54.65], [36.077582359313965]
[13.86  0.11 54.39], [36.162423849105835]
[1.414e+01 5.000e-02 5.422e+01], [36.245952129364014]
[14.35  0.64 54.3 ], [36.32991099357605]
[14.45  0.29 54.11], [36.41361403465271]
[14.65  0.12 54.  ], [36.49855923652649]
[15.11 -0.07 53.15], [36.58405375480652]
[15.36  0.13 53.8 ], [36.67373824119568]
[15.44  0.54 54.06], [36.75829553604126]
[15.68  0.46 53.86], [36.842252254486084]
[15.73  0.45 54.05], [36.92666220664978]
[15.62  0.46 54.2 ], [37.01062321662903]
[16.28  0.1  53.68], [37.09514379501343]
[16.64  0.07 53.84], [37.18357014656067]
[16.89  0.45 53.52], [37.26954746246338]
[17.26  0.69 53.4 ], [37.35440111160278]
[17.28  0.26 52.76], [37.44319438934326]
[16.06  1.02 54.01], [37.527907371520996]
[15.71  1.34 54.24], [37.613078594207764]
[15.54  1.38 53.93], [37.69712018966675]
[15.33  1.44 54.11], [37.78133487701416]
[15.32  1.47 53.77], [37.86537051200867]
[15.13  1.7  54.11], [37.94985747337341]
[15.01  1.93 54.5 ], [38.03510928153992]
[15.06  2.14 54.09], [38.11961340904236]
[15.32  2.01 54.03], [38.203123807907104]
[15.35  2.83 54.18], [38.287920236587524]
[15.42  2.85 53.95], [38.37168312072754]
[15.17  2.97 53.92], [38.45528864860535]
[14.98  2.87 54.12], [38.54032278060913]
[14.92  2.93 53.89], [38.625022172927856]
[15.13  3.42 54.01], [38.70899844169617]
[15.04  3.5  53.97], [38.79313588142395]
[15.01  3.52 53.96], [38.87695670127869]
[15.21  3.4  53.89], [38.96133327484131]
[15.04  3.63 53.8 ], [39.045536279678345]
[14.92  4.27 53.99], [39.129920959472656]
[15.74  4.89 54.1 ], [39.21376323699951]
[15.85  4.8  53.45], [39.29896378517151]
[15.27  5.49 53.83], [39.38304781913757]
[15.25  5.6  54.08], [39.46720552444458]
[15.95  5.82 53.26], [39.55155372619629]
[15.62  5.93 53.94], [39.63610792160034]
[15.93  6.38 52.84], [39.719672441482544]
[15.98  6.58 53.54], [39.803576946258545]
[16.39  7.46 51.3 ], [39.88863015174866]
[16.6   7.46 53.2 ], [39.973350048065186]
[16.5   8.01 53.4 ], [40.05838370323181]
[16.38  8.44 53.7 ], [40.14289045333862]
[16.25  8.4  53.67], [40.226391553878784]
[16.27  8.46 53.74], [40.3104772567749]
[16.31  8.47 53.75], [40.39535093307495]
[16.24  8.72 53.61], [40.4801185131073]
[16.49  9.33 53.75], [40.56521391868591]
[17.    9.12 53.17], [40.650147676467896]
[16.46  9.67 53.7 ], [40.73398542404175]
[16.79  9.52 53.64], [40.81806397438049]
[17.28 10.   52.5 ], [40.90291666984558]
[16.69 10.68 53.07], [40.9872043132782]
[16.65 11.06 53.87], [41.07117557525635]
[16.42 11.53 53.77], [41.15648674964905]
[16.5  11.56 53.55], [41.24155879020691]
[16.77 11.31 53.43], [41.32554316520691]
[16.67 11.53 53.53], [41.40934610366821]
[16.36 12.08 54.5 ], [41.49352264404297]
[16.76 12.32 53.76], [41.577598094940186]
[16.72 12.55 53.28], [41.66242289543152]
[16.73 12.74 53.11], [41.747122287750244]
[16.41 12.9  53.  ], [41.83139705657959]
[16.79 12.79 53.71], [41.91597938537598]
[15.88 14.11 53.6 ], [42.00057792663574]
[16.91 13.96 53.32], [42.08497214317322]
[16.62 14.15 53.2 ], [42.16957402229309]
[16.32 14.23 53.68], [42.25390863418579]
[16.58 14.46 53.31], [42.338892698287964]
[16.44 14.28 53.91], [42.423707485198975]
[15.98 14.79 54.46], [42.50831604003906]
[16.09 15.25 53.96], [42.59269165992737]
[16.32 15.29 53.95], [42.67720913887024]
[16.29 15.11 54.22], [42.761255502700806]
[15.26 15.67 55.65], [42.845298051834106]
[16.09 16.26 53.6 ], [42.930047035217285]
[16.22 16.17 53.71], [43.01476335525513]
[16.32 16.09 53.52], [43.100255727767944]
[16.97 16.26 53.36], [43.18519163131714]
[17.06 17.22 52.64], [43.26913928985596]
[16.15 16.89 54.09], [43.35323214530945]
[16.21 17.47 53.67], [43.43742918968201]
[16.12 18.13 53.68], [43.521366357803345]
[16.33 17.84 53.4 ], [43.605520725250244]
[16.22 18.09 53.73], [43.69058966636658]
[16.51 17.59 54.18], [43.77508878707886]
[14.5  16.7  54.89], [43.85870695114136]
[15.74 15.58 54.82], [43.9422333240509]
[15.36 15.55 55.  ], [44.02590322494507]
[15.33 15.07 55.62], [44.109455823898315]
[14.92 15.29 56.07], [44.193947553634644]
[14.63 15.68 55.43], [44.27808451652527]
[14.43 15.22 55.25], [44.3621461391449]
[14.35 15.24 55.22], [44.44608521461487]
[13.9  14.91 56.2 ], [44.530476808547974]
[13.76 14.99 56.06], [44.61468458175659]
[13.69 14.69 56.13], [44.699394941329956]
[12.89 14.94 56.26], [44.784111976623535]
[12.84 14.67 56.35], [44.868030071258545]
[13.03 14.76 55.96], [44.9518928527832]
[12.56 14.51 56.16], [45.035889625549316]
