[  0.   0. 110.], [2.689680814743042]
[4.66072154e-310 4.66072206e-310 1.58101007e-322], [3.5838160514831543]
[6.93078655e-310 2.12199579e-314 4.66072206e-310], [3.711353302001953]
[6.93078655e-310 2.12199579e-314 4.66072206e-310], [3.833174467086792]
[6.93078655e-310 2.12199579e-314 4.66072206e-310], [3.951977491378784]
[6.93078655e-310 2.12199579e-314 4.66072206e-310], [4.081550121307373]
[6.93078655e-310 2.12199579e-314 4.66072206e-310], [4.205989360809326]
[6.93078655e-310 2.12199579e-314 4.66072206e-310], [4.338068723678589]
[6.93078655e-310 2.12199579e-314 4.66072206e-310], [4.460740804672241]
[6.93078655e-310 2.12199579e-314 4.66072206e-310], [4.578214883804321]
[6.93078655e-310 2.12199579e-314 4.66072206e-310], [4.6960389614105225]
[6.93078655e-310 2.12199579e-314 4.66072206e-310], [4.810974359512329]
[6.93078655e-310 2.12199579e-314 4.66072206e-310], [4.924203634262085]
[6.93078655e-310 2.12199579e-314 4.66072206e-310], [5.0419862270355225]
[6.93078655e-310 2.12199579e-314 4.66072206e-310], [5.162369251251221]
