[0. 0. 0.], [30.532975435256958]
[-1.000e-02 -1.000e-02  5.499e+01], [31.132654428482056]
[-1.000e-02  0.000e+00  5.497e+01], [31.219677209854126]
[-1.000e-02  0.000e+00  5.498e+01], [31.30516815185547]
[ 2.27  0.11 55.68], [31.38956356048584]
[13.04  9.9  54.82], [31.474921226501465]
[ 6.7   5.32 54.28], [31.55931782722473]
[ 5.54  4.01 55.25], [31.643162488937378]
[ 4.05  3.36 55.43], [31.727433443069458]
[ 3.93  4.11 55.32], [31.811811208724976]
[ 3.78  3.9  55.45], [31.897017002105713]
[ 3.7   4.15 55.3 ], [31.98190188407898]
[ 3.83  4.2  55.27], [32.06667494773865]
[ 3.8   4.27 55.31], [32.15196371078491]
[ 3.78  4.28 55.32], [32.2364227771759]
[ 3.79  4.3  55.33], [32.32235026359558]
[ 3.84  4.28 55.34], [32.407689809799194]
[ 3.87  4.27 55.33], [32.493104219436646]
[ 3.89  4.26 55.32], [32.57759761810303]
[ 3.93  4.27 55.32], [32.66268467903137]
[ 3.96  4.31 55.32], [32.7475745677948]
[ 4.01  4.38 55.3 ], [32.83261227607727]
[ 4.    4.44 55.29], [32.917325019836426]
[ 4.02  4.44 55.31], [33.002403259277344]
[ 4.03  4.42 55.31], [33.087027072906494]
[ 4.06  4.4  55.32], [33.17301678657532]
[ 4.09  4.36 55.3 ], [33.256951570510864]
[ 4.12  4.4  55.29], [33.34164881706238]
[ 4.17  4.45 55.27], [33.42670440673828]
[ 4.19  4.5  55.28], [33.51126480102539]
[ 5.32  5.07 54.  ], [33.59674644470215]
[10.62 12.29 53.88], [33.68135619163513]
[12.65 15.17 51.75], [33.765167236328125]
[13.56 15.84 52.06], [33.8494086265564]
[11.87 12.88 52.7 ], [33.9337739944458]
[10.68 11.54 52.42], [34.01842665672302]
[10.47 11.64 52.84], [34.10249996185303]
[10.72 11.38 53.07], [34.186864614486694]
[10.8  12.01 54.14], [34.27200889587402]
[10.82 11.96 53.67], [34.356804609298706]
[10.88 11.56 53.79], [34.44084048271179]
[10.73 11.31 53.65], [34.52495622634888]
[10.54 11.24 53.74], [34.60973906517029]
[10.39 11.33 53.75], [34.69349265098572]
[10.39 11.24 53.88], [34.77718114852905]
[10.51 11.29 53.91], [34.8616988658905]
[10.51 11.25 53.89], [34.94628357887268]
[10.33 11.26 53.95], [35.030519008636475]
[10.44 11.22 53.98], [35.11450433731079]
[10.29 11.19 54.17], [35.197877645492554]
[10.42 11.13 54.12], [35.28282117843628]
[10.45 11.1  54.12], [35.36777377128601]
[10.46 11.11 54.12], [35.45223379135132]
[10.5  11.06 54.16], [35.53646731376648]
[10.36 10.49 56.97], [35.620434045791626]
[13.24 -3.08 55.59], [35.705724239349365]
[12.1   3.85 55.64], [35.790549993515015]
[10.55  4.42 55.5 ], [35.87496638298035]
[ 9.41  3.75 55.42], [35.95904541015625]
[ 9.54  3.35 55.38], [36.04295873641968]
[ 9.58  4.1  55.75], [36.12772464752197]
[ 9.66  3.92 55.28], [36.21189284324646]
[ 9.62  4.54 55.48], [36.29584455490112]
[ 9.72  4.46 54.59], [36.380354166030884]
[ 9.78  4.9  55.38], [36.46510672569275]
[ 9.34  4.91 54.89], [36.550315141677856]
[ 9.84  5.02 55.31], [36.635063886642456]
[ 9.96  5.01 55.14], [36.718714475631714]
[ 9.95  4.98 55.16], [36.80269193649292]
[ 9.93  4.94 55.19], [36.887491941452026]
[ 9.89  4.94 55.19], [36.97187662124634]
[ 9.89  4.94 55.21], [37.05585289001465]
[ 9.88  4.94 55.2 ], [37.139362812042236]
[ 9.87  4.95 55.2 ], [37.22369718551636]
[ 9.84  4.97 55.19], [37.30792760848999]
[ 9.73  4.87 55.26], [37.39191508293152]
[ 9.72  4.94 55.25], [37.47585439682007]
[ 9.71  4.9  55.26], [37.55991721153259]
[ 9.71  4.9  55.24], [37.642667293548584]
[ 9.92  2.4  55.92], [37.726324796676636]
[13.92 -5.96 54.86], [37.81112504005432]
[12.14  0.89 54.99], [37.89526081085205]
[10.27  0.71 55.44], [37.979010581970215]
[9.40e+00 2.00e-02 5.54e+01], [38.06335735321045]
[ 9.49  0.18 55.5 ], [38.14722037315369]
[9.720e+00 4.000e-02 5.561e+01], [38.231441259384155]
[ 9.64  0.19 55.61], [38.315184593200684]
[ 9.64  0.31 55.57], [38.39911127090454]
[ 9.62  0.34 55.55], [38.48331832885742]
[ 9.66  0.31 55.54], [38.56740117073059]
[ 9.63  0.33 55.55], [38.65140199661255]
[ 9.68  0.34 55.52], [38.734920263290405]
[ 9.68  0.41 55.51], [38.81983017921448]
[ 9.75  0.47 55.5 ], [38.90442633628845]
[ 9.71  0.52 55.53], [38.98918104171753]
[ 9.73  0.5  55.54], [39.07417297363281]
[ 9.74  0.49 55.53], [39.158047914505005]
[ 9.75  0.46 55.52], [39.241835832595825]
[ 9.75  0.46 55.52], [39.3258581161499]
[ 9.74  0.46 55.52], [39.409747838974]
[ 9.75  0.46 55.53], [39.49422597885132]
[ 9.76  0.46 55.53], [39.57822394371033]
[ 9.75  0.47 55.54], [39.66201066970825]
[ 9.8   0.38 55.42], [39.746073961257935]
[ 9.72 -2.43 55.71], [39.83019733428955]
[ 15.16 -15.02  50.88], [39.91406536102295]
[12.11 -7.62 54.16], [39.99736785888672]
[ 9.7  -4.62 55.26], [40.08108162879944]
[ 8.77 -4.32 55.44], [40.165079832077026]
[ 9.2  -4.13 55.23], [40.24904131889343]
[ 9.62 -4.41 55.1 ], [40.333876848220825]
[ 9.92 -3.98 55.26], [40.41772246360779]
[ 9.8  -3.98 55.25], [40.50164341926575]
[ 9.78 -3.8  55.25], [40.586058139801025]
[ 9.81 -3.93 55.2 ], [40.66986918449402]
[ 9.84 -3.95 55.19], [40.75432848930359]
[ 9.8  -3.94 55.21], [40.83941435813904]
[ 9.78 -3.93 55.22], [40.92392873764038]
[ 9.76 -3.9  55.23], [41.007938861846924]
[ 9.79 -4.01 55.15], [41.09238362312317]
[ 9.85 -3.97 55.19], [41.17746925354004]
[ 9.81 -3.96 55.19], [41.261707067489624]
[ 9.82 -3.98 55.2 ], [41.34679675102234]
[ 9.82 -3.99 55.2 ], [41.432178020477295]
[ 9.83 -3.97 55.21], [41.517144203186035]
[ 9.84 -4.05 55.23], [41.60210990905762]
[ 9.87 -4.06 55.22], [41.685542345047]
[ 9.9  -4.11 55.16], [41.770047187805176]
[ 9.89 -4.09 55.15], [41.854268074035645]
[ 9.35 -6.61 54.98], [41.93938422203064]
[ 14.89 -22.93  45.63], [42.030110359191895]
[ 14.2  -14.26  52.69], [42.11455583572388]
[ 10.85 -11.8   54.72], [42.19883871078491]
[ 10.51 -11.92  54.63], [42.28226399421692]
[ 11.05 -11.78  54.1 ], [42.36593675613403]
[ 10.38 -11.31  54.43], [42.45068836212158]
[ 10.12 -11.44  54.35], [42.53406739234924]
[ 10.03 -11.7   54.8 ], [42.618430614471436]
[ 10.55 -10.96  54.39], [42.70276141166687]
[ 10.57 -10.5   54.79], [42.7859320640564]
[ 10.42 -10.27  54.74], [42.870325326919556]
[ 10.24 -10.24  54.85], [42.95442461967468]
[ 10.31 -10.19  54.82], [43.03867983818054]
[ 10.38 -10.25  54.79], [43.12381291389465]
[ 10.34 -10.21  54.78], [43.20731830596924]
[ 10.39 -10.23  54.79], [43.29146361351013]
[ 10.37 -10.21  54.8 ], [43.37564253807068]
[ 10.36 -10.19  54.81], [43.46022009849548]
[ 10.36 -10.16  54.82], [43.54429817199707]
[ 10.36 -10.13  54.83], [43.62921929359436]
[ 10.36 -10.11  54.83], [43.71397638320923]
[ 10.36 -10.08  54.83], [43.798861503601074]
[ 10.31 -10.06  54.87], [43.88381886482239]
[ 10.29 -10.05  54.88], [43.968605041503906]
[  8.   -11.4   55.71], [44.052587032318115]
[-12.04  -6.67  49.53], [44.13711142539978]
[-1.12 -8.36 54.87], [44.22132706642151]
[  1.7  -10.31  55.84], [44.30512499809265]
[  4.14 -11.28  55.37], [44.38925218582153]
[  4.24 -10.96  55.22], [44.473315477371216]
[  4.45 -10.92  55.18], [44.55751419067383]
[  4.13 -10.51  55.47], [44.642197132110596]
[  4.01 -10.47  55.51], [44.726067543029785]
[  4.02 -10.42  55.51], [44.81086039543152]
[  4.14 -10.36  55.48], [44.89522695541382]
[  4.2  -10.36  55.39], [44.97995090484619]
[  4.08 -10.29  55.49], [45.064292430877686]
[  4.12 -10.25  55.46], [45.147804498672485]
[  4.19 -10.25  55.46], [45.233089208602905]
[  4.22 -10.21  55.46], [45.31765842437744]
[  4.23 -10.19  55.47], [45.40242338180542]
[  4.27 -10.14  55.46], [45.48697519302368]
[  4.34 -10.09  55.45], [45.571447134017944]
[  4.39 -10.04  55.43], [45.656311988830566]
[  4.43 -10.01  55.43], [45.74111604690552]
[ 4.43 -9.97 55.43], [45.82547569274902]
[ 4.36 -9.81 55.45], [45.90969800949097]
[ 4.38 -9.79 55.47], [45.99385738372803]
[ 4.41 -9.83 55.47], [46.07865643501282]
[ 5.45 -8.98 56.5 ], [46.16248178482056]
[ 8.43  2.76 56.46], [46.24677634239197]
[ 6.84 -0.32 55.84], [46.33066487312317]
[ 6.   -2.   55.94], [46.41555619239807]
[ 5.55 -3.09 55.63], [46.5009765625]
[ 5.46 -3.   55.68], [46.586191177368164]
[ 5.41 -3.04 55.62], [46.67077302932739]
[ 5.37 -3.   55.64], [46.75507402420044]
[ 5.33 -3.04 55.64], [46.83900499343872]
[ 5.24 -3.24 55.59], [46.92243313789368]
[ 5.27 -3.3  55.61], [47.00579047203064]
[ 5.25 -3.31 55.56], [47.09019660949707]
[ 5.15 -3.52 55.49], [47.17483139038086]
[ 5.12 -3.55 55.5 ], [47.258934020996094]
[ 5.22 -3.7  55.46], [47.34253787994385]
[ 5.13 -3.65 55.48], [47.42595982551575]
[ 5.17 -3.77 55.44], [47.51046419143677]
[ 5.09 -3.89 55.38], [47.594990968704224]
[ 5.06 -3.9  55.39], [47.67866063117981]
