[  0.   0. 110.], [33.12508487701416]
[4.67897638e-310 4.67897472e-310 1.11314790e+171], [33.6305046081543]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [33.751139640808105]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [33.872910499572754]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [33.99494791030884]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.11749601364136]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.238906383514404]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.36101198196411]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.482852935791016]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.60423731803894]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.72517538070679]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.84654974937439]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [34.96821689605713]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [35.0906445980072]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [35.212701082229614]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [35.33491802215576]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [35.4566433429718]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [35.578007221221924]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [35.69934964179993]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [35.82083034515381]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [35.941391706466675]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [36.062939167022705]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [36.18432307243347]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [36.30730485916138]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [36.4301872253418]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [36.552228927612305]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [36.67353916168213]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [36.7956964969635]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [36.91811418533325]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.04034066200256]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.162307024002075]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.283726930618286]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.405160427093506]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.52881169319153]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.65103530883789]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.77247428894043]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [37.8940794467926]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.01664447784424]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.13798427581787]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.259145736694336]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.381723403930664]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.503660440444946]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.62678074836731]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.756598711013794]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.87744736671448]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [38.99959659576416]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [39.12243580818176]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [39.243637561798096]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [39.36656403541565]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [39.48908305168152]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [39.61150765419006]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [39.734238386154175]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [39.856651306152344]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [39.979223012924194]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [40.101402044296265]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [40.22500944137573]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [40.346298933029175]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [40.468366384506226]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [40.59040808677673]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [40.71254801750183]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [40.83457946777344]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [40.956743001937866]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [41.07868695259094]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [41.200963735580444]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [41.32297611236572]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [41.44443726539612]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [41.56598925590515]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [41.68937706947327]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [41.8116614818573]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [41.9329252243042]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [42.056049823760986]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [42.17852449417114]
[3.63747559e+233 2.10917109e+214 4.67878889e-310], [42.301079988479614]
