[ 0.  0. 55.], [41.9925742149353]
[4.68803641e-310 4.68803326e-310 1.58101007e-322], [42.61363482475281]
[6.90613071e-310 2.12199579e-314 4.68803416e-310], [42.70146107673645]
[4.68803402e-310 4.68803781e-310 1.58101007e-322], [42.783377170562744]
[1.00000000e+000 0.00000000e+000 4.68803324e-310], [42.86662745475769]
[4.68803420e-310 4.68803202e-310 1.58101007e-322], [42.95030927658081]
[4.68803420e-310 4.68803887e-310 1.58101007e-322], [43.03288125991821]
[1.00000000e+000 0.00000000e+000 4.68803325e-310], [43.11669063568115]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [43.19940996170044]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [43.28158521652222]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [43.36450004577637]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [43.447490215301514]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [43.529900550842285]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [43.6124382019043]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [43.694873332977295]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [43.77748107910156]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [43.86008262634277]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [43.94327354431152]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [44.026872873306274]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [44.11128306388855]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [44.19400095939636]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [44.27663230895996]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [44.35965418815613]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [44.442643880844116]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [44.52536725997925]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [44.60864520072937]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [44.691054821014404]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [44.773669719696045]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [44.856529235839844]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [44.93916082382202]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [45.02202582359314]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [45.10583519935608]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [45.19054889678955]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [45.27371692657471]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [45.35676884651184]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [45.440897941589355]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [45.52435898780823]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [45.60697031021118]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [45.68863892555237]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [45.77274537086487]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [45.861958503723145]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [45.943920373916626]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [46.02634930610657]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [46.1102409362793]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [46.19317984580994]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [46.27645397186279]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [46.360209703445435]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [46.444578409194946]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [46.52771711349487]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [46.61183524131775]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [46.694464921951294]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [46.77908992767334]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [46.861719369888306]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [46.944523096084595]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [47.027703046798706]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [47.111438512802124]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [47.19431972503662]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [47.27783393859863]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [47.36033821105957]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [47.443663358688354]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [47.525848388671875]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [47.608184814453125]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [47.69158434867859]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [47.77332401275635]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [47.856034994125366]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [47.93880343437195]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [48.02056169509888]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [48.103540897369385]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [48.185222864151]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [48.26732659339905]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [48.350441217422485]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [48.43347692489624]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [48.51666617393494]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [48.59982347488403]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [48.68264675140381]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [48.770782470703125]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [48.853819131851196]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [48.93586993217468]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [49.01823163032532]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [49.10001230239868]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [49.18275833129883]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [49.265708446502686]
[1.25160412e-308 9.71412110e-319 4.68803948e-310], [49.34805727005005]
