[2.22044605e-14 0.00000000e+00 1.00000000e+02], [2.5255870819091797]
[-4.58683994e-06  2.13130448e-06  1.00000001e+02], [3.420576572418213]
[-5.43223896e-06  2.61687270e-06  1.00000002e+02], [3.5508410930633545]
[-5.28715966e-06  2.61335753e-06  1.00000001e+02], [3.6798648834228516]
[-4.87451184e-06  2.45340588e-06  1.00000001e+02], [3.815256118774414]
[-4.73652435e-06  2.37533798e-06  1.00000001e+02], [3.9478988647460938]
[-4.75100460e-06  2.39977083e-06  1.00000001e+02], [4.096197605133057]
[-4.76943596e-06  2.43118582e-06  1.00000001e+02], [4.251669406890869]
[-4.78208441e-06  2.45311514e-06  1.00000001e+02], [4.383036851882935]
[-4.79112600e-06  2.46878850e-06  1.00000001e+02], [4.514138698577881]
[-4.79778868e-06  2.48033801e-06  1.00000000e+02], [4.635737895965576]
[-4.80271639e-06  2.48888024e-06  1.00000000e+02], [4.7655558586120605]
[-4.80635775e-06  2.49519264e-06  1.00000000e+02], [4.885138988494873]
[-4.80904760e-06  2.49985558e-06  1.00000000e+02], [5.013257265090942]
