[0. 0. 0.], [32.12209105491638]
[ 0.000e+00 -1.000e-02  5.499e+01], [32.72437286376953]
[ 1.000e-02 -2.000e-02  5.499e+01], [32.81003165245056]
[ 1.0e-02 -3.0e-02  5.5e+01], [32.89518451690674]
[ 1.97 -0.08 55.76], [32.97902297973633]
[15.07 15.48 55.05], [33.06207847595215]
[ 6.14  2.21 53.41], [33.14696526527405]
[ 5.28  6.69 56.35], [33.230347633361816]
[ 3.54  4.37 55.76], [33.31468462944031]
[ 3.29  4.15 55.56], [33.39890146255493]
[ 3.17  3.57 55.22], [33.4827606678009]
[ 3.15  3.63 55.35], [33.566431522369385]
[ 3.17  3.52 55.41], [33.650368213653564]
[ 3.16  3.5  55.38], [33.73632597923279]
[ 3.14  3.5  55.37], [33.82741165161133]
[ 3.15  3.5  55.37], [33.91792559623718]
[ 3.15  3.5  55.38], [34.00213646888733]
[ 3.14  3.49 55.37], [34.08738088607788]
[ 3.15  3.48 55.38], [34.17104744911194]
[ 3.14  3.48 55.38], [34.25536108016968]
[ 3.15  3.48 55.38], [34.33924221992493]
[ 3.14  3.48 55.37], [34.42311096191406]
[ 3.14  3.49 55.36], [34.507641553878784]
[ 3.13  3.48 55.36], [34.59255909919739]
[ 3.13  3.47 55.37], [34.67580032348633]
[ 3.15  3.46 55.37], [34.759255170822144]
[ 3.16  3.47 55.37], [34.843583822250366]
[ 3.19  3.48 55.36], [34.928404331207275]
[ 3.22  3.51 55.36], [35.01265263557434]
[ 5.95  4.75 54.04], [35.09646964073181]
[nan nan nan], [35.17637014389038]
[14.12 12.8  45.99], [35.260538816452026]
[16.05 16.33 51.27], [35.34474778175354]
[11.17 10.67 50.41], [35.42912411689758]
[10.78 11.05 52.7 ], [35.51445984840393]
[10.88 11.55 53.51], [35.599689960479736]
[10.92 11.14 53.15], [35.68381214141846]
[10.69 11.1  52.91], [35.768012046813965]
[10.66 11.06 52.75], [35.851004123687744]
[10.15 11.23 53.07], [35.93572688102722]
[ 9.91 11.41 53.38], [36.01970934867859]
[10.23 11.19 53.19], [36.10395526885986]
[10.21 11.28 53.24], [36.18888998031616]
[10.16 11.22 53.28], [36.273399114608765]
[10.14 11.27 53.27], [36.35767936706543]
[10.13 11.26 53.28], [36.44238591194153]
[10.12 11.25 53.29], [36.52660131454468]
[10.16 11.22 53.3 ], [36.61226296424866]
[10.16 11.2  53.3 ], [36.69689583778381]
[10.19 11.19 53.3 ], [36.78182864189148]
[10.2  11.19 53.3 ], [36.86578607559204]
[10.2  11.19 53.32], [36.950252294540405]
[10.19 11.19 53.3 ], [37.03470587730408]
[10.19 11.19 53.3 ], [37.120195150375366]
[10.33  9.97 55.45], [37.20653414726257]
[12.42 -4.74 52.86], [37.291574478149414]
[11.96  7.19 55.91], [37.37703347206116]
[ 9.49  5.85 55.73], [37.46179389953613]
[ 8.99  4.07 54.73], [37.545257329940796]
[ 9.09  4.2  55.07], [37.628907203674316]
[ 9.07  4.41 55.06], [37.714372634887695]
[ 8.95  4.89 55.28], [37.80294489860535]
[ 8.85  4.89 55.22], [37.887810945510864]
[ 8.8   4.86 55.25], [37.97259521484375]
[ 8.88  4.78 55.11], [38.0572772026062]
[ 8.88  4.82 55.1 ], [38.14175820350647]
[ 8.87  4.86 55.09], [38.2261381149292]
[ 8.86  4.87 55.1 ], [38.310978412628174]
[ 8.85  4.89 55.1 ], [38.39552855491638]
[ 8.86  4.89 55.1 ], [38.48009014129639]
[ 8.85  4.89 55.1 ], [38.56309723854065]
[ 8.84  4.88 55.1 ], [38.64795780181885]
[ 8.83  4.89 55.1 ], [38.732035875320435]
[ 8.82  4.89 55.1 ], [38.81657528877258]
[ 8.93  4.91 55.6 ], [38.90018272399902]
[ 9.02  5.16 54.9 ], [38.984793186187744]
[ 9.09  5.26 55.  ], [39.069135427474976]
[ 9.12  5.41 55.06], [39.153347969055176]
[ 9.09  5.35 54.98], [39.23654842376709]
[ 9.18  4.35 56.88], [39.32102346420288]
[13.2  -9.59 52.19], [39.40533900260925]
[11.52  0.75 55.66], [39.49596858024597]
[ 9.73  1.97 56.12], [39.58015465736389]
