[1.22124533e-14 0.00000000e+00 5.50000000e+01], [2.1842904090881348]
[6.44110533e-14 9.29969567e-15 5.50000000e+01], [3.121802806854248]
[ 4.35929970e-02 -6.66754719e-06  5.50151104e+01], [3.2255210876464844]
[ 1.31578960e-01 -1.00948335e-03  5.50402248e+01], [3.321174383163452]
[ 2.64335687e-01 -1.03963265e-03  5.50760311e+01], [3.429818868637085]
[ 4.40994302e-01 -1.10461557e-03  5.51232714e+01], [3.5378315448760986]
[ 6.59740094e-01 -1.24134500e-03  5.51838321e+01], [3.6490070819854736]
[ 9.17553210e-01 -2.49906090e-03  5.52600196e+01], [3.7486624717712402]
[ 1.21123957e+00 -2.98258704e-03  5.53556451e+01], [3.8469698429107666]
[ 1.53245056e+00 -4.79084779e-03  5.54741157e+01], [3.9398398399353027]
[ 1.87268541e+00 -7.14258469e-03  5.56204672e+01], [4.040058851242065]
[ 2.21100173e+00 -1.22452281e-02  5.57940113e+01], [4.141510486602783]
[ 2.49461587e+00 -2.02063114e-02  5.59699194e+01], [4.23486852645874]
[ 2.71939732e+00 -2.94796092e-02  5.61270774e+01], [4.330043315887451]
[ 2.95844465e+00 -4.60105043e-02  5.62982230e+01], [4.424571752548218]
[ 3.15969744 -0.07279193 56.47499901], [4.539682865142822]
[ 3.37719913 -0.10157103 56.65620943], [4.650302171707153]
[ 3.55421991 -0.13399155 56.83671717], [4.7593817710876465]
[ 3.75877449 -0.16270816 57.00696511], [4.865848779678345]
[ 3.91603243 -0.18125432 57.17114366], [4.966235637664795]
[ 4.14426832 -0.19193604 57.32958522], [5.0609822273254395]
[ 4.26935325 -0.23090815 57.46617335], [5.155713081359863]
[ 4.55237962 -0.17648095 57.61054852], [5.256420850753784]
[ 4.7025312  -0.36722553 57.64628751], [5.3504133224487305]
[ 4.90274618  0.16261836 57.58481137], [5.444254398345947]
[ 7.64525883 -0.60226877 55.65576006], [5.537359237670898]
[ 9.39112848 -2.86099547 55.88218689], [5.632950305938721]
[11.0096498  -1.25299014 55.7111037 ], [5.727588653564453]
[ 6.97398259 -1.00574718 53.33596724], [5.825206279754639]
[ 2.8053737   0.66368539 53.28321476], [5.922855615615845]
[ 2.86226287 -0.70392391 59.43024422], [6.019013404846191]
[ 9.32459428 -2.57346688 58.66387444], [6.117594957351685]
[ 5.31196742 -1.23434714 55.31920864], [6.23541522026062]
[ 7.78650487 -3.04632706 59.42205661], [6.334511756896973]
[11.53594355 -1.45581043 55.47783763], [6.431771516799927]
[ 8.2225131  -2.54821998 51.95261028], [6.544939041137695]
[ 3.46654705 -3.04606474 52.37781739], [6.657343864440918]
[ 2.68400842 -4.24886692 59.02048313], [6.7645204067230225]
[13.19346321 -3.56866986 61.06446203], [6.87069296836853]
[ 8.02953674 -1.52804861 53.07358511], [6.974066495895386]
[ 7.10681626 -1.65757075 60.45810864], [7.064467430114746]
