[ 0.0 0.0 0.0],[ 185.35161512350328 185.35161512350328 185.35161512350328][ 0.0 0.0 0.0],[ 185.35161512350302 185.35161512350302 185.35161512350302], [138.30129289627075]
[ 1.028765115254617e-05 1.028765115254617e-05 1.028765115254617e-05],[ 185.35161512350328 185.35161512350328 185.35161512350328][ 0.0 0.0 0.0],[ 185.35161512350302 185.35161512350302 185.35161512350302], [139.53581500053406]
[ 0.0 0.0 0.0],[ 185.35161918029726 185.35161918029726 185.35161918029726][ 1.1730389191725765 1.1730389191725765 1.1730389191725765],[ 185.35161808475135 185.35161808475135 185.35161808475135], [139.70133590698242]
[ 0.0 0.0 0.0],[ 185.86476376237823 185.86476376237823 185.86476376237823][ 0.8657017232826343 0.8657017232826343 0.8657017232826343],[ 185.98599681430682 185.98599681430682 185.98599681430682], [139.86665630340576]
[ 0.0 0.0 0.0],[ 186.04764880992442 186.04764880992442 186.04764880992442][ 0.48032153076736056 0.48032153076736056 0.48032153076736056],[ 186.3322350789798 186.3322350789798 186.3322350789798], [140.03261494636536]
[ 0.0 0.0 0.0],[ 185.94900765603438 185.94900765603438 185.94900765603438][ 0.5139576115813272 0.5139576115813272 0.5139576115813272],[ 186.38210423419022 186.38210423419022 186.38210423419022], [140.19690608978271]
[ 0.0 0.0 0.0],[ 185.8893229243239 185.8893229243239 185.8893229243239][ 0.8117153776607906 0.8117153776607906 0.8117153776607906],[ 186.45868174204372 186.45868174204372 186.45868174204372], [140.36228132247925]
[ 0.0 0.0 0.0],[ 185.95328022423112 185.95328022423112 185.95328022423112][ 0.8395881609444578 0.8395881609444578 0.8395881609444578],[ 186.67500274155623 186.67500274155623 186.67500274155623], [140.52954602241516]
[ 0.0 0.0 0.0],[ 186.00352558983087 186.00352558983087 186.00352558983087][ 0.8808030102202304 0.8808030102202304 0.8808030102202304],[ 186.88178206252155 186.88178206252155 186.88178206252155], [140.7066626548767]
[ 0.0 0.0 0.0],[ 186.00242386346156 186.00242386346156 186.00242386346156][ 1.0034929056382969 1.0034929056382969 1.0034929056382969],[ 187.03920361307294 187.03920361307294 187.03920361307294], [140.87349438667297]
[ 0.0 0.0 0.0],[ 186.04579707178902 186.04579707178902 186.04579707178902][ 1.0695387844022572 1.0695387844022572 1.0695387844022572],[ 187.24447847943696 187.24447847943696 187.24447847943696], [141.03863167762756]
[ 0.0 0.0 0.0],[ 186.0544530333828 186.0544530333828 186.0544530333828][ 1.3261401772112547 1.3261401772112547 1.3261401772112547],[ 187.41990642177365 187.41990642177365 187.41990642177365], [141.20355105400085]
[ 0.0 0.0 0.0],[ 186.1202354192621 186.1202354192621 186.1202354192621][ 1.50578118440037 1.50578118440037 1.50578118440037],[ 187.6746246407764 187.6746246407764 187.6746246407764], [141.37006258964539]
[ 0.0 0.0 0.0],[ 186.15294605940582 186.15294605940582 186.15294605940582][ 1.749640321522295 1.749640321522295 1.749640321522295],[ 187.92613290070776 187.92613290070776 187.92613290070776], [141.5349304676056]
[ 0.0 0.0 0.0],[ 186.23135356906846 186.23135356906846 186.23135356906846][ 1.768017948168091 1.768017948168091 1.768017948168091],[ 188.26010450684407 188.26010450684407 188.26010450684407], [141.7009313106537]
[ 0.0 0.0 0.0],[ 186.26241174451104 186.26241174451104 186.26241174451104][ 2.0238587729441075 2.0238587729441075 2.0238587729441075],[ 188.53781531843478 188.53781531843478 188.53781531843478], [141.86976599693298]
[ 0.0 0.0 0.0],[ 186.36819934332033 186.36819934332033 186.36819934332033][ 2.0902650988405895 2.0902650988405895 2.0902650988405895],[ 188.90079984819997 188.90079984819997 188.90079984819997], [142.0362458229065]
[ 0.0 0.0 0.0],[ 186.48716473357874 186.48716473357874 186.48716473357874][ 2.2926123221422436 2.2926123221422436 2.2926123221422436],[ 189.2669186271961 189.2669186271961 189.2669186271961], [142.20322060585022]
[ 0.0 0.0 0.0],[ 186.6806151336621 186.6806151336621 186.6806151336621][ 1.8971674102093172 1.8971674102093172 1.8971674102093172],[ 189.71057362403027 189.71057362403027 189.71057362403027], [142.36971378326416]
[ 0.0 0.0 0.0],[ 186.78650003756385 186.78650003756385 186.78650003756385][ 1.7737831334936365 1.7737831334936365 1.7737831334936365],[ 189.96524143958501 189.96524143958501 189.96524143958501], [142.53487610816956]
[ 0.0 0.0 0.0],[ 186.86573999297505 186.86573999297505 186.86573999297505][ 1.9040842865481584 1.9040842865481584 1.9040842865481584],[ 190.1157683880224 190.1157683880224 190.1157683880224], [142.69938683509827]
[ 0.0 0.0 0.0],[ 186.96823072480814 186.96823072480814 186.96823072480814][ 2.1456910374233136 2.1456910374233136 2.1456910374233136],[ 190.25716478695117 190.25716478695117 190.25716478695117], [142.8638551235199]
[ 0.0 0.0 0.0],[ 187.11153919893064 187.11153919893064 187.11153919893064][ 2.682219281787165 2.682219281787165 2.682219281787165],[ 190.44628054149496 190.44628054149496 190.44628054149496], [143.0289032459259]
[ 0.0 0.0 0.0],[ 187.3254562428112 187.3254562428112 187.3254562428112][ 3.0931030816513485 3.0931030816513485 3.0931030816513485],[ 190.80790653199085 190.80790653199085 190.80790653199085], [143.19467329978943]
[ 0.0 0.0 0.0],[ 187.55520952110012 187.55520952110012 187.55520952110012][ 3.154333065034132 3.154333065034132 3.154333065034132],[ 191.27304617478012 191.27304617478012 191.27304617478012], [143.36028575897217]
[ 0.0 0.0 0.0],[ 187.7257708003825 187.7257708003825 187.7257708003825][ 3.3203756919917775 3.3203756919917775 3.3203756919917775],[ 191.71951259366003 191.71951259366003 191.71951259366003], [143.52832293510437]
[ 0.0 0.0 0.0],[ 187.90233447557634 187.90233447557634 187.90233447557634][ 3.532786281860948 3.532786281860948 3.532786281860948],[ 192.18030518527658 192.18030518527658 192.18030518527658], [143.70668363571167]
[ 0.0 0.0 0.0],[ 188.0715455427416 188.0715455427416 188.0715455427416][ 3.6914779147580368 3.6914779147580368 3.6914779147580368],[ 192.6424833521008 192.6424833521008 192.6424833521008], [143.88529634475708]
[ 0.0 0.0 0.0],[ 188.25409536466307 188.25409536466307 188.25409536466307][ 3.8237770870693915 3.8237770870693915 3.8237770870693915],[ 193.11028062213435 193.11028062213435 193.11028062213435], [144.06337714195251]
[ 0.0 0.0 0.0],[ 188.43876923158078 188.43876923158078 188.43876923158078][ 4.105380810021764 4.105380810021764 4.105380810021764],[ 193.57044150144856 193.57044150144856 193.57044150144856], [144.23245429992676]
[ 0.0 0.0 0.0],[ 188.6509451859188 188.6509451859188 188.6509451859188][ 4.264771042362771 4.264771042362771 4.264771042362771],[ 194.05193392202273 194.05193392202273 194.05193392202273], [144.39697670936584]
[ 0.0 0.0 0.0],[ 188.86992708309788 188.86992708309788 188.86992708309788][ 4.467890026053872 4.467890026053872 4.467890026053872],[ 194.53097950432885 194.53097950432885 194.53097950432885], [144.5711178779602]
[ 0.0 0.0 0.0],[ 189.10161756471274 189.10161756471274 189.10161756471274][ 4.680184147256472 4.680184147256472 4.680184147256472],[ 195.01356392881522 195.01356392881522 195.01356392881522], [144.7376914024353]
[ 0.0 0.0 0.0],[ 189.33934494966087 189.33934494966087 189.33934494966087][ 4.982082868804436 4.982082868804436 4.982082868804436],[ 195.4936728649495 195.4936728649495 195.4936728649495], [144.90481233596802]
[ 0.0 0.0 0.0],[ 189.59662323896254 189.59662323896254 189.59662323896254][ 5.158509577309603 5.158509577309603 5.158509577309603],[ 195.99018367694916 195.99018367694916 195.99018367694916], [145.0695822238922]
[ 0.008345200607833107 0.008345200607833107 0.008345200607833107],[ 189.86777850525672 189.86777850525672 189.86777850525672][ 5.270429919147733 5.270429919147733 5.270429919147733],[ 196.4927520751164 196.4927520751164 196.4927520751164], [145.23488855361938]
[ 0.13637005092371454 0.13637005092371454 0.13637005092371454],[ 190.13683382123054 190.13683382123054 190.13683382123054][ 5.527588457492349 5.527588457492349 5.527588457492349],[ 196.97656623625244 196.97656623625244 196.97656623625244], [145.3988401889801]
[ 0.12643095663092857 0.12643095663092857 0.12643095663092857],[ 190.43700784631358 190.43700784631358 190.43700784631358][ 5.784293009678997 5.784293009678997 5.784293009678997],[ 197.45775627756333 197.45775627756333 197.45775627756333], [145.56543731689453]
[ 0.15139020616696253 0.15139020616696253 0.15139020616696253],[ 190.75898041670564 190.75898041670564 190.75898041670564][ 5.942792504425145 5.942792504425145 5.942792504425145],[ 197.9533564700118 197.9533564700118 197.9533564700118], [145.72937417030334]
[ 0.23990007931697296 0.23990007931697296 0.23990007931697296],[ 191.1040614628879 191.1040614628879 191.1040614628879][ 6.076577757537954 6.076577757537954 6.076577757537954],[ 198.457969823551 198.457969823551 198.457969823551], [145.89528274536133]
[ 0.27441594523608126 0.27441594523608126 0.27441594523608126],[ 191.45595637685872 191.45595637685872 191.45595637685872][ 6.387545094532976 6.387545094532976 6.387545094532976],[ 198.94341579747947 198.94341579747947 198.94341579747947], [146.06127953529358]
[ 0.2093355015109123 0.2093355015109123 0.2093355015109123],[ 191.81102077203437 191.81102077203437 191.81102077203437][ 6.693586923332915 6.693586923332915 6.693586923332915],[ 199.4313747529083 199.4313747529083 199.4313747529083], [146.22708415985107]
