[0. 0. 0.], [34.15054225921631]
[ 0.0e+00 -1.0e-02  5.4e+01], [34.7628698348999]
[1.000e-02 1.000e-02 5.401e+01], [34.85410809516907]
[4.000e-02 0.000e+00 5.402e+01], [34.93602275848389]
[3.400e-01 5.000e-02 5.421e+01], [35.017733097076416]
[2.600e-01 5.000e-02 5.408e+01], [35.09959077835083]
[3.200e-01 4.000e-02 5.409e+01], [35.181334018707275]
[ 0.33  0.06 54.09], [35.26304793357849]
[3.500e-01 4.000e-02 5.409e+01], [35.34543991088867]
[4.10e-01 2.00e-02 5.41e+01], [35.427534103393555]
[ 0.48  0.   54.12], [35.50945520401001]
[ 5.600e-01 -1.000e-02  5.414e+01], [35.59141445159912]
[ 0.79 -0.06 54.08], [35.67429065704346]
[9.000e-01 2.000e-02 5.418e+01], [35.75726914405823]
[ 0.89  0.   54.18], [35.839802265167236]
[1.000e+00 4.000e-02 5.422e+01], [35.9216423034668]
[1.160e+00 5.000e-02 5.427e+01], [36.004279375076294]
[1.200e+00 4.000e-02 5.427e+01], [36.086605072021484]
[1.290e+00 3.000e-02 5.427e+01], [36.16928052902222]
[1.460e+00 4.000e-02 5.419e+01], [36.25188374519348]
[ 1.67  0.18 54.3 ], [36.33344316482544]
[ 1.62  0.15 54.29], [36.4154212474823]
[ 1.75  0.19 54.29], [36.49806189537048]
[ 1.87  0.31 54.31], [36.580490827560425]
[ 2.01  0.23 54.33], [36.66269135475159]
[ 1.99  0.24 54.32], [36.745458126068115]
[ 2.24  0.23 54.44], [36.82786321640015]
[ 2.37  0.31 54.44], [36.91007685661316]
[ 2.46  0.25 54.44], [36.9926974773407]
[ 2.5   0.26 54.41], [37.07423377037048]
[ 2.54  0.28 54.43], [37.1578049659729]
[ 2.77  0.32 54.51], [37.24051094055176]
[ 3.    0.21 54.33], [37.32216715812683]
[ 3.28  0.21 54.68], [37.40469789505005]
[ 3.52  0.26 54.63], [37.48608708381653]
[ 3.58  0.23 54.62], [37.568870544433594]
[ 3.83  0.29 54.54], [37.651289224624634]
[ 4.02  0.27 54.69], [37.73439073562622]
[ 4.34  0.21 54.53], [37.817774534225464]
[ 4.5   0.32 54.55], [37.900113105773926]
[ 4.68  0.24 54.62], [37.9827618598938]
[ 5.02  0.2  54.68], [38.06575107574463]
[ 5.54  0.12 54.68], [38.148486852645874]
[ 5.76  0.21 54.5 ], [38.23452663421631]
[ 6.27  0.14 54.83], [38.31867480278015]
[ 6.5   0.11 54.69], [38.4016797542572]
[ 6.68  0.14 54.85], [38.48418474197388]
[ 6.86  0.25 54.75], [38.56662344932556]
[ 7.07  0.19 54.68], [38.64880013465881]
[ 7.55  0.13 54.78], [38.7336528301239]
[ 7.97  0.13 54.54], [38.81760787963867]
[ 8.2   0.2  54.66], [38.90017008781433]
[ 8.42  0.21 54.41], [38.9830584526062]
[ 8.75  0.22 54.59], [39.06604814529419]
[ 8.89  0.21 54.54], [39.14908480644226]
[ 9.25  0.24 54.57], [39.23169422149658]
[ 9.5   0.23 54.56], [39.314573764801025]
[ 9.92  0.16 54.2 ], [39.3975305557251]
[10.17  0.29 54.63], [39.48612070083618]
[10.8   0.2  54.26], [39.56984281539917]
[11.11  0.39 54.65], [39.65384316444397]
[11.48  0.15 53.99], [39.737616539001465]
[11.93  0.1  54.32], [39.82140803337097]
[12.26  0.31 54.34], [39.904704332351685]
[12.67  0.32 54.  ], [39.988216400146484]
[13.15  0.21 54.  ], [40.070722341537476]
[13.66  0.24 53.37], [40.15358805656433]
[14.02  0.25 53.94], [40.236552715301514]
[14.74  0.31 53.41], [40.320040464401245]
[15.01  0.27 53.54], [40.4023871421814]
[15.2   0.37 53.53], [40.48453211784363]
[16.06  0.52 53.2 ], [40.567357778549194]
[16.65  0.46 52.53], [40.64968228340149]
[17.09  0.41 52.5 ], [40.73274874687195]
[17.42  0.4  52.86], [40.81627368927002]
[17.96  0.47 52.54], [40.89953541755676]
[18.39  0.42 52.73], [40.98282718658447]
[18.94  0.53 52.25], [41.06545424461365]
[18.73  1.1  52.58], [41.14836406707764]
[18.81  1.19 52.14], [41.23143434524536]
[18.38  1.55 52.17], [41.314444065093994]
[18.08  1.74 52.5 ], [41.397103786468506]
[18.16  1.82 52.65], [41.47986817359924]
[18.09  1.93 52.52], [41.56273412704468]
[17.92  2.12 52.5 ], [41.64512872695923]
[17.94  2.39 52.48], [41.72748684883118]
[17.88  2.3  52.51], [41.81129503250122]
[17.55  2.77 52.63], [41.894521951675415]
[17.48  2.81 52.64], [41.97793197631836]
[17.38  2.97 53.09], [42.06037974357605]
