[ 0.  0. 54.], [34.15024018287659]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [34.76274824142456]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [34.85386323928833]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [34.935975790023804]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [35.01761531829834]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [35.09954333305359]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [35.18109202384949]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [35.26299786567688]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [35.345340728759766]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [35.42744708061218]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [35.509355783462524]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [35.591365337371826]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [35.67417645454407]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [35.75709366798401]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [35.839667320251465]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [35.92143201828003]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [36.00421190261841]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [36.08655524253845]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [36.1690559387207]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [36.25184226036072]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [36.33335614204407]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [36.41520833969116]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [36.49796676635742]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [36.580243825912476]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [36.66256260871887]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [36.745258808135986]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [36.82770085334778]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [36.90990471839905]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [36.99250531196594]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [37.07404327392578]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [37.157609939575195]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [37.2402868270874]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [37.32201051712036]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [37.40445375442505]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [37.485976457595825]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [37.56862258911133]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [37.651193618774414]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [37.73414182662964]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [37.81761813163757]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [37.90007019042969]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [37.982717514038086]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [38.06571125984192]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [38.14822745323181]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [38.234278440475464]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [38.31863260269165]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [38.40154147148132]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [38.48414182662964]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [38.56658220291138]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [38.648757457733154]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [38.73338723182678]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [38.81741786003113]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [38.90012741088867]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [38.9829785823822]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [39.06600546836853]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [39.14903259277344]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [39.231650829315186]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [39.3145318031311]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [39.397438526153564]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [39.485835790634155]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [39.56979322433472]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [39.65355205535889]
[2.78134249e-309 9.71392348e-319 4.64807055e-310], [39.73756432533264]
