[  0.   0. 100.], [2.370431661605835]
[4.63856368e-310 4.63856375e-310 1.58101007e-322], [2.79459285736084]
[4.63856247e-310 4.63856079e-310 1.58101007e-322], [2.8889384269714355]
[4.63856343e-310 4.63856113e-310 1.58101007e-322], [2.987057685852051]
[4.63856023e-310 4.63856152e-310 1.58101007e-322], [3.077565908432007]
[4.63856152e-310 4.63856338e-310 1.58101007e-322], [3.1697535514831543]
[4.63855991e-310 4.63856243e-310 1.58101007e-322], [3.2681801319122314]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [3.3537473678588867]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [3.441460609436035]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [3.5280544757843018]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [3.6194913387298584]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [3.7077009677886963]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [3.804814100265503]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [3.8952114582061768]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [3.9912679195404053]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [4.0829808712005615]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [4.181599140167236]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [4.268507242202759]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [4.362534523010254]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [4.453384160995483]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [4.545607089996338]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [4.637311220169067]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [4.726691722869873]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [4.825104713439941]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [4.9165966510772705]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [5.0063817501068115]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [5.103649139404297]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [5.197265148162842]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [5.291518926620483]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [5.379981517791748]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [5.472180128097534]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [5.562249183654785]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [5.656261205673218]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [5.749524831771851]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [5.843463897705078]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [5.943663835525513]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [6.043743371963501]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [6.1423561573028564]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [6.236435174942017]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [6.331974029541016]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [6.4233949184417725]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [6.516889572143555]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [6.607043743133545]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [6.7048375606536865]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [6.799818992614746]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [6.893755912780762]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [6.988057851791382]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [7.079070568084717]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [7.1718833446502686]
[4.63856023e-310 0.00000000e+000 1.58101007e-322], [7.267220973968506]
