[1.28785871e-14 0.00000000e+00 5.80000000e+01], [1.4214136600494385]
[ 2.63721212e-14 -2.04728336e-15  5.80000000e+01], [2.849761486053467]
[ 3.25004611e-02 -6.49713420e-04  5.80112967e+01], [2.983940362930298]
[ 9.92227755e-02 -1.23626974e-03  5.80300816e+01], [3.111868143081665]
[ 2.00348238e-01 -1.76117582e-03  5.80559167e+01], [3.2431528568267822]
[ 3.36167907e-01 -2.22922856e-03  5.80883976e+01], [3.378742218017578]
[ 5.06783847e-01 -3.38544798e-03  5.81274192e+01], [3.5129141807556152]
[ 7.12434163e-01 -3.74596528e-03  5.81726438e+01], [3.640873908996582]
[ 9.53373908e-01 -4.05035137e-03  5.82237136e+01], [3.776200532913208]
[ 1.22991155e+00 -4.30596590e-03  5.82802110e+01], [3.9146530628204346]
[ 1.54236651e+00 -4.51655801e-03  5.83416500e+01], [4.0503973960876465]
[ 1.89106561e+00 -4.68639407e-03  5.84074833e+01], [4.193066120147705]
[ 2.27635282e+00 -4.82069657e-03  5.84771094e+01], [4.33597207069397]
[ 2.69522870e+00 -1.08989002e-02  5.85488940e+01], [4.4801390171051025]
[ 3.12800353e+00 -5.65948609e-02  5.86169391e+01], [4.623812913894653]
[ 3.56365456 -0.09253195 58.68017019], [4.75730299949646]
[ 3.99496988 -0.09333283 58.73824649], [4.897222995758057]
[ 4.45500586 -0.09348183 58.80173582], [5.034617900848389]
[ 4.94602079 -0.10705858 58.86621474], [5.172248601913452]
[ 5.46705509 -0.13141312 58.93016955], [5.30359673500061]
[ 6.01887261 -0.16206674 58.99329524], [5.437805891036987]
[ 6.59203373 -0.19150254 59.05256306], [5.587289333343506]
[ 7.17302347 -0.20760411 59.10566246], [5.726232290267944]
[ 7.74831497 -0.21149307 59.15139287], [5.855859756469727]
[ 8.32358199 -0.19717456 59.19322064], [5.996348857879639]
[ 8.92432059 -0.18602499 59.23624107], [6.140209436416626]
[ 9.53995966 -0.19891344 59.27455493], [6.294674634933472]
[10.17246524 -0.2239086  59.30957606], [6.460770845413208]
[10.80373182 -0.24425176 59.33751943], [6.646758317947388]
[11.41771423 -0.23843381 59.3578334 ], [6.800770282745361]
[11.99988036 -0.21154256 59.37045484], [6.958420038223267]
[12.57813498 -0.19500871 59.38302131], [7.10350775718689]
[13.15644695 -0.19835871 59.39353735], [7.259491205215454]
[13.731422   -0.20709502 59.40099785], [7.405296325683594]
[14.29527831 -0.20943947 59.40477066], [7.566789388656616]
[14.82670256 -0.20636767 59.40257666], [7.725595712661743]
[15.33315793 -0.18814943 59.39836058], [7.90009331703186]
[15.81067562 -0.1513559  59.39131696], [8.058071851730347]
[16.25551608 -0.11816582 59.38148142], [8.211514949798584]
[16.69422634 -0.10598555 59.37388884], [8.345863103866577]
[17.12233255 -0.10677439 59.3660966 ], [8.479050397872925]
[17.51251006 -0.10001093 59.35426896], [8.622639894485474]
[17.86535515 -0.07269491 59.34062388], [8.750674486160278]
[ 1.81827558e+01 -1.45304172e-02  5.93255635e+01], [8.889676809310913]
[1.84835209e+01 4.13539567e-02 5.93118954e+01], [9.0319242477417]
[18.78417427  0.07544928 59.30129679], [9.169023990631104]
[19.07977072  0.0920384  59.29229777], [9.315371990203857]
[19.3666436   0.09730618 59.28470412], [9.466365098953247]
[19.63384648  0.0997342  59.27703377], [9.62084436416626]
[19.88199037  0.11468117 59.26975763], [9.768249750137329]
[20.10226439  0.13748266 59.26129358], [9.931363105773926]
[20.29957958  0.17467126 59.25252685], [10.083892822265625]
[20.45907447  0.24160669 59.24059497], [10.217519283294678]
[20.58809184  0.31765257 59.22683174], [10.342936515808105]
[20.68617084  0.40342992 59.21075338], [10.47710633277893]
[20.74666049  0.48383067 59.19141912], [10.609869480133057]
[20.78684233  0.58832056 59.17158531], [10.743514776229858]
