[1.24344979e-14 0.00000000e+00 5.60000000e+01], [1.177603006362915]
[-1.15292106e-14 -7.50867275e-17  5.60000000e+01], [2.134921073913574]
[ 2.20782914  0.7939316  56.98934903], [2.2497594356536865]
[ 4.77733676  1.64653211 57.60298261], [2.3598265647888184]
[ 7.49811838  2.54067546 58.10101583], [2.4714338779449463]
[10.24182589  3.4713002  58.57599436], [2.590139150619507]
[12.78681208  4.37385991 59.10482407], [2.711311101913452]
[14.74853403  5.22646641 59.73733439], [2.835517644882202]
[15.89501324  6.04465535 60.44315599], [2.951575756072998]
[16.33438537  6.74243932 61.0826921 ], [3.0674350261688232]
[16.4473719   7.33723376 61.62098649], [3.1837291717529297]
[16.26407462  7.73207737 61.98043748], [3.298020601272583]
[16.04610506  7.90518291 62.31651775], [3.4114444255828857]
[15.71225318  7.82849532 62.5417356 ], [3.516369342803955]
[15.46152812  7.5425203  62.85992025], [3.628934383392334]
[15.1180258   7.06688711 63.07020505], [3.7400996685028076]
[14.91617365  6.50689863 63.45454942], [3.851726531982422]
[14.51084394  5.82176873 63.58584172], [3.9600086212158203]
[14.42187694  5.22402663 64.11332587], [4.068423748016357]
[13.78231422  4.46694568 63.91176987], [4.173645257949829]
[14.09479436  3.95425005 64.96759167], [4.284511089324951]
[12.67908249  3.27524828 63.52887824], [4.395813465118408]
[14.48616708  2.94460287 66.60374499], [4.51096773147583]
[10.76566786  2.35514117 60.14711928], [4.62255597114563]
[17.41859459  2.22589158 69.80301345], [4.7313573360443115]
[13.82343993  0.35106871 54.42629379], [4.849942922592163]
[15.54290267  1.19149175 66.66703914], [4.9585230350494385]
[12.25051813  2.78895442 60.313411  ], [5.068583250045776]
[17.011452    2.35382299 70.68713382], [5.180009126663208]
[13.66712623  2.03938636 55.4772409 ], [5.292044401168823]
[19.13929584  3.61814358 71.79102834], [5.397285461425781]
[16.49429405  3.19739078 55.41257544], [5.50805926322937]
[18.18593388  4.25771359 69.82753174], [5.619243383407593]
[19.73547739  3.81370914 68.16472967], [5.731016635894775]
[11.86963201  3.89845771 55.58873155], [5.8423171043396]
[19.06195133  3.31802177 74.27589514], [5.945201396942139]
[19.55792569  5.67926955 59.21639123], [6.059290885925293]
[13.06300742  7.61271226 55.16384201], [6.16852331161499]
[13.99373099  7.47184712 73.66568884], [6.276845455169678]
[20.94278486  9.50970046 72.97613623], [6.395663738250732]
[13.15196563  9.9930686  54.63873406], [6.5125837326049805]
[ 8.62151991 13.97556172 60.24317537], [6.62744140625]
[ 7.56457932  4.31791995 71.4940879 ], [6.740954160690308]
[14.38221237 22.03764144 71.7576949 ], [6.858134984970093]
[10.51222547 11.66839979 53.72702918], [6.975439786911011]
[10.16717435  9.06074639 74.86169771], [7.085421323776245]
[13.59270963  3.33501182 66.94409295], [7.196544170379639]
[16.92705736 30.71930275 61.62319043], [7.307963848114014]
[15.4386916  13.13078004 64.75813515], [7.419399261474609]
[24.01184264 -1.20322522 74.30437216], [7.53007698059082]
[46.90861775 34.53612622 57.20692704], [7.645111322402954]
[ 62.35811944 -11.63554733  52.95945836], [7.756228446960449]
[54.89357885 30.64839127 38.57201963], [7.876999378204346]
[60.64238525  5.11965329 29.52351365], [7.9926416873931885]
[51.1801491  29.39942416 31.10901711], [8.107017040252686]
[70.09321853  3.30347972 19.57513805], [8.230815887451172]
[56.08559708 43.20380422 31.80622733], [8.359633207321167]
[59.62109187 18.31157722 11.69826281], [8.479512453079224]
[53.18319141 49.60195763 36.45829741], [8.606148719787598]
[56.10779182 28.28581661 11.60117112], [8.725290775299072]
[48.78320081 51.64981887 34.45905057], [8.833527326583862]
[49.72146857 35.72220404 15.12771504], [8.945523977279663]
