[2.84217094e-14 0.00000000e+00 1.10000000e+02], [41.90040063858032]
[-4.52450389e-06  2.02012564e-06  1.10000002e+02], [43.09556245803833]
[7.11383314e-01 4.49126673e-03 1.10268822e+02], [43.2635223865509]
[1.55272457e+00 9.06086060e-03 1.10369197e+02], [43.4298791885376]
[2.28042502e+00 4.05262111e-02 1.10339025e+02], [43.59625577926636]
[ 2.97822232e+00 -2.20495138e-02  1.10314899e+02], [43.762824296951294]
[ 3.84122279e+00 -2.17878702e-02  1.10366711e+02], [43.930504322052]
[ 4.74097858e+00 -6.42758508e-02  1.10393575e+02], [44.09619474411011]
[ 5.60052467e+00 -8.66834882e-02  1.10391269e+02], [44.263646841049194]
[  6.47673887  -0.14653035 110.40269155], [44.430821657180786]
[  7.41083395  -0.17456636 110.42913553], [44.59673285484314]
[  8.39092571  -0.20449587 110.45151179], [44.762972831726074]
[  9.38152736  -0.23865525 110.45751181], [44.930256366729736]
[ 10.39640649  -0.26632544 110.45689408], [45.09827184677124]
[ 11.41359229  -0.34214935 110.43827837], [45.27464485168457]
[ 12.4573539   -0.39053121 110.40386198], [45.4407525062561]
[ 13.51758701  -0.46153532 110.33413556], [45.607253074645996]
[ 14.58945125  -0.52838831 110.22895064], [45.772698640823364]
[ 15.66044872  -0.60740026 110.11714007], [45.93973922729492]
[ 16.72512807  -0.61673051 110.033745  ], [46.106192111968994]
[ 17.79202729  -0.59337864 109.97428838], [46.27203989028931]
[ 18.85640332  -0.52925912 109.90778787], [46.438597440719604]
[ 19.95115717  -0.51330982 109.87355435], [46.60477638244629]
[ 21.04146567  -0.46228134 109.86220543], [46.77126407623291]
[ 22.10760916  -0.48077653 109.85211074], [46.93636679649353]
[ 23.12043506  -0.5432637  109.84898445], [47.102131366729736]
[ 24.10739537  -0.5886334  109.84866156], [47.26895713806152]
[ 25.15351312  -0.58585067 109.83755471], [47.43280291557312]
[ 26.14693295  -0.62831017 109.83268243], [47.59888458251953]
[ 27.10318274  -0.65743916 109.83119794], [47.76561880111694]
[ 28.05478936  -0.6941402  109.82555339], [47.93303203582764]
[ 29.0322816   -0.65411773 109.81844581], [48.09952473640442]
[ 29.94323693  -0.66337982 109.81845925], [48.26761221885681]
[ 30.84153675  -0.67766916 109.81800368], [48.435319662094116]
[ 31.75774451  -0.68790577 109.80739153], [48.60197710990906]
[ 32.62223924  -0.65417717 109.80786339], [48.76968050003052]
[ 33.4492018   -0.66575798 109.80968266], [48.936715841293335]
[ 34.26657854  -0.67555907 109.81072099], [49.10374569892883]
