[ 0.  0. 50.], [2.938499927520752]
[6.90982081e-310 4.65418689e-310 1.58101007e-322], [3.177462100982666]
[4.65418718e-310 6.90982081e-310 1.58101007e-322], [3.2304961681365967]
[6.90982216e-310 0.00000000e+000 4.34621238e-314], [3.2789852619171143]
[4.65418427e-310 4.65418234e-310 1.58101007e-322], [3.3269011974334717]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [3.374640941619873]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [3.4232332706451416]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [3.473545789718628]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [3.5225396156311035]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [3.5701773166656494]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [3.616826057434082]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [3.6635854244232178]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [3.710015058517456]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [3.7582385540008545]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [3.80861496925354]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [3.857931613922119]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [3.9157114028930664]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [3.9639742374420166]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.019184827804565]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.071723461151123]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.121385812759399]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.170062303543091]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.218746900558472]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.266968727111816]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.315287113189697]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.36724066734314]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.4161810874938965]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.465098857879639]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.514896392822266]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.562771320343018]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.609237194061279]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.657437562942505]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.711563587188721]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.758256196975708]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.807577610015869]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.854082107543945]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.899616241455078]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.950119495391846]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [4.996570348739624]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.046245336532593]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.093791961669922]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.139742374420166]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.185430288314819]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.238699197769165]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.2839930057525635]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.332759618759155]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.397401332855225]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.446229696273804]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.497579574584961]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.547266483306885]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.596229791641235]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.647659540176392]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.701697111129761]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.754330158233643]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.806750774383545]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.860144376754761]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.909235715866089]
[4.65418359e-310 0.00000000e+000 1.58101007e-322], [5.958836555480957]
