[ 0.0 0.0 0.0],[ 185.35161512350334 185.35161512350317 185.35161512350294],[ 0.0 0.0 0.0],[ 185.3516151235032 185.35161512350274 185.35161512350254],[2.758627414703369]
[ 1.0287651132254773e-05 0.0 3.880632284545924e-06],[ 185.35161512350334 185.35161512350317 185.35161512350294],[ 4.790646599336973e-06 0.0 2.3266635382786427e-06],[ 185.3516151235032 185.35161512350274 185.35161512350254],[3.7154126167297363]
[ 0.0 4.019062535886941e-06 3.020507415725474e-06],[ 185.35161918029786 185.35161808475078 185.35161846595835],[ 0.0 6.621068705526864e-07 2.7805047589866634e-07],[ 185.35161755487258 185.35161613908076 185.3516168952398],[3.8465166091918945]
[ 0.0 2.4704585146642733e-06 1.2483398246354433e-06],[ 185.3516201058764 185.35161895638575 185.3516194516858],[ 0.0 0.0 0.0],[ 185.35161734899557 185.35161605965226 185.35161663600408],[3.969167947769165]
[ 0.0 0.0 7.615089103865773e-08],[ 185.35161987831563 185.35161886655806 185.35161929866675],[ 0.0 0.0 0.0],[ 185.3516169192201 185.35161571536372 185.35161626104693],[4.101062774658203]
[ 0.0 0.0 0.0],[ 185.35161884827153 185.35161783486373 185.35161828488245],[ 0.0 0.0 0.0],[ 185.35161649786485 185.35161555290102 185.3516159765186],[4.226374864578247]
[ 1.72240051517192e-06 0.0 5.689796062024606e-07],[ 185.35161801642252 185.351617052346 185.3516174897539],[ 0.0 0.0 0.0],[ 185.35161617021882 185.3516154270483 185.3516157617393],[4.348318815231323]
[ 8.205360863530718e-07 0.0 5.030126049576066e-07],[ 185.35161805533417 185.35161694746427 185.35161742957075],[ 0.0 0.0 0.0],[ 185.35161585839577 185.35161538071455 185.3516156101597],[4.481400489807129]
[ 6.806658269622857e-07 0.0 3.066320013034898e-07],[ 185.35161782567423 185.35161665361366 185.35161718049062],[ 0.0 0.0 0.0],[ 185.35161567458874 185.35161532451258 185.35161548340434],[4.6132988929748535]
[ 6.787567071092426e-07 0.0 3.009537033544176e-07],[ 185.3516175654886 185.35161635398433 185.3516169028499],[ 0.0 0.0 0.0],[ 185.35161553810028 185.3516152726432 185.35161539383867],[4.7414703369140625]
[ 6.927016342107752e-07 0.0 3.115747213295367e-07],[ 185.351617367122 185.35161612663933 185.35161669112884],[ 0.0 0.0 0.0],[ 185.35161543525035 185.35161523310717 185.35161532644085],[4.869111061096191]
[ 7.02742087514532e-07 0.0 3.1876044008784254e-07],[ 185.3516172248473 185.35161596195488 185.35161653864756],[ 0.0 0.0 0.0],[ 185.35161535781725 185.35161520407152 185.35161527573388],[5.000209093093872]
[ 7.098163496552216e-07 0.0 3.236843449341346e-07],[ 185.35161712289423 185.35161584266604 185.3516164288744],[ 0.0 0.0 0.0],[ 185.35161529960368 185.3516151827532 185.3516152376843],[5.127994537353516]
[ 7.150185236068509e-07 0.0 3.2728296437469763e-07],[ 185.3516170497532 185.3516157561539 185.35161634974358],[ 0.0 0.0 0.0],[ 185.3516152558525 185.35161516707936 185.35161520914622],[5.275589466094971]
[ 7.18863946366374e-07 0.0 3.299357832736127e-07],[ 185.35161699733052 185.35161569343308 185.3516162927364],[ 0.0 0.0 0.0],[ 185.3516152229703 185.35161515555268 185.35161518774188],[5.4058990478515625]
[ 7.184332742721466e-07 0.0 3.2847281976845294e-07],[ 185.35161695980938 185.3516156479886 185.35161625170787],[ 0.0 0.0 0.0],[ 185.35161519825658 185.35161514707488 185.35161517168643],[5.534907817840576]
[ 7.225479600241987e-07 0.0 3.320462590685898e-07],[ 185.35161693121685 185.35161561374798 185.3516162204142],[ 0.0 0.0 0.0],[ 185.3516151797556 185.351615140712 185.35161515972538],[5.6537792682647705]
[ 7.25290967159322e-07 0.0 3.343309168579487e-07],[ 185.35161691174284 185.35161558989833 185.3516161988808],[ 0.0 0.0 0.0],[ 185.3516151657807 185.35161513613227 185.35161515067526],[5.777157545089722]
[ 7.006912521340231e-07 0.0 3.46199957216531e-07],[ 185.35161689849244 185.35161557320544 185.35161618406076],[ 3.952913986901391e-08 0.0 0.0],[ 185.35161515525402 185.351615132827 185.3516151438595],[5.899231195449829]
[ 7.074315743623195e-07 0.0 3.276936655096107e-07],[ 185.3516168810226 185.35161555899435 185.35161617281236],[ 4.249764298029544e-08 0.0 0.0],[ 185.3516151696757 185.3516151342493 185.3516151419207],[6.034615516662598]
