[  0.   0. 110.], [2.7587544918060303]
[4.64657167e-310 4.64657173e-310 1.58101007e-322], [3.715517520904541]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [3.846590280532837]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [3.9692487716674805]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [4.101118087768555]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [4.226359605789185]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [4.348411321640015]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [4.4814772605896]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [4.613366603851318]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [4.741435289382935]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [4.86916708946228]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [5.0002405643463135]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [5.12809157371521]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [5.275649070739746]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [5.405955076217651]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [5.534938812255859]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [5.65386438369751]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [5.7772016525268555]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [5.899314641952515]
[4.64657124e-310 4.64657124e-310 4.64657124e-310], [6.03463888168335]
