[2.44249065e-14 0.00000000e+00 1.10000000e+02], [2.7577247619628906]
[-4.52450387e-06  2.02012565e-06  1.10000002e+02], [3.7148711681365967]
[-5.57817863e-06  2.61364740e-06  1.10000002e+02], [3.845799446105957]
[-5.48918051e-06  2.61420462e-06  1.10000002e+02], [3.9687819480895996]
[-5.17598065e-06  2.53290475e-06  1.10000001e+02], [4.100553035736084]
[-4.71848235e-06  2.36922262e-06  1.10000001e+02], [4.225824594497681]
[-4.71012432e-06  2.33014448e-06  1.10000001e+02], [4.347851753234863]
[-4.73608436e-06  2.37277949e-06  1.10000001e+02], [4.481010913848877]
[-4.75754239e-06  2.41010342e-06  1.10000001e+02], [4.612732172012329]
[-4.77271262e-06  2.43638953e-06  1.10000001e+02], [4.74063515663147]
[-4.78361024e-06  2.45527401e-06  1.10000000e+02], [4.868605136871338]
[-4.79154087e-06  2.46901821e-06  1.10000000e+02], [4.99967098236084]
[-4.79731983e-06  2.47903367e-06  1.10000000e+02], [5.127500534057617]
[-4.80152818e-06  2.48632719e-06  1.10000000e+02], [5.274904727935791]
[-4.80459136e-06  2.49163611e-06  1.10000000e+02], [5.405518293380737]
[-4.80621695e-06  2.49435650e-06  1.10000000e+02], [5.534344911575317]
[-4.80712893e-06  2.49584211e-06  1.10000000e+02], [5.653172731399536]
[-4.80778303e-06  2.49690972e-06  1.10000000e+02], [5.776536464691162]
[-4.81035135e-06  2.50146616e-06  1.10000000e+02], [5.89886999130249]
[-4.81087925e-06  2.50244706e-06  1.10000000e+02], [6.034115552902222]
