[ 0.0 0.0 0.0],[ 185.35161512350328 185.35161512350302 185.3516151235028],[ 0.0 0.0 0.0],[ 185.35161512350336 185.35161512350288 185.35161512350288],[32.299286127090454]
[ 1.028765115254617e-05 0.0 3.880632283071452e-06],[ 185.35161512350328 185.35161512350302 185.3516151235028],[ 4.790646608394877e-06 0.0 2.3266635384017496e-06],[ 185.35161512350336 185.35161512350288 185.35161512350288],[33.497785568237305]
[ 0.0 1.2593966892102009 1.259398870808959],[ 185.35161918029726 185.35161808475135 185.35161846595832],[ 0.0 0.6326516740989773 0.6326477959042068],[ 185.35161755487323 185.351616139081 185.35161689524045],[33.66422200202942]
[ 0.0 0.9032120299088011 0.9054198848560024],[ 185.87904154774233 186.0098906578355 186.00996171864776],[ 0.0 0.30457582737402833 0.30284631399356127],[ 185.54324084608507 185.73908814177577 185.73923705617267],[33.82998585700989]
[ 0.0 0.43158640872459186 0.5634930255645952],[ 186.0671728647079 186.369411812431 186.36996252127747],[ 0.0 0.04699821758967901 0.09429062079903777],[ 185.58747323848053 185.84360189788714 185.84284655688595],[33.99424433708191]
[ 0.0 0.4614400183087426 0.193059383756144],[ 185.98955544692953 186.43776970026295 186.45323054788636],[ 0.0 0.05066060347018886 0.0],[ 185.5460587352849 185.77138703798957 185.78319031382682],[34.15878105163574]
[ 0.0 0.803324050685845 0.9697312535308937],[ 185.8387836043468 186.42152533985927 186.41062196600097],[ 0.0 0.37441610485295135 0.44470015784550954],[ 185.49572030755652 185.6948831262787 185.7008645814482],[34.32364082336426]
[ 0.0 0.9334045960085806 0.8265159357021729],[ 185.9576154989287 186.68417914258876 186.68376200424396],[ 0.0 0.43619212893438813 0.4423953725265393],[ 185.56649218347897 185.86641992300096 185.8882192004954],[34.496317625045776]
[ 0.0 0.7788871597896647 0.7146072682288318],[ 186.01986800620244 186.908611817577 186.89675656377912],[ 0.0 0.40561723998384575 0.4304684541592547],[ 185.61866036399582 186.0272244076359 186.05434825488265],[34.66670036315918]
[ 0.0 0.8828501239332063 0.78237190344874],[ 185.98529215216104 187.02114297096702 186.997333049709],[ 0.0 0.5473977086821628 0.5651285720897862],[ 185.6402429000037 186.1359999507133 186.16998281131626],[34.84427332878113]
[ 0.0 0.9942040996403039 1.072919839843111],[ 185.98181603440884 187.15824536274206 187.11701500193792],[ 0.0 0.7494199313591969 0.8356083810606506],[ 185.68672525371105 186.30552033870688 186.3431984948016],[35.022557497024536]
[ 0.0 1.117014261741312 1.1841892815956006],[ 186.05337797154675 187.3648386790436 187.32419704122805],[ 0.0 0.9286722095093043 1.0642443999516498],[ 185.77939726671812 186.5764571733457 186.63423472732023],[35.18756556510925]
[ 0.0 1.2168612161258063 0.900004064852476],[ 186.14075778905286 187.58947254677838 187.55301758756156],[ 0.0 1.0036761493188702 1.0896813489462198],[ 185.8948044392609 186.90242776798823 186.99976176797895],[35.35247039794922]
[ 0.0 1.2230930629692909 1.2598623004999383],[ 186.14671744585357 187.74216165732676 187.6680240999516],[ 0.0 1.1769221715389728 1.4548652979568677],[ 185.97999783205435 187.17962910323214 187.31019817462027],[35.51830577850342]
[ 0.0 1.4070729209815087 1.1197298929413346],[ 186.21726247183352 187.94750947080348 187.86062199193043],[ 0.0 1.2747686909511122 1.615847539833311],[ 186.1096041404751 187.53059145797687 187.7417697260363],[35.6840238571167]
[ 0.0 1.5231909149624814 1.3053577965769345],[ 186.2634412412175 188.1429367459735 188.00765645466922],[ 0.0 1.366680442518816 1.96198823539099],[ 186.23010891483028 187.85269533571915 188.1742282621928],[35.84792685508728]
[ 0.0 1.7235634620768747 1.196739193415341],[ 186.34817352363424 188.38467637191366 188.19338752882945],[ 0.0 1.3447936597942411 2.1513994335929607],[ 186.37335276971552 188.1825581908168 188.6877913135574],[36.013489723205566]
[ 0.0 1.9096786420478429 1.4580442172382042],[ 186.41259726972555 188.63109558955694 188.33906482614933],[ 0.0 1.3399937554783363 2.5531436014580793],[ 186.4950647199729 188.427641631613 189.1793650361544],[36.17982816696167]
[ 0.0 2.1099151634270017 1.4806430003362085],[ 186.53946272395686 188.9593307440856 188.5552813649296],[ 0.0 1.2375726213338074 2.6926276252460015],[ 186.63996097327723 188.65409772531635 189.75397031149507],[36.34484505653381]
[ 0.0 2.2245147605404956 1.7894775508623553],[ 186.65682874660007 189.30383463457838 188.76783038846182],[ 0.0 1.2339955595767012 2.7685902478457267],[ 186.75050270381848 188.77660346020144 190.25076377277935],[36.51102328300476]
[ 0.0 2.176673387391127 2.1026161093953597],[ 186.8069789067866 189.68460814919635 189.05460977220562],[ 0.0 1.347614295269922 2.4170440002957143],[ 186.84457221785078 188.87660038399378 190.6504417593587],[36.67534136772156]
[ 0.0 2.1618442656392256 2.5925899252718594],[ 186.94066035198955 190.02042271255578 189.39720393776497],[ 0.0 1.6683359836679976 1.9671976410144327],[ 186.88415057975757 188.98050104849867 190.7627890624477],[36.839128255844116]
[ 0.0 2.4003941426869106 2.749559025094511],[ 187.1082870980088 190.3479510995573 189.86544047706673],[ 0.14387710380209726 1.9457341794616265 1.4297047355824277],[ 186.90747362140013 189.19726860723358 190.62976503810995],[37.00279498100281]
[ 0.0 3.0047657851868768 2.9189134307302345],[ 187.27470623677922 190.68267620404862 190.3878921204937],[ 0.6816764512243634 2.1134287963694183 1.5988524259614814],[ 186.97882945819612 189.4675273129256 190.29811827142606],[37.17971134185791]
[ 0.0 3.2394879253960878 2.9841168575583774],[ 187.5113031375768 191.17896998608694 190.99086566543852],[ 1.0729156480543058 2.093428768889156 1.735397812063746],[ 187.36249481217558 189.8105180330977 190.20958875002023],[37.34427547454834]
[ 0.0 3.300380003483281 3.2577366929802745],[ 187.70411544666314 191.67670557850417 191.52998225910747],[ 1.366293399841166 2.078666534863648 1.9596411647577587],[ 187.87070983111838 190.10133843947702 190.2577905121787],[37.50862503051758]
[ 0.0 3.4604797741257785 3.3979675017629414],[ 187.87901451181054 192.15687267054687 192.0411426163706],[ 1.7080511524977287 2.140616895860485 2.0780231553212727],[ 188.4304348750179 190.36755929963832 190.4352581565361],[37.67435693740845]
[ 0.0 3.7355175753038505 3.5672598634318025],[ 188.0339076209035 192.61619665220482 192.51989674514317],[ 1.9071522907228675 2.32412265607405 2.247858280505757],[ 189.0495266500529 190.64491319476227 190.67727352299661],[37.84143567085266]
[ 0.0 3.8697910906849176 3.781361294178785],[ 188.21633621943388 193.09533723799782 193.0003468316408],[ 2.2166285112201685 2.4109350095373427 2.394735373115069],[ 189.66082015842017 190.98424930138077 190.99140603247363],[38.01076006889343]
[ 0.0 4.078707434513781 4.026541562676545],[ 188.39353972095057 193.56171917189803 193.46805395084635],[ 2.4380326863033273 2.578645614978314 2.584144864850923],[ 190.30660671540977 191.33689421845443 191.3433870022028],[38.175673723220825]
