[0. 0. 0.], [32.29956245422363]
[  0.   0. 110.], [33.49797487258911]
[1.0e-02 0.0e+00 1.1e+02], [33.6643431186676]
[  0.   0. 110.], [33.83007526397705]
[  4.09  -1.32 109.99], [33.99433898925781]
[  7.9    1.57 109.93], [34.158905267715454]
[  2.04  -0.69 110.08], [34.32374119758606]
[  1.97   0.54 110.1 ], [34.49636220932007]
[  4.68   0.79 110.06], [34.66674304008484]
[  5.35   1.34 110.08], [34.844319343566895]
[  3.95  -0.12 110.1 ], [35.0226411819458]
[  3.01  -1.21 110.08], [35.187609910964966]
[  5.45   1.43 110.17], [35.35251331329346]
[  4.59  -0.7  110.12], [35.5183527469635]
[  5.9    0.51 110.15], [35.68406820297241]
[  5.72  -0.44 110.12], [35.84802055358887]
[  7.36   0.91 110.11], [36.01372289657593]
[  6.71  -0.3  110.17], [36.17986798286438]
[  7.93   0.41 110.11], [36.344919204711914]
[  8.07   0.19 110.18], [36.511069774627686]
[  9.57   0.76 110.03], [36.67555499076843]
[  9.55   0.18 110.1 ], [36.83923292160034]
[ 10.96   1.7  109.96], [37.00299406051636]
[ 11.21   1.81 109.93], [37.179898262023926]
[ 12.79   1.93 109.8 ], [37.344318151474]
[ 13.68  -0.25 109.86], [37.50866889953613]
[ 15.62  -0.77 109.58], [37.67453932762146]
[ 15.7    0.24 109.85], [37.841557264328]
[1.7500e+01 3.0000e-02 1.0967e+02], [38.01079964637756]
[ 18.06  -0.23 109.76], [38.175719022750854]
[ 19.54  -0.46 109.78], [38.341264724731445]
[ 20.4    1.16 109.79], [38.50912857055664]
[ 21.78  -1.2  109.63], [38.67407751083374]
[ 23.08   1.05 109.72], [38.839187145233154]
[2.3370e+01 8.0000e-02 1.0999e+02], [39.00508522987366]
[ 25.74  -0.2  109.59], [39.169105052948]
[ 27.07  -1.08 109.61], [39.34156513214111]
[ 29.59   1.44 109.25], [39.515939474105835]
[ 30.54  -0.15 109.19], [39.680832386016846]
[ 32.42  -0.81 108.78], [39.843361616134644]
[ 34.26   0.21 108.45], [40.005452394485474]
[ 35.34   0.97 108.69], [40.174789905548096]
[ 34.71  -0.41 109.39], [40.34109115600586]
[ 39.24  -0.67 107.93], [40.508644819259644]
[ 39.65   0.75 108.29], [40.675788164138794]
[ 40.76   0.57 108.37], [40.840672969818115]
[ 41.08   0.17 108.77], [41.007922649383545]
[ 4.3670e+01 -7.0000e-02  1.0801e+02], [41.17582583427429]
[ 43.32   1.84 108.69], [41.34242820739746]
[ 45.41   1.05 108.11], [41.50684881210327]
[ 46.52  -0.16 108.  ], [41.678367137908936]
[ 48.57   0.46 107.54], [41.84832572937012]
[ 49.74   2.17 107.47], [42.014684200286865]
[ 50.32   1.85 107.53], [42.181334495544434]
[ 46.28   2.38 109.14], [42.34908723831177]
[ 27.49  13.17 115.9 ], [42.51814365386963]
[ 41.36   3.14 110.87], [42.6899619102478]
[ 45.71   2.85 109.2 ], [42.858352184295654]
[ 42.34   9.19 110.25], [43.02519512176514]
[ 28.1   10.92 115.7 ], [43.19197487831116]
[ 38.74   7.37 111.99], [43.36004900932312]
[ 43.63   3.   110.16], [43.52910876274109]
[ 41.21   8.93 110.61], [43.70064997673035]
[ 32.06  12.54 113.94], [43.87393569946289]
[ 36.51   7.99 112.54], [44.03932023048401]
[ 40.37   6.42 111.19], [44.208162784576416]
[ 40.7    8.23 110.73], [44.37668418884277]
[ 34.15  12.58 112.99], [44.54315757751465]
[ 36.75  10.29 112.01], [44.711018800735474]
[ 38.42   8.18 111.62], [44.88008236885071]
[ 39.05   7.67 111.19], [45.051127433776855]
[ 35.29  12.48 112.26], [45.2195258140564]
[ 35.87  10.79 112.11], [45.38516616821289]
[ 37.58   9.26 111.71], [45.550747871398926]
[ 37.16   9.98 111.69], [45.72078275680542]
[ 35.49  14.01 111.87], [45.889235496520996]
[ 36.34  11.82 111.76], [46.055004835128784]
[ 36.38  11.4  111.78], [46.22368764877319]
[ 36.38  12.65 111.54], [46.39146709442139]
[ 35.26  12.75 111.97], [46.558228731155396]
[ 35.35  12.98 111.88], [46.72468137741089]
[ 35.8   12.81 111.68], [46.8931999206543]
[ 34.93  13.1  111.97], [47.059454917907715]
[ 34.64  13.99 111.85], [47.23219871520996]
[ 35.12  14.14 111.7 ], [47.40831470489502]
[ 35.6   14.51 111.42], [47.577136754989624]
[ 34.68  14.27 111.74], [47.74302077293396]
[ 34.65  15.57 111.53], [47.90777325630188]
[ 34.34  15.41 111.66], [48.07446837425232]
[ 34.34  14.8  111.67], [48.239930391311646]
[ 34.06  15.67 111.62], [48.406166791915894]
[ 33.55  15.78 111.76], [48.57188701629639]
[ 33.53  16.23 111.68], [48.736637115478516]
[ 35.31  15.44 111.06], [48.90038990974426]
[ 33.9   18.25 111.17], [49.0667986869812]
[ 32.39  18.31 111.64], [49.23282980918884]
[ 33.57  17.96 111.22], [49.39780378341675]
[ 32.93  18.44 111.38], [49.56490206718445]
[ 33.85  17.65 111.09], [49.731555461883545]
[ 33.84  18.02 111.02], [49.89467096328735]
[ 32.8   18.48 111.35], [50.06189703941345]
[ 32.32  19.23 111.33], [50.22895908355713]
[ 32.82  18.47 111.28], [50.39284133911133]
[ 32.6   18.94 111.24], [50.55826258659363]
[ 32.32  19.86 111.08], [50.72416591644287]
[ 32.3   21.11 110.84], [50.88896441459656]
[ 32.68  20.2  110.84], [51.05296444892883]
[ 32.15  20.54 110.93], [51.22156739234924]
[ 31.59  21.82 110.86], [51.384865045547485]
[ 31.06  21.2  111.15], [51.55220127105713]
