[2.84217094e-14 0.00000000e+00 1.10000000e+02], [32.29416871070862]
[-4.52450389e-06  2.02012564e-06  1.10000002e+02], [33.49745011329651]
[7.13187712e-01 2.60982467e-06 1.10269501e+02], [33.66387677192688]
[1.55738665e+00 4.10814447e-05 1.10370350e+02], [33.829803228378296]
[2.30142004e+00 5.93052662e-02 1.10345039e+02], [33.994060754776]
[ 2.91667283e+00 -1.06438279e-02  1.10287589e+02], [34.1584529876709]
[3.77157483e+00 1.95797814e-02 1.10360163e+02], [34.32339644432068]
[ 4.68825695e+00 -4.16439506e-03  1.10401060e+02], [34.49616503715515]
[ 5.53828772e+00 -3.98883969e-02  1.10393135e+02], [34.66654849052429]
[ 6.38589588e+00 -1.00306606e-01  1.10397342e+02], [34.843992948532104]
[ 7.32144283e+00 -9.54305059e-02  1.10431797e+02], [35.02238488197327]
[ 8.33829893e+00 -4.08534018e-02  1.10465975e+02], [35.18742609024048]
[ 9.29769401e+00 -1.04324407e-01  1.10455254e+02], [35.35233545303345]
[ 1.03218437e+01 -7.36586412e-02  1.10463960e+02], [35.5181622505188]
[ 1.13321561e+01 -9.58217977e-02  1.10449044e+02], [35.683884382247925]
[ 1.23840564e+01 -7.61051800e-02  1.10434668e+02], [35.84766936302185]
[ 13.4061356   -0.11630123 110.39314945], [36.01317095756531]
[ 1.44885306e+01 -1.02846628e-01  1.10352662e+02], [36.17969489097595]
[ 15.56019853  -0.12068292 110.28045214], [36.344709157943726]
[ 16.66039269  -0.12939635 110.19321535], [36.510883808135986]
[ 17.73369011  -0.16424795 110.08243354], [36.6750864982605]
[ 18.83927796  -0.17347912 109.96917229], [36.83885955810547]
[ 19.91498375  -0.25039305 109.86335906], [37.00253677368164]
[ 20.99665992  -0.33112991 109.84613823], [37.179436922073364]
[ 22.04597926  -0.41750876 109.84141337], [37.344133615493774]
[ 23.0907378   -0.40625376 109.83448436], [37.50848579406738]
[ 24.08434494  -0.37149735 109.83710868], [37.67411994934082]
[ 25.10897968  -0.3821453  109.82934329], [37.84109139442444]
[ 26.08928449  -0.3835079  109.82859719], [38.010568141937256]
[ 27.07946699  -0.37314723 109.82429083], [38.17553210258484]
[ 28.03947082  -0.35245404 109.82031398], [38.340888023376465]
[ 28.99597621  -0.4044414  109.81516598], [38.50883197784424]
